geography_level,geography_value,population,population_se,unweighted_n,year,quarter,population_cv,ci_lower,ci_upper
UF,23,8696410.00000154,103446.873920066,30888,2013,2,0.0118953538207201,8493657.85280495,8899162.14719813
UF,24,3274527.00000037,67539.9000294579,12300,2013,2,0.0206258491774385,3142151.2284232,3406902.77157754
UF,25,3861407.99999877,62943.4510315663,15433,2013,2,0.0163006475957957,3738041.10291424,3984774.8970833
UF,26,9043150.99999973,130232.27412705,22502,2013,2,0.0144012053018969,8787900.43308596,9298401.56691349
UF,27,3155111.99999936,35801.8424279574,23322,2013,2,0.0113472492982704,3084941.67826039,3225282.32173833
UF,28,2144199.00000028,34685.8568598828,11502,2013,2,0.0161766034122198,2076215.969782,2212182.03021856
UF,29,14339064.0000006,212608.433494662,28139,2013,2,0.0148272183940774,13922359.1275416,14755768.8724596
UF,31,20212279.9999998,196752.882387401,42588,2013,2,0.00973432400438758,19826651.436666,20597908.5633335
UF,32,3749420.00000035,41683.0392260585,21550,2013,2,0.0111171965866866,3667722.74435111,3831117.25564959
UF,33,16817702.9999983,156141.984817301,39314,2013,2,0.00928438234503946,16511670.3332818,17123735.6667148
UF,35,43529931.0000008,429604.141714665,44766,2013,2,0.00986916661353443,42687922.3546308,44371939.6453707
UF,41,10901529.0000024,123799.486327005,31317,2013,2,0.0113561580514969,10658886.4654969,11144171.5345079
