year,geography_value,age,sex,persons_married,opposite_sex_people,same_sex_people,population,population_se,population_cv,unweighted_n,precision_pass,uf_code,formal_marriage_rate_100k,offset_log_population,treated_age,post_annual,partial_2019,pandemic,trend_2018,fixed_denominator_simplification
2013,17,17,male,13,13,0,15840.15124957,1983.84021310714,0.125241241819645,75,TRUE,17,82.0699234191523,9.67030321390679,0,0,0,0,-5,TRUE
2013,17,18,male,85,85,0,12075.05246475,1567.47683881967,0.129811182468607,61,TRUE,17,703.930688898749,9.39889682341817,0,0,0,0,-5,TRUE
2013,17,19,male,147,147,0,14092.0338006,1766.46027455746,0.125351691569335,69,TRUE,17,1043.14254478826,9.55336493802481,0,0,0,0,-5,TRUE
2013,21,15,combined,49,49,0,131861.04528242,5723.38467535879,0.0434046663523745,650,TRUE,21,37.1603303273168,11.7895039598497,1,0,0,0,-5,TRUE
2013,21,16,combined,712,712,0,140355.25049189,5668.6541194726,0.0403879021241186,679,TRUE,21,507.28419314897,11.8519319910788,0,0,0,0,-5,TRUE
2013,21,17,combined,897,897,0,135498.75994947,6089.25352466564,0.0449395516751329,649,TRUE,21,661.998678315955,11.8167177675956,0,0,0,0,-5,TRUE
2013,21,18,combined,1516,1516,0,136636.61870368,5738.01849514713,0.0419947342783051,636,TRUE,21,1109.51223353068,11.8250802626951,0,0,0,0,-5,TRUE
2013,21,19,combined,1787,1786,1,121776.34376664,5709.31438109811,0.0468836081336032,553,TRUE,21,1467.44428739331,11.7099413934456,0,0,0,0,-5,TRUE
2013,21,15,female,44,44,0,69038.46948517,4086.40640546133,0.0591902809539995,335,TRUE,21,63.7325831932754,11.1424191569886,1,0,0,0,-5,TRUE
2013,21,16,female,673,673,0,67472.78112989,3903.6929277518,0.0578558177442976,324,TRUE,21,997.439246952673,11.1194795530163,0,0,0,0,-5,TRUE
2013,21,17,female,803,803,0,63533.07089291,4141.37768038147,0.0651845979137713,300,TRUE,21,1263.90868364213,11.0593158507739,0,0,0,0,-5,TRUE
2013,21,18,female,1193,1193,0,64694.44259437,3985.58082968701,0.06160623184709,287,TRUE,21,1844.05329446925,11.0774305818133,0,0,0,0,-5,TRUE
2013,21,19,female,1235,1235,0,62227.90494181,4051.28208141811,0.0651039446885848,270,TRUE,21,1984.6401725317,11.0385588106268,0,0,0,0,-5,TRUE
2013,21,15,male,5,5,0,62822.57579725,4058.64886981138,0.064604942065891,315,TRUE,21,7.95892230865655,11.0480697750736,1,0,0,0,-5,TRUE
2013,21,16,male,39,39,0,72882.469362,4155.76044462939,0.057020028012335,355,TRUE,21,53.5108104066711,11.1966034139339,0,0,0,0,-5,TRUE
2013,21,17,male,94,94,0,71965.68905656,4110.27996951101,0.0571144391639274,349,TRUE,21,130.617800277188,11.1839447435354,0,0,0,0,-5,TRUE
2013,21,18,male,323,323,0,71942.17610931,4121.97559377494,0.0572956757314646,349,TRUE,21,448.971684577944,11.18361796574,0,0,0,0,-5,TRUE
2013,21,19,male,552,551,1,59548.43882483,3879.75348667773,0.0651529001136464,283,TRUE,21,926.976442864916,10.9945453582321,0,0,0,0,-5,TRUE
2013,22,15,combined,29,29,0,58455.0240577,4864.80533768942,0.0832230491067364,216,TRUE,22,49.6107913177396,10.9760129180002,1,0,0,0,-5,TRUE
2013,22,16,combined,434,434,0,75732.84280049,5347.97535105535,0.0706163291023422,261,TRUE,22,573.067092098109,11.2349672000338,0,0,0,0,-5,TRUE
2013,22,17,combined,489,489,0,62684.78516134,4294.231013382,0.0685051564319695,231,TRUE,22,780.093604439095,11.0458740362704,0,0,0,0,-5,TRUE
2013,22,18,combined,744,743,1,60938.6977099,4983.96572199901,0.081786547945696,209,TRUE,22,1220.89908048549,11.0176236822736,0,0,0,0,-5,TRUE
2013,22,19,combined,832,831,1,46925.45052151,4108.90798550099,0.0875624621572365,166,TRUE,22,1773.02506582994,10.7563154622932,0,0,0,0,-5,TRUE
2013,22,15,female,29,29,0,31358.22551889,3230.00302242959,0.10300337372355,111,TRUE,22,92.4797226888064,10.3532318886443,1,0,0,0,-5,TRUE
2013,22,16,female,418,418,0,42611.38284773,3970.2674161155,0.0931738692992687,148,TRUE,22,980.958542213252,10.6598766995635,0,0,0,0,-5,TRUE
2013,22,17,female,452,452,0,29859.37439228,3344.24769702567,0.111999925152159,105,TRUE,22,1513.76245885735,10.30425411951,0,0,0,0,-5,TRUE
2013,22,18,female,575,574,1,36509.47358561,3891.11232856847,0.106578154829987,118,TRUE,22,1574.93369125605,10.5053270561839,0,0,0,0,-5,TRUE
2013,22,19,female,558,557,1,23992.2689062,2841.99611794118,0.118454662585361,79,TRUE,22,2325.74919104797,10.0854869285271,0,0,0,0,-5,TRUE
2013,22,15,male,0,0,0,27096.79853881,3168.57582131542,0.116935431201482,105,TRUE,22,0,10.20717086479,1,0,0,0,-5,TRUE
2013,22,16,male,16,16,0,33121.45995276,3543.44658485612,0.106983405620103,113,TRUE,22,48.3070493354467,10.4079366882269,0,0,0,0,-5,TRUE
2013,22,17,male,37,37,0,32825.41076906,2974.74948293482,0.0906233741860349,126,TRUE,22,112.717553666913,10.3989582130016,0,0,0,0,-5,TRUE
2013,22,18,male,169,169,0,24429.22412429,2745.20473164634,0.112373799416608,91,TRUE,22,691.794381762469,10.1035354046107,0,0,0,0,-5,TRUE
2013,22,19,male,274,274,0,22933.18161531,3007.82777436535,0.131156148537076,87,TRUE,22,1194.77534602996,10.04034011962,0,0,0,0,-5,TRUE
2013,23,15,combined,33,33,0,160987.97388171,7959.64953672035,0.0494425101751321,465,TRUE,23,20.4984255682649,11.9890849447898,1,0,0,0,-5,TRUE
2013,23,16,combined,1277,1275,2,168834.95148331,7861.04166501734,0.0465605112919669,502,TRUE,23,756.359976877321,12.0366768982607,0,0,0,0,-5,TRUE
2013,23,17,combined,1626,1626,0,173966.34039863,8189.64017502393,0.0470760042216099,516,TRUE,23,934.663565534661,12.0666171134987,0,0,0,0,-5,TRUE
2013,23,18,combined,2865,2862,3,170098.5681428,8021.78893112472,0.0471596499530221,506,TRUE,23,1684.31752911335,12.0441333606107,0,0,0,0,-5,TRUE
2013,23,19,combined,3418,3410,8,166713.65133536,8191.27799082885,0.0491338167283694,477,TRUE,23,2050.22202598417,12.0240329570198,0,0,0,0,-5,TRUE
2013,23,15,female,25,25,0,77898.21561683,5645.20422368538,0.0724689799244352,222,TRUE,23,32.09316131575,11.2631583255224,1,0,0,0,-5,TRUE
2013,23,16,female,1208,1207,1,75827.7023154,5654.64557780011,0.0745722922511882,234,TRUE,23,1593.08532780726,11.2362189707664,0,0,0,0,-5,TRUE
2013,23,17,female,1428,1428,0,84923.22025756,5716.1783226621,0.0673099572216615,248,TRUE,23,1681.51890103682,11.3495028361717,0,0,0,0,-5,TRUE
2013,23,18,female,2215,2214,1,85330.16543337,5660.1915899352,0.0663328327232057,247,TRUE,23,2595.79949101304,11.3542833102768,0,0,0,0,-5,TRUE
2013,23,19,female,2312,2309,3,80930.61398441,5650.945641881,0.0698245739612153,224,TRUE,23,2856.76814517356,11.3013474490717,0,0,0,0,-5,TRUE
2013,23,15,male,8,8,0,83089.75826488,5356.35141385154,0.0644646407175256,243,TRUE,23,9.62814210446608,11.3276767273382,1,0,0,0,-5,TRUE
2013,23,16,male,69,68,1,93007.24916791,5929.86108143587,0.0637569773806602,268,TRUE,23,74.187765596025,11.4404327171396,0,0,0,0,-5,TRUE
2013,23,17,male,198,198,0,89043.12014107,5930.15647775172,0.0665987048562162,268,TRUE,23,222.364175566075,11.3968760273511,0,0,0,0,-5,TRUE
2013,23,18,male,650,648,2,84768.40270943,5421.30943075937,0.0639543657480794,259,TRUE,23,766.795149164337,11.3476781427852,0,0,0,0,-5,TRUE
2013,23,19,male,1106,1101,5,85783.03735095,5886.81295780552,0.0686244406772609,253,TRUE,23,1289.29918332829,11.3595765660585,0,0,0,0,-5,TRUE
2013,24,15,combined,7,7,0,60889.30111699,4823.895039628,0.0792240172105044,186,TRUE,24,11.4962725332493,11.0168127587406,1,0,0,0,-5,TRUE
2013,24,16,combined,273,273,0,61976.98476305,4545.33874933888,0.0733391397906269,190,TRUE,24,440.486095029843,11.0345183816112,0,0,0,0,-5,TRUE
2013,24,17,combined,353,353,0,55763.98767084,4802.75732226459,0.0861265042703545,169,TRUE,24,633.025030569308,10.9288835577776,0,0,0,0,-5,TRUE
2013,24,18,combined,753,753,0,59433.11963441,4171.00560430815,0.0701798194334268,190,TRUE,24,1266.97034352549,10.9926069195694,0,0,0,0,-5,TRUE
2013,24,19,combined,877,877,0,59713.38774778,4731.87635971725,0.0792431402435908,177,TRUE,24,1468.68237271064,10.9973115246219,0,0,0,0,-5,TRUE
2013,24,15,female,6,6,0,33886.93402132,3649.7838844868,0.107704753761156,102,TRUE,24,17.7059393931156,10.4307847919727,1,0,0,0,-5,TRUE
2013,24,16,female,256,256,0,32549.54676553,3584.91617500888,0.110137207157837,94,TRUE,24,786.493286201774,10.3905187232857,0,0,0,0,-5,TRUE
2013,24,17,female,316,316,0,26770.84047474,3079.05192574993,0.115015138529372,82,TRUE,24,1180.38879017701,10.1950685321642,0,0,0,0,-5,TRUE
2013,24,18,female,624,624,0,29022.04475078,2970.58361431957,0.102356110323334,91,TRUE,24,2150.08971751802,10.2758109840104,0,0,0,0,-5,TRUE
2013,24,19,female,590,590,0,33374.81790979,3673.43849181878,0.11006617329712,95,TRUE,24,1767.79990708783,10.4155569398012,0,0,0,0,-5,TRUE
2013,24,15,male,1,1,0,27002.36709567,3001.34748942003,0.111151273471181,84,TRUE,24,3.70337902768664,10.2036798113537,1,0,0,0,-5,TRUE
2013,24,16,male,17,17,0,29427.43799752,3149.66764873382,0.107031663748616,96,TRUE,24,57.7692152522169,10.2896827833273,0,0,0,0,-5,TRUE
2013,24,17,male,37,37,0,28993.1471961,3438.34851852652,0.118591765677271,87,TRUE,24,127.616363100371,10.2748147774618,0,0,0,0,-5,TRUE
2013,24,18,male,129,129,0,30411.07488363,3251.84811711477,0.106929732985703,99,TRUE,24,424.187571447662,10.3225621264338,0,0,0,0,-5,TRUE
2013,24,19,male,287,287,0,26338.56983799,2996.37573398263,0.11376379782249,82,TRUE,24,1089.65673445959,10.1787896776193,0,0,0,0,-5,TRUE
2013,25,15,combined,25,25,0,70438.69794358,4750.96456448609,0.0674482167216026,247,TRUE,25,35.4918542361821,11.1624980778223,1,0,0,0,-5,TRUE
2013,25,16,combined,625,625,0,70664.01447037,4674.89814701252,0.0661567019939511,244,TRUE,25,884.467157271496,11.1656917332021,0,0,0,0,-5,TRUE
2013,25,17,combined,775,775,0,70618.83304698,4936.19677967446,0.0698991553200915,239,TRUE,25,1097.44096094653,11.1650521449474,0,0,0,0,-5,TRUE
2013,25,18,combined,1211,1211,0,73367.16671539,5709.06066637072,0.0778149262396573,237,TRUE,25,1650.60210747647,11.2032317945714,0,0,0,0,-5,TRUE
2013,25,19,combined,1362,1362,0,69160.18568912,5220.14441296284,0.075479039868802,229,TRUE,25,1969.34115550569,11.1441806247144,0,0,0,0,-5,TRUE
2013,25,15,female,24,24,0,36584.33450464,3682.08684335001,0.100646544298435,128,TRUE,25,65.6018493296798,10.5073754087643,1,0,0,0,-5,TRUE
2013,25,16,female,605,605,0,36587.14554311,3411.75479925683,0.0932500950432664,122,TRUE,25,1653.58622822089,10.50745224303,0,0,0,0,-5,TRUE
2013,25,17,female,688,688,0,39077.56296944,3774.72645700721,0.0965957488177852,126,TRUE,25,1760.60109106097,10.5733037441672,0,0,0,0,-5,TRUE
