year,uf_code,uf,region,sex,age_group,age,persons_married,opposite_sex_people,same_sex_people
2015,43,RS,South,male,<15,,0,0,0
2015,43,RS,South,male,unknown,,3,3,0
2015,50,MS,Central-West,combined,15,15,81,81,0
2015,50,MS,Central-West,combined,16,16,337,335,2
2015,50,MS,Central-West,combined,17,17,458,458,0
2015,50,MS,Central-West,combined,18,18,977,975,2
2015,50,MS,Central-West,combined,19,19,1148,1147,1
2015,50,MS,Central-West,combined,<15,,53,53,0
2015,50,MS,Central-West,combined,unknown,,35,35,0
2015,50,MS,Central-West,female,15,15,68,68,0
2015,50,MS,Central-West,female,16,16,300,299,1
2015,50,MS,Central-West,female,17,17,379,379,0
2015,50,MS,Central-West,female,18,18,715,714,1
2015,50,MS,Central-West,female,19,19,779,778,1
2015,50,MS,Central-West,female,<15,,46,46,0
2015,50,MS,Central-West,female,unknown,,18,18,0
2015,50,MS,Central-West,male,15,15,13,13,0
2015,50,MS,Central-West,male,16,16,37,36,1
2015,50,MS,Central-West,male,17,17,79,79,0
2015,50,MS,Central-West,male,18,18,262,261,1
2015,50,MS,Central-West,male,19,19,369,369,0
2015,50,MS,Central-West,male,<15,,7,7,0
2015,50,MS,Central-West,male,unknown,,17,17,0
2015,51,MT,Central-West,combined,15,15,4,4,0
2015,51,MT,Central-West,combined,16,16,404,403,1
2015,51,MT,Central-West,combined,17,17,489,488,1
2015,51,MT,Central-West,combined,18,18,921,921,0
2015,51,MT,Central-West,combined,19,19,1103,1103,0
2015,51,MT,Central-West,combined,<15,,3,3,0
2015,51,MT,Central-West,combined,unknown,,9,9,0
2015,51,MT,Central-West,female,15,15,3,3,0
2015,51,MT,Central-West,female,16,16,391,390,1
2015,51,MT,Central-West,female,17,17,433,433,0
2015,51,MT,Central-West,female,18,18,706,706,0
2015,51,MT,Central-West,female,19,19,760,760,0
2015,51,MT,Central-West,female,<15,,3,3,0
2015,51,MT,Central-West,female,unknown,,4,4,0
2015,51,MT,Central-West,male,15,15,1,1,0
2015,51,MT,Central-West,male,16,16,13,13,0
2015,51,MT,Central-West,male,17,17,56,55,1
2015,51,MT,Central-West,male,18,18,215,215,0
2015,51,MT,Central-West,male,19,19,343,343,0
2015,51,MT,Central-West,male,<15,,0,0,0
2015,51,MT,Central-West,male,unknown,,5,5,0
2015,52,GO,Central-West,combined,15,15,22,22,0
2015,52,GO,Central-West,combined,16,16,916,916,0
2015,52,GO,Central-West,combined,17,17,1250,1250,0
2015,52,GO,Central-West,combined,18,18,2320,2318,2
2015,52,GO,Central-West,combined,19,19,2909,2906,3
2015,52,GO,Central-West,combined,<15,,7,7,0
2015,52,GO,Central-West,combined,unknown,,10,10,0
2015,52,GO,Central-West,female,15,15,21,21,0
2015,52,GO,Central-West,female,16,16,888,888,0
2015,52,GO,Central-West,female,17,17,1141,1141,0
2015,52,GO,Central-West,female,18,18,1836,1834,2
2015,52,GO,Central-West,female,19,19,1982,1982,0
2015,52,GO,Central-West,female,<15,,7,7,0
2015,52,GO,Central-West,female,unknown,,6,6,0
2015,52,GO,Central-West,male,15,15,1,1,0
2015,52,GO,Central-West,male,16,16,28,28,0
2015,52,GO,Central-West,male,17,17,109,109,0
2015,52,GO,Central-West,male,18,18,484,484,0
2015,52,GO,Central-West,male,19,19,927,924,3
2015,52,GO,Central-West,male,<15,,0,0,0
2015,52,GO,Central-West,male,unknown,,4,4,0
2015,53,DF,Central-West,combined,15,15,6,6,0
2015,53,DF,Central-West,combined,16,16,153,153,0
2015,53,DF,Central-West,combined,17,17,216,216,0
2015,53,DF,Central-West,combined,18,18,674,674,0
2015,53,DF,Central-West,combined,19,19,868,865,3
2015,53,DF,Central-West,combined,<15,,1,1,0
2015,53,DF,Central-West,combined,unknown,,0,0,0
2015,53,DF,Central-West,female,15,15,6,6,0
2015,53,DF,Central-West,female,16,16,148,148,0
2015,53,DF,Central-West,female,17,17,196,196,0
2015,53,DF,Central-West,female,18,18,553,553,0
2015,53,DF,Central-West,female,19,19,642,640,2
2015,53,DF,Central-West,female,<15,,1,1,0
2015,53,DF,Central-West,female,unknown,,0,0,0
2015,53,DF,Central-West,male,15,15,0,0,0
2015,53,DF,Central-West,male,16,16,5,5,0
2015,53,DF,Central-West,male,17,17,20,20,0
2015,53,DF,Central-West,male,18,18,121,121,0
2015,53,DF,Central-West,male,19,19,226,225,1
2015,53,DF,Central-West,male,<15,,0,0,0
2015,53,DF,Central-West,male,unknown,,0,0,0
2016,11,RO,North,combined,15,15,18,18,0
2016,11,RO,North,combined,16,16,478,478,0
2016,11,RO,North,combined,17,17,521,521,0
2016,11,RO,North,combined,18,18,938,937,1
2016,11,RO,North,combined,19,19,1127,1127,0
2016,11,RO,North,combined,<15,,10,10,0
2016,11,RO,North,combined,unknown,,48,48,0
2016,11,RO,North,female,15,15,17,17,0
2016,11,RO,North,female,16,16,471,471,0
2016,11,RO,North,female,17,17,486,486,0
2016,11,RO,North,female,18,18,722,721,1
2016,11,RO,North,female,19,19,754,754,0
2016,11,RO,North,female,<15,,10,10,0
2016,11,RO,North,female,unknown,,24,24,0
2016,11,RO,North,male,15,15,1,1,0
2016,11,RO,North,male,16,16,7,7,0
2016,11,RO,North,male,17,17,35,35,0
2016,11,RO,North,male,18,18,216,216,0
2016,11,RO,North,male,19,19,373,373,0
2016,11,RO,North,male,<15,,0,0,0
2016,11,RO,North,male,unknown,,24,24,0
2016,12,AC,North,combined,15,15,1,1,0
2016,12,AC,North,combined,16,16,65,65,0
2016,12,AC,North,combined,17,17,120,120,0
2016,12,AC,North,combined,18,18,264,264,0
2016,12,AC,North,combined,19,19,286,286,0
2016,12,AC,North,combined,<15,,0,0,0
2016,12,AC,North,combined,unknown,,4,4,0
2016,12,AC,North,female,15,15,1,1,0
2016,12,AC,North,female,16,16,64,64,0
2016,12,AC,North,female,17,17,110,110,0
2016,12,AC,North,female,18,18,229,229,0
2016,12,AC,North,female,19,19,216,216,0
2016,12,AC,North,female,<15,,0,0,0
2016,12,AC,North,female,unknown,,2,2,0
2016,12,AC,North,male,15,15,0,0,0
2016,12,AC,North,male,16,16,1,1,0
2016,12,AC,North,male,17,17,10,10,0
2016,12,AC,North,male,18,18,35,35,0
2016,12,AC,North,male,19,19,70,70,0
2016,12,AC,North,male,<15,,0,0,0
2016,12,AC,North,male,unknown,,2,2,0
2016,13,AM,North,combined,15,15,17,17,0
2016,13,AM,North,combined,16,16,177,177,0
2016,13,AM,North,combined,17,17,282,282,0
2016,13,AM,North,combined,18,18,681,679,2
2016,13,AM,North,combined,19,19,874,872,2
2016,13,AM,North,combined,<15,,4,4,0
2016,13,AM,North,combined,unknown,,0,0,0
2016,13,AM,North,female,15,15,17,17,0
2016,13,AM,North,female,16,16,165,165,0
2016,13,AM,North,female,17,17,248,248,0
2016,13,AM,North,female,18,18,550,548,2
2016,13,AM,North,female,19,19,614,613,1
2016,13,AM,North,female,<15,,4,4,0
2016,13,AM,North,female,unknown,,0,0,0
2016,13,AM,North,male,15,15,0,0,0
2016,13,AM,North,male,16,16,12,12,0
2016,13,AM,North,male,17,17,34,34,0
2016,13,AM,North,male,18,18,131,131,0
2016,13,AM,North,male,19,19,260,259,1
2016,13,AM,North,male,<15,,0,0,0
2016,13,AM,North,male,unknown,,0,0,0
2016,14,RR,North,combined,15,15,1,1,0
2016,14,RR,North,combined,16,16,36,36,0
2016,14,RR,North,combined,17,17,36,36,0
2016,14,RR,North,combined,18,18,123,123,0
2016,14,RR,North,combined,19,19,129,129,0
2016,14,RR,North,combined,<15,,0,0,0
2016,14,RR,North,combined,unknown,,6,6,0
2016,14,RR,North,female,15,15,1,1,0
2016,14,RR,North,female,16,16,33,33,0
2016,14,RR,North,female,17,17,27,27,0
2016,14,RR,North,female,18,18,104,104,0
2016,14,RR,North,female,19,19,90,90,0
2016,14,RR,North,female,<15,,0,0,0
2016,14,RR,North,female,unknown,,3,3,0
2016,14,RR,North,male,15,15,0,0,0
2016,14,RR,North,male,16,16,3,3,0
2016,14,RR,North,male,17,17,9,9,0
2016,14,RR,North,male,18,18,19,19,0
2016,14,RR,North,male,19,19,39,39,0
2016,14,RR,North,male,<15,,0,0,0
2016,14,RR,North,male,unknown,,3,3,0
2016,15,PA,North,combined,15,15,17,17,0
2016,15,PA,North,combined,16,16,509,509,0
2016,15,PA,North,combined,17,17,666,666,0
2016,15,PA,North,combined,18,18,1419,1419,0
2016,15,PA,North,combined,19,19,1795,1795,0
2016,15,PA,North,combined,<15,,1,1,0
2016,15,PA,North,combined,unknown,,3,3,0
2016,15,PA,North,female,15,15,17,17,0
2016,15,PA,North,female,16,16,497,497,0
2016,15,PA,North,female,17,17,617,617,0
2016,15,PA,North,female,18,18,1155,1155,0
2016,15,PA,North,female,19,19,1272,1272,0
2016,15,PA,North,female,<15,,1,1,0
2016,15,PA,North,female,unknown,,2,2,0
2016,15,PA,North,male,15,15,0,0,0
2016,15,PA,North,male,16,16,12,12,0
2016,15,PA,North,male,17,17,49,49,0
2016,15,PA,North,male,18,18,264,264,0
2016,15,PA,North,male,19,19,523,523,0
2016,15,PA,North,male,<15,,0,0,0
2016,15,PA,North,male,unknown,,1,1,0
2016,16,AP,North,combined,15,15,3,3,0
2016,16,AP,North,combined,16,16,15,15,0
2016,16,AP,North,combined,17,17,36,36,0
2016,16,AP,North,combined,18,18,86,86,0
2016,16,AP,North,combined,19,19,114,114,0
2016,16,AP,North,combined,<15,,0,0,0
2016,16,AP,North,combined,unknown,,0,0,0
2016,16,AP,North,female,15,15,3,3,0
2016,16,AP,North,female,16,16,15,15,0
2016,16,AP,North,female,17,17,32,32,0
2016,16,AP,North,female,18,18,75,75,0
2016,16,AP,North,female,19,19,74,74,0
2016,16,AP,North,female,<15,,0,0,0
2016,16,AP,North,female,unknown,,0,0,0
2016,16,AP,North,male,15,15,0,0,0
2016,16,AP,North,male,16,16,0,0,0
2016,16,AP,North,male,17,17,4,4,0
2016,16,AP,North,male,18,18,11,11,0
2016,16,AP,North,male,19,19,40,40,0
2016,16,AP,North,male,<15,,0,0,0
2016,16,AP,North,male,unknown,,0,0,0
2016,17,TO,North,combined,15,15,1,1,0
2016,17,TO,North,combined,16,16,174,174,0
2016,17,TO,North,combined,17,17,199,199,0
2016,17,TO,North,combined,18,18,400,400,0
2016,17,TO,North,combined,19,19,489,489,0
2016,17,TO,North,combined,<15,,0,0,0
2016,17,TO,North,combined,unknown,,1,1,0
2016,17,TO,North,female,15,15,1,1,0
2016,17,TO,North,female,16,16,166,166,0
2016,17,TO,North,female,17,17,182,182,0
2016,17,TO,North,female,18,18,314,314,0
2016,17,TO,North,female,19,19,340,340,0
2016,17,TO,North,female,<15,,0,0,0
2016,17,TO,North,female,unknown,,1,1,0
2016,17,TO,North,male,15,15,0,0,0
2016,17,TO,North,male,16,16,8,8,0
2016,17,TO,North,male,17,17,17,17,0
2016,17,TO,North,male,18,18,86,86,0
2016,17,TO,North,male,19,19,149,149,0
2016,17,TO,North,male,<15,,0,0,0
2016,17,TO,North,male,unknown,,0,0,0
2016,21,MA,Northeast,combined,15,15,17,17,0
2016,21,MA,Northeast,combined,16,16,599,599,0
2016,21,MA,Northeast,combined,17,17,724,724,0
2016,21,MA,Northeast,combined,18,18,1377,1376,1
2016,21,MA,Northeast,combined,19,19,1635,1634,1
2016,21,MA,Northeast,combined,<15,,7,7,0
2016,21,MA,Northeast,combined,unknown,,97,97,0
2016,21,MA,Northeast,female,15,15,15,15,0
2016,21,MA,Northeast,female,16,16,574,574,0
2016,21,MA,Northeast,female,17,17,644,644,0
2016,21,MA,Northeast,female,18,18,1093,1093,0
2016,21,MA,Northeast,female,19,19,1131,1130,1
2016,21,MA,Northeast,female,<15,,7,7,0
2016,21,MA,Northeast,female,unknown,,51,51,0
2016,21,MA,Northeast,male,15,15,2,2,0
2016,21,MA,Northeast,male,16,16,25,25,0
2016,21,MA,Northeast,male,17,17,80,80,0
2016,21,MA,Northeast,male,18,18,284,283,1
2016,21,MA,Northeast,male,19,19,504,504,0
2016,21,MA,Northeast,male,<15,,0,0,0
2016,21,MA,Northeast,male,unknown,,46,46,0
2016,22,PI,Northeast,combined,15,15,12,12,0
2016,22,PI,Northeast,combined,16,16,262,262,0
2016,22,PI,Northeast,combined,17,17,376,376,0
2016,22,PI,Northeast,combined,18,18,577,577,0
2016,22,PI,Northeast,combined,19,19,719,719,0
2016,22,PI,Northeast,combined,<15,,5,5,0
2016,22,PI,Northeast,combined,unknown,,5,5,0
2016,22,PI,Northeast,female,15,15,12,12,0
2016,22,PI,Northeast,female,16,16,256,256,0
2016,22,PI,Northeast,female,17,17,348,348,0
2016,22,PI,Northeast,female,18,18,451,451,0
2016,22,PI,Northeast,female,19,19,514,514,0
2016,22,PI,Northeast,female,<15,,5,5,0
2016,22,PI,Northeast,female,unknown,,2,2,0
2016,22,PI,Northeast,male,15,15,0,0,0
2016,22,PI,Northeast,male,16,16,6,6,0
2016,22,PI,Northeast,male,17,17,28,28,0
2016,22,PI,Northeast,male,18,18,126,126,0
2016,22,PI,Northeast,male,19,19,205,205,0
2016,22,PI,Northeast,male,<15,,0,0,0
2016,22,PI,Northeast,male,unknown,,3,3,0
2016,23,CE,Northeast,combined,15,15,16,16,0
2016,23,CE,Northeast,combined,16,16,915,914,1
2016,23,CE,Northeast,combined,17,17,1119,1119,0
2016,23,CE,Northeast,combined,18,18,2455,2452,3
2016,23,CE,Northeast,combined,19,19,2955,2952,3
2016,23,CE,Northeast,combined,<15,,1,1,0
2016,23,CE,Northeast,combined,unknown,,15,15,0
2016,23,CE,Northeast,female,15,15,15,15,0
2016,23,CE,Northeast,female,16,16,866,865,1
2016,23,CE,Northeast,female,17,17,993,993,0
2016,23,CE,Northeast,female,18,18,1898,1896,2
2016,23,CE,Northeast,female,19,19,2065,2065,0
2016,23,CE,Northeast,female,<15,,1,1,0
2016,23,CE,Northeast,female,unknown,,10,10,0
2016,23,CE,Northeast,male,15,15,1,1,0
2016,23,CE,Northeast,male,16,16,49,49,0
2016,23,CE,Northeast,male,17,17,126,126,0
2016,23,CE,Northeast,male,18,18,557,556,1
2016,23,CE,Northeast,male,19,19,890,887,3
2016,23,CE,Northeast,male,<15,,0,0,0
2016,23,CE,Northeast,male,unknown,,5,5,0
2016,24,RN,Northeast,combined,15,15,4,4,0
2016,24,RN,Northeast,combined,16,16,222,222,0
2016,24,RN,Northeast,combined,17,17,328,328,0
2016,24,RN,Northeast,combined,18,18,696,694,2
2016,24,RN,Northeast,combined,19,19,841,839,2
2016,24,RN,Northeast,combined,<15,,3,3,0
2016,24,RN,Northeast,combined,unknown,,0,0,0
2016,24,RN,Northeast,female,15,15,4,4,0
2016,24,RN,Northeast,female,16,16,208,208,0
2016,24,RN,Northeast,female,17,17,290,290,0
2016,24,RN,Northeast,female,18,18,550,548,2
2016,24,RN,Northeast,female,19,19,609,607,2
2016,24,RN,Northeast,female,<15,,3,3,0
2016,24,RN,Northeast,female,unknown,,0,0,0
2016,24,RN,Northeast,male,15,15,0,0,0
2016,24,RN,Northeast,male,16,16,14,14,0
2016,24,RN,Northeast,male,17,17,38,38,0
2016,24,RN,Northeast,male,18,18,146,146,0
2016,24,RN,Northeast,male,19,19,232,232,0
2016,24,RN,Northeast,male,<15,,0,0,0
2016,24,RN,Northeast,male,unknown,,0,0,0
2016,25,PB,Northeast,combined,15,15,10,10,0
2016,25,PB,Northeast,combined,16,16,387,386,1
2016,25,PB,Northeast,combined,17,17,475,475,0
2016,25,PB,Northeast,combined,18,18,882,882,0
2016,25,PB,Northeast,combined,19,19,1094,1094,0
2016,25,PB,Northeast,combined,<15,,2,2,0
2016,25,PB,Northeast,combined,unknown,,50,50,0
2016,25,PB,Northeast,female,15,15,10,10,0
2016,25,PB,Northeast,female,16,16,368,368,0
2016,25,PB,Northeast,female,17,17,434,434,0
2016,25,PB,Northeast,female,18,18,671,671,0
2016,25,PB,Northeast,female,19,19,762,762,0
2016,25,PB,Northeast,female,<15,,2,2,0
2016,25,PB,Northeast,female,unknown,,27,27,0
2016,25,PB,Northeast,male,15,15,0,0,0
2016,25,PB,Northeast,male,16,16,19,18,1
2016,25,PB,Northeast,male,17,17,41,41,0
2016,25,PB,Northeast,male,18,18,211,211,0
2016,25,PB,Northeast,male,19,19,332,332,0
2016,25,PB,Northeast,male,<15,,0,0,0
2016,25,PB,Northeast,male,unknown,,23,23,0
2016,26,PE,Northeast,combined,15,15,9,9,0
2016,26,PE,Northeast,combined,16,16,803,803,0
2016,26,PE,Northeast,combined,17,17,1178,1178,0
2016,26,PE,Northeast,combined,18,18,2223,2222,1
2016,26,PE,Northeast,combined,19,19,2864,2863,1
2016,26,PE,Northeast,combined,<15,,4,4,0
2016,26,PE,Northeast,combined,unknown,,5,5,0
2016,26,PE,Northeast,female,15,15,9,9,0
2016,26,PE,Northeast,female,16,16,762,762,0
2016,26,PE,Northeast,female,17,17,1063,1063,0
2016,26,PE,Northeast,female,18,18,1773,1772,1
2016,26,PE,Northeast,female,19,19,1992,1992,0
2016,26,PE,Northeast,female,<15,,4,4,0
2016,26,PE,Northeast,female,unknown,,2,2,0
2016,26,PE,Northeast,male,15,15,0,0,0
2016,26,PE,Northeast,male,16,16,41,41,0
2016,26,PE,Northeast,male,17,17,115,115,0
2016,26,PE,Northeast,male,18,18,450,450,0
2016,26,PE,Northeast,male,19,19,872,871,1
2016,26,PE,Northeast,male,<15,,0,0,0
2016,26,PE,Northeast,male,unknown,,3,3,0
2016,27,AL,Northeast,combined,15,15,18,18,0
2016,27,AL,Northeast,combined,16,16,435,435,0
2016,27,AL,Northeast,combined,17,17,563,563,0
2016,27,AL,Northeast,combined,18,18,1069,1068,1
2016,27,AL,Northeast,combined,19,19,1180,1180,0
2016,27,AL,Northeast,combined,<15,,10,10,0
2016,27,AL,Northeast,combined,unknown,,0,0,0
2016,27,AL,Northeast,female,15,15,17,17,0
2016,27,AL,Northeast,female,16,16,415,415,0
2016,27,AL,Northeast,female,17,17,479,479,0
2016,27,AL,Northeast,female,18,18,820,820,0
2016,27,AL,Northeast,female,19,19,788,788,0
2016,27,AL,Northeast,female,<15,,10,10,0
2016,27,AL,Northeast,female,unknown,,0,0,0
2016,27,AL,Northeast,male,15,15,1,1,0
2016,27,AL,Northeast,male,16,16,20,20,0
2016,27,AL,Northeast,male,17,17,84,84,0
2016,27,AL,Northeast,male,18,18,249,248,1
2016,27,AL,Northeast,male,19,19,392,392,0
2016,27,AL,Northeast,male,<15,,0,0,0
2016,27,AL,Northeast,male,unknown,,0,0,0
2016,28,SE,Northeast,combined,15,15,2,2,0
2016,28,SE,Northeast,combined,16,16,109,108,1
2016,28,SE,Northeast,combined,17,17,152,152,0
2016,28,SE,Northeast,combined,18,18,304,304,0
2016,28,SE,Northeast,combined,19,19,447,447,0
2016,28,SE,Northeast,combined,<15,,2,2,0
2016,28,SE,Northeast,combined,unknown,,0,0,0
2016,28,SE,Northeast,female,15,15,2,2,0
2016,28,SE,Northeast,female,16,16,106,105,1
2016,28,SE,Northeast,female,17,17,148,148,0
2016,28,SE,Northeast,female,18,18,229,229,0
2016,28,SE,Northeast,female,19,19,298,298,0
2016,28,SE,Northeast,female,<15,,2,2,0
2016,28,SE,Northeast,female,unknown,,0,0,0
2016,28,SE,Northeast,male,15,15,0,0,0
2016,28,SE,Northeast,male,16,16,3,3,0
2016,28,SE,Northeast,male,17,17,4,4,0
2016,28,SE,Northeast,male,18,18,75,75,0
2016,28,SE,Northeast,male,19,19,149,149,0
2016,28,SE,Northeast,male,<15,,0,0,0
2016,28,SE,Northeast,male,unknown,,0,0,0
2016,29,BA,Northeast,combined,15,15,16,16,0
2016,29,BA,Northeast,combined,16,16,816,816,0
2016,29,BA,Northeast,combined,17,17,1241,1241,0
2016,29,BA,Northeast,combined,18,18,2564,2561,3
2016,29,BA,Northeast,combined,19,19,3132,3130,2
2016,29,BA,Northeast,combined,<15,,6,6,0
2016,29,BA,Northeast,combined,unknown,,5,5,0
2016,29,BA,Northeast,female,15,15,16,16,0
2016,29,BA,Northeast,female,16,16,794,794,0
2016,29,BA,Northeast,female,17,17,1155,1155,0
2016,29,BA,Northeast,female,18,18,2124,2123,1
2016,29,BA,Northeast,female,19,19,2278,2277,1
2016,29,BA,Northeast,female,<15,,6,6,0
2016,29,BA,Northeast,female,unknown,,2,2,0
2016,29,BA,Northeast,male,15,15,0,0,0
2016,29,BA,Northeast,male,16,16,22,22,0
2016,29,BA,Northeast,male,17,17,86,86,0
2016,29,BA,Northeast,male,18,18,440,438,2
2016,29,BA,Northeast,male,19,19,854,853,1
2016,29,BA,Northeast,male,<15,,0,0,0
2016,29,BA,Northeast,male,unknown,,3,3,0
2016,31,MG,Southeast,combined,15,15,26,26,0
2016,31,MG,Southeast,combined,16,16,1514,1514,0
2016,31,MG,Southeast,combined,17,17,2295,2293,2
2016,31,MG,Southeast,combined,18,18,4675,4670,5
2016,31,MG,Southeast,combined,19,19,5632,5626,6
2016,31,MG,Southeast,combined,<15,,6,6,0
2016,31,MG,Southeast,combined,unknown,,2,2,0
2016,31,MG,Southeast,female,15,15,26,26,0
2016,31,MG,Southeast,female,16,16,1470,1470,0
2016,31,MG,Southeast,female,17,17,2143,2142,1
2016,31,MG,Southeast,female,18,18,3883,3880,3
2016,31,MG,Southeast,female,19,19,4106,4105,1
2016,31,MG,Southeast,female,<15,,5,5,0
2016,31,MG,Southeast,female,unknown,,1,1,0
2016,31,MG,Southeast,male,15,15,0,0,0
2016,31,MG,Southeast,male,16,16,44,44,0
2016,31,MG,Southeast,male,17,17,152,151,1
2016,31,MG,Southeast,male,18,18,792,790,2
2016,31,MG,Southeast,male,19,19,1526,1521,5
2016,31,MG,Southeast,male,<15,,1,1,0
2016,31,MG,Southeast,male,unknown,,1,1,0
2016,32,ES,Southeast,combined,15,15,8,8,0
2016,32,ES,Southeast,combined,16,16,375,375,0
2016,32,ES,Southeast,combined,17,17,482,482,0
2016,32,ES,Southeast,combined,18,18,1121,1120,1
2016,32,ES,Southeast,combined,19,19,1432,1429,3
2016,32,ES,Southeast,combined,<15,,0,0,0
2016,32,ES,Southeast,combined,unknown,,2,2,0
2016,32,ES,Southeast,female,15,15,8,8,0
2016,32,ES,Southeast,female,16,16,368,368,0
2016,32,ES,Southeast,female,17,17,446,446,0
2016,32,ES,Southeast,female,18,18,929,928,1
2016,32,ES,Southeast,female,19,19,1058,1057,1
2016,32,ES,Southeast,female,<15,,0,0,0
2016,32,ES,Southeast,female,unknown,,1,1,0
2016,32,ES,Southeast,male,15,15,0,0,0
2016,32,ES,Southeast,male,16,16,7,7,0
2016,32,ES,Southeast,male,17,17,36,36,0
2016,32,ES,Southeast,male,18,18,192,192,0
2016,32,ES,Southeast,male,19,19,374,372,2
2016,32,ES,Southeast,male,<15,,0,0,0
2016,32,ES,Southeast,male,unknown,,1,1,0
2016,33,RJ,Southeast,combined,15,15,25,25,0
2016,33,RJ,Southeast,combined,16,16,493,493,0
2016,33,RJ,Southeast,combined,17,17,814,814,0
2016,33,RJ,Southeast,combined,18,18,2796,2795,1
2016,33,RJ,Southeast,combined,19,19,4116,4111,5
2016,33,RJ,Southeast,combined,<15,,5,5,0
2016,33,RJ,Southeast,combined,unknown,,2,2,0
2016,33,RJ,Southeast,female,15,15,22,22,0
2016,33,RJ,Southeast,female,16,16,471,471,0
2016,33,RJ,Southeast,female,17,17,752,752,0
2016,33,RJ,Southeast,female,18,18,2376,2375,1
2016,33,RJ,Southeast,female,19,19,3079,3077,2
2016,33,RJ,Southeast,female,<15,,5,5,0
2016,33,RJ,Southeast,female,unknown,,1,1,0
2016,33,RJ,Southeast,male,15,15,3,3,0
2016,33,RJ,Southeast,male,16,16,22,22,0
2016,33,RJ,Southeast,male,17,17,62,62,0
2016,33,RJ,Southeast,male,18,18,420,420,0
2016,33,RJ,Southeast,male,19,19,1037,1034,3
2016,33,RJ,Southeast,male,<15,,0,0,0
2016,33,RJ,Southeast,male,unknown,,1,1,0
2016,35,SP,Southeast,combined,15,15,38,38,0
2016,35,SP,Southeast,combined,16,16,2555,2550,5
2016,35,SP,Southeast,combined,17,17,3739,3736,3
2016,35,SP,Southeast,combined,18,18,10191,10171,20
2016,35,SP,Southeast,combined,19,19,13243,13206,37
2016,35,SP,Southeast,combined,<15,,8,8,0
2016,35,SP,Southeast,combined,unknown,,0,0,0
2016,35,SP,Southeast,female,15,15,37,37,0
2016,35,SP,Southeast,female,16,16,2457,2452,5
2016,35,SP,Southeast,female,17,17,3346,3343,3
2016,35,SP,Southeast,female,18,18,8191,8181,10
2016,35,SP,Southeast,female,19,19,9269,9246,23
2016,35,SP,Southeast,female,<15,,8,8,0
2016,35,SP,Southeast,female,unknown,,0,0,0
2016,35,SP,Southeast,male,15,15,1,1,0
2016,35,SP,Southeast,male,16,16,98,98,0
2016,35,SP,Southeast,male,17,17,393,393,0
2016,35,SP,Southeast,male,18,18,2000,1990,10
2016,35,SP,Southeast,male,19,19,3974,3960,14
2016,35,SP,Southeast,male,<15,,0,0,0
2016,35,SP,Southeast,male,unknown,,0,0,0
2016,41,PR,South,combined,15,15,143,143,0
2016,41,PR,South,combined,16,16,1251,1250,1
2016,41,PR,South,combined,17,17,1543,1542,1
2016,41,PR,South,combined,18,18,3058,3056,2
2016,41,PR,South,combined,19,19,3841,3830,11
2016,41,PR,South,combined,<15,,118,118,0
2016,41,PR,South,combined,unknown,,19,19,0
2016,41,PR,South,female,15,15,131,131,0
2016,41,PR,South,female,16,16,1175,1174,1
2016,41,PR,South,female,17,17,1352,1351,1
2016,41,PR,South,female,18,18,2339,2338,1
2016,41,PR,South,female,19,19,2611,2604,7
2016,41,PR,South,female,<15,,116,116,0
2016,41,PR,South,female,unknown,,9,9,0
2016,41,PR,South,male,15,15,12,12,0
2016,41,PR,South,male,16,16,76,76,0
2016,41,PR,South,male,17,17,191,191,0
2016,41,PR,South,male,18,18,719,718,1
2016,41,PR,South,male,19,19,1230,1226,4
2016,41,PR,South,male,<15,,2,2,0
2016,41,PR,South,male,unknown,,10,10,0
2016,42,SC,South,combined,15,15,3,3,0
2016,42,SC,South,combined,16,16,454,452,2
2016,42,SC,South,combined,17,17,632,629,3
2016,42,SC,South,combined,18,18,1415,1409,6
2016,42,SC,South,combined,19,19,1743,1730,13
2016,42,SC,South,combined,<15,,1,1,0
2016,42,SC,South,combined,unknown,,54,54,0
2016,42,SC,South,female,15,15,3,3,0
2016,42,SC,South,female,16,16,435,434,1
2016,42,SC,South,female,17,17,563,563,0
2016,42,SC,South,female,18,18,1139,1139,0
2016,42,SC,South,female,19,19,1189,1185,4
2016,42,SC,South,female,<15,,1,1,0
2016,42,SC,South,female,unknown,,27,27,0
2016,42,SC,South,male,15,15,0,0,0
2016,42,SC,South,male,16,16,19,18,1
2016,42,SC,South,male,17,17,69,66,3
2016,42,SC,South,male,18,18,276,270,6
2016,42,SC,South,male,19,19,554,545,9
2016,42,SC,South,male,<15,,0,0,0
2016,42,SC,South,male,unknown,,27,27,0
2016,43,RS,South,combined,15,15,10,10,0
2016,43,RS,South,combined,16,16,654,654,0
2016,43,RS,South,combined,17,17,788,788,0
2016,43,RS,South,combined,18,18,1543,1542,1
2016,43,RS,South,combined,19,19,1853,1847,6
2016,43,RS,South,combined,<15,,0,0,0
2016,43,RS,South,combined,unknown,,7,7,0
2016,43,RS,South,female,15,15,10,10,0
2016,43,RS,South,female,16,16,627,627,0
2016,43,RS,South,female,17,17,676,676,0
2016,43,RS,South,female,18,18,1211,1210,1
2016,43,RS,South,female,19,19,1259,1255,4
2016,43,RS,South,female,<15,,0,0,0
2016,43,RS,South,female,unknown,,4,4,0
2016,43,RS,South,male,15,15,0,0,0
2016,43,RS,South,male,16,16,27,27,0
2016,43,RS,South,male,17,17,112,112,0
