year,quarter,quarter_start,days_in_quarter,geography,age,side,sex,population_stock,population_stock_se,unweighted_n,population_cv,exact_age_day_stock,exact_age_day_stock_se,population_person_time,population_person_time_se,denominator_source,approximation
2017,3,2017-07-01,92,Brazil,16,above,female,1586385.18971961,34531.0347289772,4653,0.0217671187002701,4343.37512671611,94.5427619430302,399590.511657882,8697.93409875878,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,3,2017-07-01,92,Brazil,15,below,male,1666502.82877955,35209.8913840258,4857,0.0211280117717001,4562.7297720817,96.4014083356285,419771.139031516,8868.92956687782,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,3,2017-07-01,92,Brazil,16,above,male,1698673.48966436,41892.2626396453,5100,0.0246617510042632,4650.81004993767,114.697119419688,427874.524594266,10552.1349866113,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,4,2017-10-01,92,Brazil,15,below,combined,3225514.42997436,48160.9699204257,9359,0.014931252352453,8831.15855896934,131.860257008496,812466.58742518,12131.1436447817,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,4,2017-10-01,92,Brazil,16,above,combined,3253924.60899204,53008.3568867518,9397,0.0162905915952281,8908.94298717165,145.131951749185,819622.754819792,13352.139560925,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,4,2017-10-01,92,Brazil,15,below,female,1571161.03299657,33068.2463227207,4506,0.0210470127684187,4301.69280134861,90.537783315799,395755.737724072,8329.4760650535,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,4,2017-10-01,92,Brazil,16,above,female,1584441.93025237,34872.7052971603,4548,0.0220094562200874,4338.05466300436,95.4782241857404,399101.028996401,8783.99662508812,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,4,2017-10-01,92,Brazil,15,below,male,1654353.39697779,33418.4479613316,4853,0.0202003078800341,4529.46575762073,91.4966028360106,416710.849701107,8417.68746091297,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2017,4,2017-10-01,92,Brazil,16,above,male,1669482.67873967,37442.3487363913,4849,0.0224275155491025,4570.88832416729,102.513668963473,420521.72582339,9431.25754463952,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,1,2018-01-01,90,Brazil,15,below,combined,3171149.4435845,48205.8600909449,9049,0.015201383898343,8682.31228179771,131.983162120906,781408.105361794,11878.4845908815,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,1,2018-01-01,90,Brazil,16,above,combined,3204198.98752116,50469.6062072739,9265,0.0157510836261509,8772.79885971967,138.181088474846,789551.89737477,12436.2979627361,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,1,2018-01-01,90,Brazil,15,below,female,1523732.07432966,31155.4975159104,4365,0.0204468344801475,4171.83672308031,85.3008549550241,375465.305077228,7677.07694595217,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,1,2018-01-01,90,Brazil,16,above,female,1575380.10401205,34880.2374930683,4476,0.022140839156365,4313.24422544488,95.4988466376949,388191.980290039,8594.89619739255,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,1,2018-01-01,90,Brazil,15,below,male,1647417.36925484,34059.3007282813,4684,0.020674360586405,4510.4755587174,93.2511981170901,405942.800284566,8392.60783053811,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,1,2018-01-01,90,Brazil,16,above,male,1628818.88350911,33456.2101797191,4789,0.0205401659561076,4459.55463427479,91.5999922783332,401359.917084731,8243.99930504999,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,2,2018-04-01,91,Brazil,15,below,combined,3201501.01184995,50175.3602528657,8962,0.0156724486630327,8765.41205322478,137.375470414494,797652.496843455,12501.1678077189,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,2,2018-04-01,91,Brazil,16,above,combined,3184237.72195573,53352.9846762334,8978,0.0167553396872217,8718.14677085972,146.07551058881,793351.356148234,13292.8714635817,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,2,2018-04-01,91,Brazil,15,below,female,1570000.15698932,34207.3202074213,4354,0.0217880998642817,4298.51443079412,93.6564616861983,391164.813202265,8522.73801344405,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,2,2018-04-01,91,Brazil,16,above,female,1544643.65217465,35149.766585254,4291,0.0227559065391994,4229.09067858929,96.2367922277775,384847.251751626,8757.54809272775,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,2,2018-04-01,91,Brazil,15,below,male,1631500.85486063,34674.790398125,4608,0.0212533081394475,4466.89762243066,94.9363515968843,406487.68364119,8639.20799531647,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,2,2018-04-01,91,Brazil,16,above,male,1639594.06978108,35518.5744550008,4687,0.0216630293495409,4489.05609227042,97.2465538785897,408504.104396609,8849.43640295166,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,3,2018-07-01,92,Brazil,15,below,combined,3155597.32206496,48513.9633372806,8984,0.0153739398237079,8639.73201931583,132.826720157924,794855.345777056,12220.058254529,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,3,2018-07-01,92,Brazil,16,above,combined,3220404.09912915,53393.8607544281,9008,0.0165798636167637,8817.16694834021,146.187425489717,811179.3592473,13449.243145054,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,3,2018-07-01,92,Brazil,15,below,female,1535553.60483377,32928.8977662103,4340,0.0214443166702571,4204.20297428084,90.1562599265154,386786.673633837,8294.37591323942,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,3,2018-07-01,92,Brazil,16,above,female,1578738.79327428,39212.6684126903,4382,0.024837971030891,4322.44000431023,107.360639609822,397664.480396541,9877.17884410359,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,3,2018-07-01,92,Brazil,15,below,male,1620043.71723119,35302.9273269568,4644,0.0217913423887677,4435.52904503498,96.6561320956811,408068.672143219,8892.36415280266,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,3,2018-07-01,92,Brazil,16,above,male,1641665.30585487,33666.3335251095,4626,0.0205074282833664,4494.72694402998,92.1752904580094,413514.878850758,8480.12672213687,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,4,2018-10-01,92,Brazil,15,below,combined,3153676.4899555,48981.7154682134,8739,0.0155316233685417,8634.47295962409,134.107381994739,794371.512285416,12337.879143516,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,4,2018-10-01,92,Brazil,16,above,combined,3200600.48648799,49989.9129852732,9051,0.0156189168864768,8762.94649852629,136.867733041125,806191.077864419,12591.8314397835,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,4,2018-10-01,92,Brazil,15,below,female,1551532.39372805,34088.241093556,4220,0.0219706924788391,4247.95141235768,93.3304341459606,390811.529936907,8586.39994142837,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,4,2018-10-01,92,Brazil,16,above,female,1579508.62346083,33525.3700680859,4454,0.0212251896381731,4324.54772777218,91.7893456212952,397858.39095504,8444.61979715915,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,4,2018-10-01,92,Brazil,15,below,male,1602144.09622745,34551.4777631665,4519,0.0215657741675823,4386.52154726641,94.5987330695812,403559.982348509,8703.08344240147,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2018,4,2018-10-01,92,Brazil,16,above,male,1621091.86302716,35433.8141376693,4597,0.0218579927182545,4438.39877075412,97.0144880118532,408332.686909379,8925.3328970905,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,1,2019-01-01,90,Brazil,15,below,combined,3096362.46517374,50651.9617127469,8652,0.0163585375686644,8477.55248957539,138.680360891043,762979.724061785,12481.2324801939,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,1,2019-01-01,90,Brazil,16,above,combined,3202329.91057244,48812.157584614,8913,0.0152427010794426,8767.68150084517,133.643148277142,789091.335076065,12027.8833449428,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,1,2019-01-01,90,Brazil,15,below,female,1506535.78833273,33367.8768897955,4178,0.0221487449207718,4124.75489115514,91.358143944901,371227.940203962,8222.23295504109,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,1,2019-01-01,90,Brazil,16,above,female,1541103.68326991,33846.9378986199,4258,0.0219627908660912,4219.39857292048,92.6697684377363,379745.871562844,8340.27915939627,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,1,2019-01-01,90,Brazil,15,below,male,1589826.67684101,36506.3395242524,4474,0.0229624650636701,4352.79759842026,99.9509627829521,391751.783857823,8995.58665046569,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,1,2019-01-01,90,Brazil,16,above,male,1661226.22730253,34794.3564042716,4655,0.0209449837911421,4548.28292792468,95.2637122029107,409345.463513221,8573.73409826196,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,2,2019-04-01,91,Brazil,15,below,combined,3144477.64939739,51747.9694955588,8664,0.0164567776481018,8609.28738960387,141.681128279318,783445.152453952,12892.9826734179,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,2,2019-04-01,91,Brazil,16,above,combined,3117826.77069627,47502.7902338462,8755,0.0152358657896949,8536.31976206567,130.058222232753,776805.098347976,11835.2982231805,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,2,2019-04-01,91,Brazil,15,below,female,1532804.92920446,37827.1200582802,4169,0.0246783653533218,4196.67735601541,103.567137061761,381897.639397403,9424.60947262024,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,2,2019-04-01,91,Brazil,16,above,female,1537045.16640185,33842.2583414774,4207,0.0220177383731023,4208.28673114944,92.6569562454462,382954.092534599,8431.78301833561,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,2,2019-04-01,91,Brazil,15,below,male,1611672.72019293,34541.4514888143,4495,0.021432050723474,4412.61003358845,94.5712820627783,401547.513056549,8605.98666771283,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,2,2019-04-01,91,Brazil,16,above,male,1580781.60429442,34033.1807320191,4548,0.0215293375375593,4328.03303091623,93.1796839963014,393851.005813377,8479.35124366343,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,3,2019-07-01,92,Brazil,15,below,combined,3085984.62176554,47620.1076638779,8739,0.0154310903975386,8449.13891939065,130.379426446478,777320.78058394,11994.907233076,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,3,2019-07-01,92,Brazil,16,above,combined,3143139.19184466,48385.9496225244,8702,0.0153941479104931,8605.62281729169,132.476230511302,791717.299190835,12187.8132070398,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,3,2019-07-01,92,Brazil,15,below,female,1469525.02788367,33086.2271566167,4179,0.0225149123212047,4023.42287078768,90.5870131669143,370154.904112467,8334.00521135612,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,3,2019-07-01,92,Brazil,16,above,female,1568436.13722616,35017.7278076096,4169,0.0223265244765017,4294.23229012549,95.8752823332706,395069.370691545,8820.5259746609,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,3,2019-07-01,92,Brazil,15,below,male,1616459.59388187,33757.6321602558,4560,0.0208836844966771,4425.71604860297,92.425257630905,407165.876471473,8503.12370204325,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,3,2019-07-01,92,Brazil,16,above,male,1574703.0546185,33343.1349080894,4533,0.0211742365078268,4311.3905271662,91.2904026998211,396647.92849929,8398.71704838354,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,4,2019-10-01,92,Brazil,15,below,combined,3124525.19247724,49286.373669984,8690,0.0157740362563401,8554.65941799555,134.941507820103,787028.666455591,12414.6187194495,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,4,2019-10-01,92,Brazil,16,above,combined,3126479.12345646,51019.3133164411,8469,0.0163184564175298,8560.00909931473,139.686135420826,787520.837136955,12851.124458716,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,4,2019-10-01,92,Brazil,15,below,female,1491348.18793805,33747.0302735833,4155,0.0226285387587738,4083.1726536152,92.396230651097,375651.884132598,8500.45321990093,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,4,2019-10-01,92,Brazil,16,above,female,1528191.04310177,35644.0994209192,4011,0.0233243739922545,4184.04496492541,97.5902295623297,384932.136773138,8978.30111973433,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,4,2019-10-01,92,Brazil,15,below,male,1633177.00453919,34802.2789196194,4535,0.0213095572757217,4471.48676438035,95.2854033131944,411376.782322992,8766.25710481388,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2019,4,2019-10-01,92,Brazil,16,above,male,1598288.08035469,35078.9133908122,4458,0.0219478039171934,4375.96413438932,96.0428027702477,402588.700363817,8835.93785486279,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,1,2020-01-01,91,Brazil,15,below,combined,2989764.12455469,51361.7548807072,7629,0.0171791996762812,8185.69614586115,140.623708579114,744898.349273364,12796.7574806994,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,1,2020-01-01,91,Brazil,16,above,combined,3175723.92477879,58554.1499105677,7613,0.0184380479215133,8694.83678591289,160.315817328399,791230.147518073,14588.7393768843,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,1,2020-01-01,91,Brazil,15,below,female,1470335.95643065,36794.2792475345,3705,0.0250244028152963,4025.64311773863,100.739314968917,366333.523714215,9167.2776621714,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,1,2020-01-01,91,Brazil,16,above,female,1550694.51838604,38969.5141710235,3667,0.0251303617243601,4245.65738758781,106.694905907783,386354.822270491,9709.23643760827,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,1,2020-01-01,91,Brazil,15,below,male,1519428.16812404,35055.9551182367,3924,0.0230718081010164,4160.05302812252,95.9799451548949,378564.825559149,8734.17500909544,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,1,2020-01-01,91,Brazil,16,above,male,1625029.40639275,43482.142259202,3946,0.0267577571754371,4449.17939832509,119.05006197034,404875.325247583,10833.555639301,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,2,2020-04-01,91,Brazil,15,below,combined,3009231.20968084,62162.3729555731,5616,0.0206572272531249,8238.99521463368,170.194796486097,749748.564531665,15487.7264802348,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,2,2020-04-01,91,Brazil,16,above,combined,3224573.94648775,74132.8746537616,5671,0.0229899750739189,8828.5836026414,202.968916962735,803401.107840367,18470.1714436089,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,2,2020-04-01,91,Brazil,15,below,female,1484627.85545592,45089.9582169972,2741,0.030371219326981,4064.77300822309,123.452112547136,369894.343748301,11234.1422417893,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,2,2020-04-01,91,Brazil,16,above,female,1558514.60646272,48887.2373693455,2676,0.0313678403568526,4267.06806152822,133.848709745841,388303.193599068,12180.2325868716,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,2,2020-04-01,91,Brazil,15,below,male,1524603.35422492,42654.8739085729,2875,0.0279776859931269,4174.22220641059,116.785078156493,379854.220783364,10627.4421122409,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,2,2020-04-01,91,Brazil,16,above,male,1666059.34002503,55866.9484820303,2995,0.0335323881568294,4561.51554111318,152.958509708017,415097.914241299,13919.2243834295,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,3,2020-07-01,92,Brazil,15,below,combined,3167232.95759065,65577.0990434387,5733,0.0207048549701011,8671.58930735238,179.54399896901,797786.216276419,16518.0479051489,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,3,2020-07-01,92,Brazil,16,above,combined,3118892.60599025,66148.8285608276,5605,0.0212090754371535,8539.23791998535,181.109341220771,785609.888638652,16662.059392311,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,3,2020-07-01,92,Brazil,15,below,female,1529135.73087307,43500.8713398418,2805,0.0284480118158018,4186.63143219387,119.101340451458,385170.091761836,10957.3233215342,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,3,2020-07-01,92,Brazil,16,above,female,1525082.70546742,48859.0380779557,2700,0.0320369760294285,4175.53462553624,133.771502708353,384149.185549334,12306.9782491685,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,3,2020-07-01,92,Brazil,15,below,male,1638097.22671758,48874.3919298333,2928,0.0298360751319797,4484.9578751585,133.813540126993,412616.124514583,12310.8456916834,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,3,2020-07-01,92,Brazil,16,above,male,1593809.90052283,45008.5105160333,2905,0.0282395726750529,4363.70329444911,123.229116315964,401460.703089318,11337.0787010686,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,4,2020-10-01,92,Brazil,15,below,combined,3147717.85447503,67288.8621290861,5273,0.0213770309919688,8618.15876979002,184.230647115508,792870.606820682,16949.2195346268,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,4,2020-10-01,92,Brazil,16,above,combined,3214577.10052854,75673.7610583872,5191,0.0235408138277178,8801.21316804189,207.187720646932,809711.611459854,19061.2702995178,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,4,2020-10-01,92,Brazil,15,below,female,1504057.92543273,44892.6053730837,2574,0.0298476572038725,4117.97073295887,122.911778812936,378853.307432216,11307.8836507901,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,4,2020-10-01,92,Brazil,16,above,female,1521157.43732396,54137.1780998674,2461,0.0355894641616493,4164.78760638195,148.222559258212,383160.45978714,13636.4754517555,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,4,2020-10-01,92,Brazil,15,below,male,1643659.9290423,51038.5841864015,2699,0.0310517907534193,4500.18803683115,139.738897270722,414017.299388466,12855.9785489064,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2020,4,2020-10-01,92,Brazil,16,above,male,1693419.66320458,54286.6628650218,2730,0.032057418515084,4636.42556165994,148.631834644166,426551.151672714,13674.1287872633,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,1,2021-01-01,90,Brazil,15,below,combined,3163736.02393999,71754.9762177702,5053,0.0226804561678978,8662.01502820726,196.458452172927,779581.352538653,17681.2606955634,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,1,2021-01-01,90,Brazil,16,above,combined,3157288.65871207,70868.3773014829,4939,0.0224459607473432,8644.36274177312,194.031026787635,777992.646759581,17462.7924108872,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,1,2021-01-01,90,Brazil,15,below,female,1533594.38545797,48666.0861295518,2451,0.0317333491769526,4198.83881382361,133.243218216806,377895.493244125,11991.8896395125,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,1,2021-01-01,90,Brazil,16,above,female,1536936.56709638,50646.4406819699,2385,0.032952850342843,4207.98939635004,138.665244822193,378719.045671504,12479.8720339974,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,1,2021-01-01,90,Brazil,15,below,male,1630141.63848202,53731.5886617114,2602,0.0329613006583563,4463.17621438365,147.112093093524,401685.859294529,13240.0883784172,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,1,2021-01-01,90,Brazil,16,above,male,1620352.09161569,51221.0228979004,2554,0.0316110450086356,4436.37334542308,140.23839749728,399273.601088077,12621.4557747552,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,2,2021-04-01,91,Brazil,15,below,combined,3068509.14069345,65336.2233763757,5450,0.0212924975552168,8401.29267731288,178.884503792345,764517.633635472,16278.4898451034,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,2,2021-04-01,91,Brazil,16,above,combined,3051719.54855595,60875.4120881376,5525,0.0199479051464422,8355.32433535514,166.671217309425,760334.514517318,15167.0807751577,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,2,2021-04-01,91,Brazil,15,below,female,1479058.80601788,43179.8771105928,2661,0.029194158430284,4049.52546874441,118.222488101995,368506.817655741,10758.2464172815,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,2,2021-04-01,91,Brazil,16,above,female,1450107.28523659,41924.1239278903,2657,0.0289110497924643,3970.25889713434,114.784352664025,361293.559639225,10445.3760924263,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,2,2021-04-01,91,Brazil,15,below,male,1589450.33467557,47390.5241076659,2789,0.0298156683941553,4351.76720856847,129.750848019236,396010.815979731,11807.3271697505,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,2,2021-04-01,91,Brazil,16,above,male,1601612.26331936,45095.7891209663,2868,0.0281564958971435,4385.0654382208,123.46807701997,399040.954878093,11235.5950088172,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,3,2021-07-01,92,Brazil,15,below,combined,3085295.62228839,57576.0716161563,6662,0.0186614440445262,8447.25250289435,157.637929912746,777147.23026628,14502.6895519727,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,3,2021-07-01,92,Brazil,16,above,combined,3099757.33987252,55430.9305088351,6817,0.0178823451099933,8486.84734080103,151.764733044033,780789.955353695,13962.355440051,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,3,2021-07-01,92,Brazil,15,below,female,1519267.84991674,38017.7453365692,3243,0.025023727934908,4159.61409177941,104.089051346897,382684.496443705,9576.19272391457,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,3,2021-07-01,92,Brazil,16,above,female,1519042.59286259,38065.7723433831,3283,0.0250590553038077,4158.99735891248,104.220544825378,382627.757019948,9588.29012393477,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,3,2021-07-01,92,Brazil,15,below,male,1566027.77237165,41828.2791172593,3419,0.0267097939482344,4287.63841111494,114.521938485415,394462.733822575,10536.0183406582,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,3,2021-07-01,92,Brazil,16,above,male,1580714.74700993,39955.7336517445,3534,0.0252770044230463,4327.84998188855,109.395083134478,398162.198333747,10064.347648372,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,4,2021-10-01,92,Brazil,15,below,combined,3049546.61735562,56351.0677958437,7053,0.0184785067639687,8349.37505179605,154.283983369525,768142.504765237,14194.1264699963,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,4,2021-10-01,92,Brazil,16,above,combined,3074133.6973103,51727.9993201328,7141,0.0168268541363025,8416.69219028536,141.626451796088,774335.681506253,13029.6335652401,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,4,2021-10-01,92,Brazil,15,below,female,1521667.21635174,36353.9549135308,3424,0.0238908708309369,4166.18333395413,99.5337478895003,383288.86672378,9157.10480583402,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,4,2021-10-01,92,Brazil,16,above,female,1489326.08806742,35477.8099099771,3433,0.0238213848493138,4077.63633221057,97.1349443451326,375142.542563373,8936.4148797522,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,4,2021-10-01,92,Brazil,15,below,male,1527879.40100388,40992.3837120118,3629,0.0268295938050334,4183.19171784193,112.233334598279,384853.638041457,10325.4667830416,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2021,4,2021-10-01,92,Brazil,16,above,male,1584807.60924288,36926.8908701193,3708,0.0233005512181763,4339.05585807479,101.1023932596,399193.13894288,9301.42017988316,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,1,2022-01-01,90,Brazil,15,below,combined,3115679.51077051,55224.1917620244,7284,0.0177246060036411,8530.4407640691,151.198701580524,767739.668766219,13607.8831422471,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,1,2022-01-01,90,Brazil,16,above,combined,3057188.92599079,51681.4981742395,7242,0.0169049082099139,8370.29898215785,141.499135982914,753326.908394207,12734.9222384623,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,1,2022-01-01,90,Brazil,15,below,female,1560963.185194,37009.736270066,3576,0.0237095510138289,4273.77204239375,101.32921626061,384639.483815438,9119.62946345494,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,1,2022-01-01,90,Brazil,16,above,female,1502693.52728255,35743.8860649099,3525,0.0237865442393624,4114.23513770317,97.8634361141157,370281.162393285,8807.70925027041,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,1,2022-01-01,90,Brazil,15,below,male,1554716.32557651,39999.3083325347,3708,0.0257277213048512,4256.66872167535,109.514386558341,383100.184950782,9856.29479025065,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,1,2022-01-01,90,Brazil,16,above,male,1554495.39870824,36446.1961841497,3717,0.0234456764648103,4256.06384445468,99.7862959106613,383045.746000922,8980.76663195952,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,2,2022-04-01,91,Brazil,15,below,combined,3043215.10473598,53783.9796433763,7352,0.0176734071672014,8332.0399590299,147.255534729327,758215.636271721,13400.2536603688,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
2022,2,2022-04-01,91,Brazil,16,above,combined,3118997.46054435,53515.5024039499,7319,0.017157917914627,8539.52500200374,146.520469014285,777096.77518234,13333.3626802999,IBGE PNADC quarterly calibrated population,smooth allocation within completed age; retain survey uncertainty
