year,geography_level,geography_value,sex,population,population_se,population_cv,ci_lower,ci_upper,unweighted_n
2019,Brazil,Brazil,male,101217690.000134,635459.856749358,0.00627815016079219,99972211.5672848,102463168.432984,216854
2022,Brazil,Brazil,combined,210147281.003177,1233753.41832409,0.00587089879266837,207729168.737459,212565393.268896,376821
2022,Brazil,Brazil,female,107621343.001361,688090.45767909,0.00639362452176784,106272710.486204,108969975.516518,193803
2022,Brazil,Brazil,male,102525938.001816,618214.116365621,0.00602983136184202,101314260.599005,103737615.404627,183018
2023,Brazil,Brazil,combined,210971818.000379,1148059.66005195,0.00544176786707071,208721662.414574,213221973.586184,383049
2023,Brazil,Brazil,female,108073065.000147,605880.161470675,0.00560620873915117,106885561.704717,109260568.295577,197731
2023,Brazil,Brazil,male,102898753.000232,599268.364497673,0.00582386420655964,101724208.588742,104073297.411722,185318
2024,Brazil,Brazil,combined,211852978.000524,1039131.82356509,0.00490496679995935,209816317.051147,213889638.949901,381815
2024,Brazil,Brazil,female,108547040.000194,544856.848415285,0.00501954588917681,107479140.20057,109614939.799818,197356
2024,Brazil,Brazil,male,103305938.00033,556536.604865365,0.00538726636278729,102215146.298715,104396729.701944,184459
2012,UF,11,combined,1609716.00000039,43263.0331191087,0.0268761900354461,1524922.01322497,1694509.98677581,8063
2012,UF,11,female,801498.23268817,23390.5321672592,0.0291835105971587,755653.632061117,847342.833315224,4006
2012,UF,11,male,808217.76731222,22405.9063696051,0.0277226105089441,764302.997786818,852132.536837623,4057
2012,UF,12,combined,776381.00000088,19529.1219272589,0.0251540441191075,738104.624373761,814657.375627999,8483
2012,UF,12,female,396005.60556733,10971.3066080364,0.0277049275409083,374502.239752232,417508.971382428,4319
2012,UF,12,male,380375.39443355,9884.11789473704,0.0259851663366826,361002.879340918,399747.909526183,4164
2012,UF,13,combined,3531210.00000039,79121.847736881,0.0224064407772045,3376134.02804584,3686285.97195494,13588
2012,UF,13,female,1759167.54197151,40140.9800302714,0.0228181677256762,1680492.66680804,1837842.41713498,6726
2012,UF,13,male,1772042.45802888,43774.8748590677,0.0247030620856345,1686245.27987736,1857839.6361804,6862
2012,UF,14,combined,438037.00000339,15485.4753670365,0.035351980236639,407686.026000516,468387.974006264,4404
2012,UF,14,female,219193.34333785,8716.45694281612,0.0397660659310313,202109.401657136,236277.285018564,2203
2012,UF,14,male,218843.65666554,7962.97908516262,0.0363866113667278,203236.504448976,234450.808882105,2201
2012,UF,15,combined,7834768.99999914,137909.306294809,0.017602217282325,7564471.72652841,8105066.27346987,16250
2012,UF,15,female,3966453.83447841,74677.4573954932,0.0188272599434687,3820088.70752622,4112818.9614306,8200
2012,UF,15,male,3868315.16552073,72778.9434355907,0.0188141194089581,3725671.05755409,4010959.27348737,8050
2012,UF,16,combined,705150.00000057,27047.1864331139,0.0383566424634361,652138.488708527,758161.511292614,3850
2012,UF,16,female,350139.76045782,14132.0922040853,0.0403612894051424,322441.368711614,377838.152204027,1912
2012,UF,16,male,355010.23954275,14696.334300929,0.0413969307472869,326205.953608169,383814.525477331,1938
2012,UF,17,combined,1413347.99999965,33354.4322042243,0.0235995892053709,1347974.51415459,1478721.48584471,6782
2012,UF,17,female,701054.47674319,17477.877827812,0.024930841193693,666798.465674487,735310.487811893,3344
2012,UF,17,male,712293.52325646,18406.9384318863,0.0258417882949905,676216.586864317,748370.459648603,3438
2012,UF,21,combined,6677123.99999907,89483.5671879688,0.0134015134641773,6501739.43110248,6852508.56889566,29670
2012,UF,21,female,3386971.56728523,47264.1646153032,0.0139546977812946,3294335.50687986,3479607.6276906,14965
2012,UF,21,male,3290152.43271384,48572.488277043,0.0147629902475305,3194952.10505134,3385352.76037634,14705
2012,UF,22,combined,3211677.99999971,78559.4452378245,0.0244605608774702,3057704.31668813,3365651.68331129,11106
2012,UF,22,female,1657180.19710793,41550.7484855365,0.0250731625673839,1575742.2265456,1738618.16767026,5705
2012,UF,22,male,1554497.80289178,41648.4814172356,0.0267922420602707,1472868.27930321,1636127.32648035,5401
2012,UF,23,combined,8640838.99999822,114229.421496084,0.0132197141384196,8416953.44789105,8864724.55210539,23903
2012,UF,23,female,4433374.97345809,62844.1785624656,0.0141752454819869,4310202.64683765,4556547.30007853,12265
2012,UF,23,male,4207464.02654013,60354.1337525691,0.0143445394593663,4089172.09806698,4325755.95501328,11638
2012,UF,24,combined,3251725.99999902,76682.865310048,0.0235822038234682,3101430.34575999,3402021.65423805,10078
2012,UF,24,female,1653871.13388632,38581.5292913798,0.0233280141970431,1578252.72600674,1729489.5417659,5162
2012,UF,24,male,1597854.8661127,42822.5210602131,0.0268000066641802,1513924.26710747,1681785.46511793,4916
2012,UF,25,combined,3838004.00000016,73642.1532280949,0.0191876176335647,3693668.03192911,3982339.96807121,11880
2012,UF,25,female,1999327.9924509,41081.9266056079,0.0205478674638308,1918808.89588839,2079847.08901341,6196
2012,UF,25,male,1838676.00754926,38384.7209282038,0.0208762831355842,1763443.33697336,1913908.67812516,5684
2012,UF,26,combined,8984624.00000113,168063.329569226,0.0187056608678565,8655225.92692356,9314022.0730787,17746
2012,UF,26,female,4689739.87342449,91992.1942292262,0.0196156283103294,4509438.48587639,4870041.26097259,9232
2012,UF,26,male,4294884.12657664,86657.7442513861,0.0201769690863486,4125038.06886244,4464730.18429084,8514
2012,UF,27,combined,3145463.00000011,52548.913149408,0.0167062569642072,3042469.02280055,3248456.97719967,16261
2012,UF,27,female,1629629.3100236,28167.6386680016,0.0172846907543616,1574421.75270478,1684836.86734242,8445
2012,UF,27,male,1515833.68997651,28583.3862159496,0.0188565450187299,1459811.28243705,1571856.09751597,7816
2012,UF,28,combined,2126422.00000023,38948.3499591272,0.0183163783854395,2050084.63682308,2202759.36317738,9294
2012,UF,28,female,1089526.52188678,20996.4294555115,0.0192711503884744,1048374.27635004,1130678.76742352,4748
2012,UF,28,male,1036895.47811345,21640.022569767,0.0208700134454626,994481.813252073,1079309.14297483,4546
2012,UF,29,combined,14273595.9999999,234972.360577671,0.0164620296509493,13813058.6359053,14734133.3640945,22700
2012,UF,29,female,7321990.1775413,128837.24840247,0.017595932974296,7069473.81080522,7574506.54427738,11573
2012,UF,29,male,6951605.82245861,126623.591339392,0.0182150131312549,6703428.14384028,7199783.50107694,11127
2012,UF,31,combined,20083860.9999996,217939.581709654,0.0108514782944205,19656707.269043,20511014.7309563,33871
2012,UF,31,female,10191280.4752021,118353.207807784,0.0116131832595293,9959312.45044404,10423248.4999601,17157
2012,UF,31,male,9892580.52479756,122071.283503516,0.0123396805512497,9653325.20558409,10131835.844011,16714
2012,UF,32,combined,3710827.00000072,47136.6076828672,0.0127024535724403,3618440.94658891,3803213.05341253,16095
2012,UF,32,female,1877843.16691371,26280.7625342391,0.0139951850065479,1826333.81886035,1929352.51496707,8183
2012,UF,32,male,1832983.83308701,26301.1115936405,0.0143487962735305,1781434.60161011,1884533.06456391,7912
2012,UF,33,combined,16718609.9999994,183796.636507768,0.0109935357369886,16358375.2119646,17078844.7880342,30404
2012,UF,33,female,8709705.95397366,100334.524664533,0.0115198521275862,8513053.89922523,8906358.00872209,16000
2012,UF,33,male,8008904.04602574,101760.48623642,0.0127059190185849,7809457.15795307,8208350.93409841,14404
2012,UF,35,combined,43156763.000001,471000.769802452,0.01091371866334,42233618.4544976,44079907.5455045,34709
2012,UF,35,female,22028396.1671202,250042.824639809,0.01135093189458,21538321.2362335,22518471.0980069,17731
2012,UF,35,male,21128366.8328808,262012.447992307,0.0124009796907044,20614831.8713147,21641901.7944469,16978
2012,UF,41,combined,10803383,140589.577450218,0.0130134771164013,10527832.4915958,11078933.5084041,23230
2012,UF,41,female,5507257.13867174,78276.5275265959,0.0142133416972564,5353837.96388475,5660676.31345873,11872
2012,UF,41,male,5296125.86132824,74766.3953085725,0.0141171862728016,5149586.41926955,5442665.30338693,11358
2012,UF,42,combined,6542427.99999855,65749.3633373561,0.0100496884852796,6413561.61585089,6671294.38414621,26557
2012,UF,42,female,3306635.6102709,35339.1663724655,0.0106873482710634,3237372.1169372,3375899.1036046,13476
2012,UF,42,male,3235792.38972765,37300.5321177588,0.0115274800188582,3162684.69017266,3308900.08928264,13081
2012,UF,43,combined,10926218.9999982,137270.822457638,0.0125634331929152,10657173.131853,11195264.8681433,24300
2012,UF,43,female,5605334.7723219,72543.1803198255,0.0129418104834755,5463152.75157105,5747516.79307275,12507
2012,UF,43,male,5320884.22767626,76548.3729913222,0.014386400777743,5170852.17353813,5470916.28181439,11793
2012,UF,50,combined,2488105.99999997,45889.7262457407,0.0184436379502084,2398163.78929792,2578048.21070202,9590
2012,UF,50,female,1238775.70150375,24965.9460861925,0.0201537260182665,1189843.34633484,1287708.05667266,4767
2012,UF,50,male,1249330.29849622,24927.2882227748,0.0199525203645337,1200473.71134733,1298186.88564511,4823
2012,UF,51,combined,3129619.0000001,59408.3304894354,0.0189826079434696,3013180.81185915,3246057.18814105,11278
2012,UF,51,female,1562344.80085817,32416.5116025509,0.020748628333992,1498809.60561275,1625879.99610359,5642
2012,UF,51,male,1567274.19914193,32235.7813905826,0.02056805465708,1504093.22860288,1630455.16968098,5636
2012,UF,52,combined,6350857.00000047,112079.272343508,0.017647897337871,6131185.66279374,6570528.3372072,14656
2012,UF,52,female,3224223.9239704,62479.1174400767,0.0193780329509925,3101767.104002,3346680.7439388,7421
2012,UF,52,male,3126633.07603007,58666.4294763834,0.0187634519464858,3011648.9871548,3241617.16490534,7235
2012,UF,53,combined,2702947.00000094,50538.5940801841,0.0186975897345255,2603893.17577449,2802000.82422739,7697
2012,UF,53,female,1414387.74688536,28373.0635814541,0.02006031489168,1358777.56413464,1469997.92963608,4034
2012,UF,53,male,1288559.25311558,28425.5656341416,0.0220599600409621,1232846.16823248,1344272.33799868,3663
2013,UF,11,combined,1625497.99999988,40296.7746436261,0.024790417855715,1546517.77300525,1704478.22699451,8130
2013,UF,11,female,792570.36449846,19660.0265923112,0.0248054021105774,754037.42044243,831103.30855449,3973
2013,UF,11,male,832927.63550142,23009.0740664491,0.027624337440308,787830.679013565,878024.591989275,4157
2013,UF,12,combined,787876.99999945,14069.5496431324,0.0178575458391884,760301.189420212,815452.810578688,9142
2013,UF,12,female,389165.26826466,7908.32285996818,0.0203212452520043,373665.240281008,404665.296248312,4497
2013,UF,12,male,398711.73173479,7927.13853199911,0.0198818793154348,383174.825711612,414248.637757968,4645
2013,UF,13,combined,3591173.99999995,85610.6897650327,0.0238391929115754,3423380.13136885,3758967.86863105,13457
2013,UF,13,female,1777985.84279922,45159.0521031655,0.0253989941967525,1689475.72710105,1866495.95849739,6585
2013,UF,13,male,1813188.15720073,44690.2380006401,0.0246473251124884,1725596.90025895,1900779.41414251,6872
2013,UF,14,combined,449139.99999951,11546.0021330602,0.0257069112817225,426510.251653289,471769.748345731,4856
2013,UF,14,female,224568.45719901,6171.44690154705,0.0274813612673929,212472.643539477,236664.270858544,2412
2013,UF,14,male,224571.5428005,6492.56158459902,0.0289108829357188,211846.355927278,237296.729673722,2444
2013,UF,15,combined,7919539.99999957,110514.526190973,0.0139546648152517,7702935.50889676,8136144.49110238,17651
2013,UF,15,female,3980167.6125806,61503.4794697584,0.015452484783645,3859623.00789597,4100712.21726523,8825
2013,UF,15,male,3939372.38741897,60560.2795905789,0.0153730781542735,3820676.42052776,4058068.35431018,8826
2013,UF,16,combined,716882.00000031,30573.6908379497,0.042648149678659,656958.667083466,776805.332917154,3681
2013,UF,16,female,356346.80293175,16331.9948338883,0.0458317422789291,324336.681261635,388356.924601865,1831
2013,UF,16,male,360535.19706856,16700.9449325002,0.0463226477422794,327801.946493073,393268.447644047,1850
2013,UF,17,combined,1427967.99999958,33254.5709124803,0.0232880365053629,1362790.23868979,1493145.76130937,6806
2013,UF,17,female,705939.58705794,18539.1991620489,0.0262617361342668,669603.424398109,742275.749717771,3324
2013,UF,17,male,722028.41294164,18631.7367262571,0.0258047140421371,685510.879988744,758545.945894536,3482
2013,UF,21,combined,6717245.00000686,77630.9353881867,0.0115569605378555,6565091.16255986,6869398.83745386,31006
2013,UF,21,female,3397868.31295325,43714.4011500859,0.0128652428887368,3312189.66109335,3483546.96481315,15523
2013,UF,21,male,3319376.68705361,41261.4080029439,0.012430468697293,3238505.81341643,3400247.56069079,15483
2013,UF,22,combined,3225589.00000062,71341.1290029297,0.022117240914114,3085762.95653845,3365415.04346279,11226
2013,UF,22,female,1650843.31302859,40266.631144386,0.0243915523821059,1571922.16620683,1729764.45985035,5751
2013,UF,22,male,1574745.68697203,37226.8026025257,0.0236398822428951,1501782.4946115,1647708.87933256,5475
2013,UF,23,combined,8695009.00000011,105059.333439555,0.0120827170437149,8489096.4902188,8900921.50978142,24640
2013,UF,23,female,4448588.40932399,58590.3469858936,0.013170547956986,4333753.43938993,4563423.37925805,12593
2013,UF,23,male,4246420.59067612,57801.8106161152,0.013611890151209,4133131.12362733,4359710.05772491,12047
2013,UF,24,combined,3275494.99999959,64179.1057060972,0.0195937120056985,3149706.26425565,3401283.73574353,9977
2013,UF,24,female,1679446.06868223,35112.438382604,0.0209071544703754,1610626.95404294,1748265.18332152,5120
2013,UF,24,male,1596048.93131736,35869.493795065,0.0224739311503807,1525746.01533535,1666351.84729937,4857
2013,UF,25,combined,3860896.9999999,69756.4079645183,0.0180674097145094,3724176.95269856,3997617.04730124,12842
2013,UF,25,female,1998304.99793908,35957.9813392782,0.0179942408072656,1927828.64955733,2068781.34632083,6662
2013,UF,25,male,1862592.00206082,39513.4213792462,0.0212142118808239,1785147.11925154,1940036.8848701,6180
2013,UF,26,combined,9042244.00000058,144138.98773302,0.0159406213472021,8759736.7752758,9324751.22472536,18342
2013,UF,26,female,4690177.54714893,77851.6979986892,0.0165988807920531,4537591.02293621,4842764.07136165,9503
2013,UF,26,male,4352066.45285165,77847.1019043735,0.0178873881517514,4199488.93681826,4504643.96888504,8839
2013,UF,27,combined,3155638.00000045,42065.7782065995,0.0133303560822228,3073190.58973387,3238085.41026703,18485
2013,UF,27,female,1613344.56225203,23770.781548393,0.0147338529565017,1566754.68653281,1659934.43797125,9445
2013,UF,27,male,1542293.43774842,22863.8034626235,0.0148245482364252,1497481.20641208,1587105.66908476,9040
2013,UF,28,combined,2145285.999999,37943.648605976,0.0176869884043404,2070917.81528924,2219654.18470876,9539
2013,UF,28,female,1105484.21961774,20699.8392891077,0.0187246809332705,1064913.28012532,1146055.15911016,4924
2013,UF,28,male,1039801.78038126,21635.7424469958,0.020807564340833,997396.504406364,1082207.05635616,4615
2013,UF,29,combined,14331559.9999999,242780.751656702,0.0169402878442196,13855718.4706132,14807401.5293866,23346
2013,UF,29,female,7276117.51473251,128154.390474973,0.0176130182360976,7024939.52494088,7527295.50452414,11785
2013,UF,29,male,7055442.48526738,132122.558946887,0.0187263320794939,6796487.02818621,7314397.94234855,11561
2013,UF,31,combined,20204252.9999985,225035.128020439,0.0111380078254047,19763192.253822,20645313.7461749,34514
2013,UF,31,female,10240267.4917642,123165.641901492,0.0120275805295661,9998867.2695045,10481667.7140239,17433
2013,UF,31,male,9963985.50823428,124024.536420849,0.012447281895217,9720901.88365014,10207069.1328184,17081
2013,UF,32,combined,3750157.00000025,44187.3099130343,0.0117827893373614,3663551.46399699,3836762.53600351,17460
2013,UF,32,female,1886604.87708173,25540.1265782262,0.0135376129302351,1836547.14882781,1936662.60533565,8855
2013,UF,32,male,1863552.12291852,24578.8130716324,0.0131892275881929,1815378.53451538,1911725.71132166,8605
2013,UF,33,combined,16800110.0000025,175267.589517795,0.010432526305945,16456591.8368904,17143628.1631145,30980
2013,UF,33,female,8826690.46787403,98087.3772934214,0.0111125883082027,8634442.74104093,9018938.19470713,16366
2013,UF,33,male,7973419.53212844,94819.6733517064,0.0118919709378938,7787576.38733324,8159262.67692364,14614
2013,UF,35,combined,43514792.9999995,467833.503042121,0.0107511370453291,42597856.1832757,44431729.8167232,34971
2013,UF,35,female,22448246.3175533,263802.712010977,0.0117515955713965,21931202.5029878,22965290.1321188,18025
2013,UF,35,male,21066546.6824461,251050.179012388,0.0119170067499282,20574497.3732695,21558595.9916227,16946
2013,UF,41,combined,10893357.0000012,145801.412402002,0.0133844335040141,10607591.4827982,11179122.5172042,25433
2013,UF,41,female,5531190.01086207,74865.0769578473,0.0135350759621037,5384457.15632487,5677922.86539927,12933
2013,UF,41,male,5362166.98913909,80435.2337330315,0.0150005089166284,5204516.82793429,5519817.15034389,12500
2013,UF,42,combined,6648163.99999962,62992.9098343676,0.00947523403970948,6524700.16544288,6771627.83455636,25777
2013,UF,42,female,3348530.96802959,34727.306057499,0.0103709078366189,3280466.69887679,3416595.23718239,13027
2013,UF,42,male,3299633.03197003,35665.0056839881,0.0108087794425717,3229730.905321,3369535.15861906,12750
2013,UF,43,combined,10966782.0000017,140044.025463979,0.0127698376300319,10692300.7538423,11241263.2461612,23972
2013,UF,43,female,5628008.43833458,74567.1664946943,0.0132492989859056,5481859.47757578,5774157.39909338,12307
2013,UF,43,male,5338773.56166717,77226.0167340594,0.014465123092792,5187413.35019893,5490133.77313542,11665
2013,UF,50,combined,2520358.00000057,46404.1160042873,0.0184117161150427,2429407.60389775,2611308.39610339,10131
2013,UF,50,female,1287145.25591911,26744.6564991166,0.0207782737621319,1234726.69240195,1339563.81943627,5138
2013,UF,50,male,1233212.74408146,23758.2264723355,0.0192653105365299,1186647.47585914,1279778.01230378,4993
2013,UF,51,combined,3176219.00000024,60391.0717305724,0.0190135100037396,3057854.67442054,3294583.32557994,11752
2013,UF,51,female,1580352.17554029,31355.4677422012,0.0198408103127276,1518896.58804717,1641807.76303341,5876
2013,UF,51,male,1595866.82445995,33552.1591024523,0.0210244104258553,1530105.80101559,1661627.84790431,5876
2013,UF,52,combined,6441408.99999994,106500.576924739,0.0165337392680297,6232671.70489472,6650146.29510517,15300
2013,UF,52,female,3227167.17552768,59851.5162142041,0.0185461468089014,3109860.35932773,3344473.99172764,7676
2013,UF,52,male,3214241.82447226,57671.8492603539,0.0179425981023761,3101207.07700014,3327276.57194438,7624
2013,UF,53,combined,2733626.00000044,50743.5403194526,0.018562722303433,2634170.48852626,2833081.51147462,7617
2013,UF,53,female,1430812.94050786,30524.4692230387,0.0213336547069558,1370986.0801835,1490639.80083222,4004
2013,UF,53,male,1302813.05949258,26542.9151586539,0.0203735409046266,1250789.90173692,1354836.21724824,3613
2014,UF,11,combined,1641078.99999956,54339.708251703,0.0331121830525633,1534575.12889581,1747582.87110331,8050
2014,UF,11,female,812175.34691934,27525.1984237044,0.0338907091037793,758226.949341561,866123.744497119,3997
2014,UF,11,male,828903.65308022,29357.1258637851,0.0354168132263545,771364.743697592,886442.562462848,4053
2014,UF,12,combined,798916.00000099,21087.9924602339,0.0263957568257587,757584.294272679,840247.705729301,9324
2014,UF,12,female,396478.70995563,10013.3600487483,0.0252557320161501,376852.884895851,416104.535015409,4642
2014,UF,12,male,402437.29004536,12557.673593234,0.0312040506778549,377824.702073012,427049.878017708,4682
2014,UF,13,combined,3651736.00000105,94952.5440537869,0.0260020286389157,3465632.43341517,3837839.56658693,13722
2014,UF,13,female,1819287.01282187,47961.4547935291,0.026362775337541,1725284.28878041,1913289.73686333,6794
2014,UF,13,male,1832448.98717918,51456.7407703981,0.0280808585288964,1731595.62850739,1933302.34585097,6928
2014,UF,14,combined,460572.00000045,13403.9317495237,0.0291027933732633,434300.776520151,486843.22348075,5557
2014,UF,14,female,229668.49184289,6957.85630161463,0.0302952148367583,216031.34408212,243305.63960366,2735
2014,UF,14,male,230903.50815756,7696.39011737495,0.033331629210775,215818.860716535,245988.155598585,2822
2014,UF,15,combined,8004564.0000013,145939.466716497,0.018232031965323,7718527.90131398,8290600.09868862,18053
2014,UF,15,female,3972267.79497127,74827.4712752787,0.0188374689566517,3825608.64621752,4118926.94372502,8972
2014,UF,15,male,4032296.20503003,79211.6922213523,0.0196443138583274,3877044.14112171,4187548.26893835,9081
2014,UF,16,combined,728662.00000274,37946.1588646629,0.0520764893249822,654288.895276365,803035.104729115,3723
2014,UF,16,female,373529.36238046,19834.3960975306,0.0530999650767164,334654.660374198,412404.064386722,1907
2014,UF,16,male,355132.63762228,19533.047971088,0.055002120058206,316848.567090654,393416.708153906,1816
2014,UF,17,combined,1442729.0000003,53493.4755287543,0.0370779789750835,1337883.71455607,1547574.28544453,7087
2014,UF,17,female,716800.38799995,25796.0955360903,0.0359878370156408,666240.969807459,767359.806192441,3515
2014,UF,17,male,725928.61200035,29540.6217348468,0.0406935630398221,668030.057319129,783827.166681571,3572
2014,UF,21,combined,6756295.00002611,97283.3512180585,0.01439892000241,6565623.13534335,6946966.86470887,31786
2014,UF,21,female,3420288.24316748,51369.5014392501,0.0150190562277516,3319605.87044277,3520970.61589219,15917
2014,UF,21,male,3336006.75685863,52101.6549605149,0.0156179704532663,3233889.38960109,3438124.12411617,15869
2014,UF,22,combined,3239913.00000039,98424.0504808323,0.0303786090801884,3047005.40584541,3432820.59415537,11459
2014,UF,22,female,1630483.62209145,49651.9146890847,0.0304522621486963,1533167.65753739,1727799.58664551,5769
2014,UF,22,male,1609429.37790894,52884.3249878429,0.0328590528504911,1505778.00558606,1713080.75023182,5690
2014,UF,23,combined,8749853.99999942,173310.15506661,0.0198072053621262,8410172.33791382,9089535.66208503,24783
2014,UF,23,female,4502388.39578339,105128.836711657,0.0233495708211476,4296339.66209195,4708437.12947483,12699
2014,UF,23,male,4247465.60421603,79255.125608268,0.0186593919747342,4092128.41243363,4402802.79599843,12084
2014,UF,24,combined,3298890.00000031,84000.7679122368,0.0254633430978993,3134251.52021862,3463528.479782,10055
2014,UF,24,female,1706670.89511157,47809.533696715,0.0280133292444701,1612965.93094835,1800375.85927479,5217
2014,UF,24,male,1592219.10488874,41230.6981433005,0.0258951158271534,1511408.42147043,1673029.78830705,4838
2014,UF,25,combined,3884975.00000029,84004.1916626861,0.0216228396997869,3720329.80979103,4049620.19020955,12810
2014,UF,25,female,1999436.21467867,44180.7160788561,0.0220965869051024,1912843.60235292,2086028.82700442,6596
2014,UF,25,male,1885538.78532162,44413.8619853153,0.0235549978239984,1798489.21541607,1972588.35522717,6214
2014,UF,26,combined,9099456.00000129,174671.211383147,0.0191957861418443,8757106.71655434,9441805.28344824,18248
2014,UF,26,female,4692232.0786423,92038.2506839328,0.0196150252462713,4511840.42210172,4872623.73518288,9368
2014,UF,26,male,4407223.92135899,92785.1574925037,0.0210529710194287,4225368.35437381,4589079.48834417,8880
2014,UF,27,combined,3165155.00000058,56009.7645563828,0.0176957414585929,3055377.8786875,3274932.12131366,18360
2014,UF,27,female,1644814.89457188,30037.161827995,0.0182617277646998,1585943.13919121,1703686.64995255,9540
2014,UF,27,male,1520340.1054287,29457.1764183751,0.0193753860160578,1462605.10056244,1578075.11029496,8820
2014,UF,28,combined,2163850.99999984,48279.9625393238,0.0223120550071735,2069224.01224782,2258477.98775186,9539
2014,UF,28,female,1102972.01259313,25525.1634287864,0.0231421678314174,1052943.61157321,1153000.41361305,4871
2014,UF,28,male,1060878.98740671,26297.608167558,0.0247885088494795,1009336.62251875,1112421.35229467,4668
2014,UF,29,combined,14389912.0000004,351580.720620713,0.024432444105336,13700826.4499252,15078997.5500756,23625
2014,UF,29,female,7366586.15305616,172812.305511502,0.0234589403993881,7027880.25816828,7705292.04794404,12092
2014,UF,29,male,7023325.84694425,193004.139069953,0.0274804477644913,6645044.68549998,7401607.00838852,11533
2014,UF,31,combined,20330219.0000001,261638.102281127,0.0128694187839849,19817417.7425456,20843020.2574545,34365
2014,UF,31,female,10349227.814821,139138.264775519,0.0134443136497837,10076521.8269895,10621933.8026524,17361
2014,UF,31,male,9980991.1851791,139820.578170264,0.014008686670106,9706947.88766781,10255034.4826904,17004
2014,UF,32,combined,3790143.00000082,62276.7241923251,0.0164312333841524,3668082.86350873,3912203.13649291,17209
2014,UF,32,female,1913823.02598387,33106.7222089564,0.0172987375318764,1848935.04280814,1978711.0091596,8739
2014,UF,32,male,1876319.97401695,33119.0266662058,0.0176510547906722,1811407.87454816,1941232.07348574,8470
2014,UF,33,combined,16885374.0000003,225180.789394604,0.0133358484919907,16444027.7627766,17326720.2372241,31821
2014,UF,33,female,8799992.67859544,123599.321731898,0.0140453891549857,8557742.45948734,9042242.89770354,16727
2014,UF,33,male,8085381.3214049,114255.646216662,0.0141311388634431,7861444.36978989,8309318.27301991,15094
2014,UF,35,combined,43867694.0000025,705156.416363142,0.0160746178352366,42485612.8204635,45249775.1795416,35246
2014,UF,35,female,22622882.3966154,372168.393414024,0.0164509714937874,21893445.7493398,23352319.043891,18149
2014,UF,35,male,21244811.6033871,363907.483204191,0.0171292403057211,20531566.0426023,21958057.164172,17097
2014,UF,41,combined,10989949.0000011,159634.218392984,0.0145254739938254,10677071.6812507,11302826.3187516,25026
2014,UF,41,female,5590643.38776619,84681.7638367283,0.0151470515937458,5424670.18049888,5756616.5950335,12711
2014,UF,41,male,5399305.61223493,85243.4556613886,0.0157878552879513,5232231.50922087,5566379.71524899,12315
2014,UF,42,combined,6759989.99999882,80741.9203236667,0.0119440887225692,6601738.74412183,6918241.25587581,26301
2014,UF,42,female,3368651.69962001,42897.9849529457,0.0127344673115908,3284573.19410289,3452730.20513712,13174
2014,UF,42,male,3391338.30037881,44259.445983785,0.0130507316179106,3304591.3802749,3478085.22048272,13127
2014,UF,43,combined,11009301.9999999,163021.459516523,0.0148076108291447,10689785.8106404,11328818.1893594,24142
2014,UF,43,female,5653376.07675063,88368.2933094356,0.0156310657755192,5480177.40448886,5826574.74901239,12410
2014,UF,43,male,5355925.92324926,86989.8551483422,0.0162417957968262,5185428.94013815,5526422.90636037,11732
2014,UF,50,combined,2553246.0000003,51794.5038114236,0.0202857475587615,2451730.63793279,2654761.36206781,9911
2014,UF,50,female,1292984.68703878,26666.5599327336,0.0206240338343108,1240719.18997904,1345250.18409852,5018
2014,UF,50,male,1260261.31296152,29020.3468568665,0.023027245665957,1203382.4783032,1317140.14761984,4893
2014,UF,51,combined,3226765.00000113,81163.4780029775,0.0251532039063734,3067687.50625529,3385842.49374697,11634
2014,UF,51,female,1601558.12259195,42772.056948815,0.0267065280650527,1517726.43142758,1685389.81375632,5795
2014,UF,51,male,1625206.87740918,42020.7172742819,0.0258556112814813,1542847.78494705,1707565.96987131,5839
2014,UF,52,combined,6535296.99999895,142345.641903798,0.0217810517110119,6256304.66851127,6814289.33148663,15156
2014,UF,52,female,3301446.76696601,74436.161492705,0.0225465278548504,3155554.5712929,3447338.96263912,7659
2014,UF,52,male,3233850.23303294,74486.1145544072,0.0230332604130986,3087860.13115798,3379840.3349079,7497
2014,UF,53,combined,2764386.00000082,67459.7195767553,0.0244031475983221,2632167.37922321,2896604.62077843,8046
2014,UF,53,female,1454288.72668297,36107.5842801532,0.0248283464058128,1383519.16192513,1525058.29144081,4268
2014,UF,53,male,1310097.27331785,35522.0147032267,0.0271140284211618,1240475.40384122,1379719.14279448,3778
2015,UF,11,combined,1655793.99999951,59562.7534066772,0.0359723210778,1539053.14850238,1772534.85149664,7830
2015,UF,11,female,816058.44083533,30075.7084571649,0.0368548463592619,757111.13544976,875005.7462209,3847
2015,UF,11,male,839735.55916418,31591.6004363365,0.0376208915908965,777817.160094981,901653.958233379,3983
2015,UF,12,combined,809427.99999983,31321.7015893302,0.038696093524485,748038.592950232,870817.407049428,9599
2015,UF,12,female,401139.39633246,15361.9293840149,0.0382957384003318,371030.568006743,431248.224658177,4774
2015,UF,12,male,408288.60366737,16995.0928786612,0.0416251953299851,374978.833711281,441598.373623459,4825
2015,UF,13,combined,3710606.00000125,110193.83139777,0.0296969905718184,3494630.05914314,3926581.94085936,12563
2015,UF,13,female,1822740.66348408,54669.6693751571,0.0299931144733769,1715590.08046206,1929891.2465061,6107
