year,uf_code,uf,region,variable_code,composition,total_marriages
2018,33,RJ,Southeast,all,all,94159
2018,33,RJ,Southeast,4374,female_same_sex,406
2018,33,RJ,Southeast,4373,male_same_sex,317
2018,33,RJ,Southeast,221,opposite_sex,93436
2018,35,SP,Southeast,all,all,279899
2018,35,SP,Southeast,4374,female_same_sex,2445
2018,35,SP,Southeast,4373,male_same_sex,1655
2018,35,SP,Southeast,221,opposite_sex,275799
2018,41,PR,South,all,all,58851
2018,41,PR,South,4374,female_same_sex,283
2018,41,PR,South,4373,male_same_sex,175
2018,41,PR,South,221,opposite_sex,58393
2018,42,SC,South,all,all,32815
2018,42,SC,South,4374,female_same_sex,200
2018,42,SC,South,4373,male_same_sex,229
2018,42,SC,South,221,opposite_sex,32386
2018,43,RS,South,all,all,38027
2018,43,RS,South,4374,female_same_sex,269
2018,43,RS,South,4373,male_same_sex,211
2018,43,RS,South,221,opposite_sex,37547
2018,50,MS,Central-West,all,all,17169
2018,50,MS,Central-West,4374,female_same_sex,110
2018,50,MS,Central-West,4373,male_same_sex,56
2018,50,MS,Central-West,221,opposite_sex,17003
2018,51,MT,Central-West,all,all,18818
2018,51,MT,Central-West,4374,female_same_sex,31
2018,51,MT,Central-West,4373,male_same_sex,15
2018,51,MT,Central-West,221,opposite_sex,18772
2018,52,GO,Central-West,all,all,38131
2018,52,GO,Central-West,4374,female_same_sex,116
2018,52,GO,Central-West,4373,male_same_sex,102
2018,52,GO,Central-West,221,opposite_sex,37913
2018,53,DF,Central-West,all,all,20195
2018,53,DF,Central-West,4374,female_same_sex,136
2018,53,DF,Central-West,4373,male_same_sex,138
2018,53,DF,Central-West,221,opposite_sex,19921
2019,11,RO,North,all,all,12762
2019,11,RO,North,4374,female_same_sex,29
2019,11,RO,North,4373,male_same_sex,17
2019,11,RO,North,221,opposite_sex,12716
2019,12,AC,North,all,all,4431
2019,12,AC,North,4374,female_same_sex,9
2019,12,AC,North,4373,male_same_sex,6
2019,12,AC,North,221,opposite_sex,4416
2019,13,AM,North,all,all,15815
2019,13,AM,North,4374,female_same_sex,46
2019,13,AM,North,4373,male_same_sex,22
2019,13,AM,North,221,opposite_sex,15747
2019,14,RR,North,all,all,2091
2019,14,RR,North,4374,female_same_sex,11
2019,14,RR,North,4373,male_same_sex,7
2019,14,RR,North,221,opposite_sex,2073
2019,15,PA,North,all,all,36249
2019,15,PA,North,4374,female_same_sex,96
2019,15,PA,North,4373,male_same_sex,63
2019,15,PA,North,221,opposite_sex,36090
2019,16,AP,North,all,all,2806
2019,16,AP,North,4374,female_same_sex,12
2019,16,AP,North,4373,male_same_sex,5
2019,16,AP,North,221,opposite_sex,2789
2019,17,TO,North,all,all,6119
2019,17,TO,North,4374,female_same_sex,13
2019,17,TO,North,4373,male_same_sex,8
2019,17,TO,North,221,opposite_sex,6098
2019,21,MA,Northeast,all,all,21885
2019,21,MA,Northeast,4374,female_same_sex,22
2019,21,MA,Northeast,4373,male_same_sex,15
2019,21,MA,Northeast,221,opposite_sex,21848
2019,22,PI,Northeast,all,all,9437
2019,22,PI,Northeast,4374,female_same_sex,27
2019,22,PI,Northeast,4373,male_same_sex,15
2019,22,PI,Northeast,221,opposite_sex,9395
2019,23,CE,Northeast,all,all,36429
2019,23,CE,Northeast,4374,female_same_sex,199
2019,23,CE,Northeast,4373,male_same_sex,107
2019,23,CE,Northeast,221,opposite_sex,36123
2019,24,RN,Northeast,all,all,14868
2019,24,RN,Northeast,4374,female_same_sex,71
2019,24,RN,Northeast,4373,male_same_sex,53
2019,24,RN,Northeast,221,opposite_sex,14744
2019,25,PB,Northeast,all,all,15714
2019,25,PB,Northeast,4374,female_same_sex,83
2019,25,PB,Northeast,4373,male_same_sex,29
2019,25,PB,Northeast,221,opposite_sex,15602
2019,26,PE,Northeast,all,all,50436
2019,26,PE,Northeast,4374,female_same_sex,217
2019,26,PE,Northeast,4373,male_same_sex,124
2019,26,PE,Northeast,221,opposite_sex,50095
2019,27,AL,Northeast,all,all,15174
2019,27,AL,Northeast,4374,female_same_sex,53
2019,27,AL,Northeast,4373,male_same_sex,25
2019,27,AL,Northeast,221,opposite_sex,15096
2019,28,SE,Northeast,all,all,7260
2019,28,SE,Northeast,4374,female_same_sex,21
2019,28,SE,Northeast,4373,male_same_sex,14
2019,28,SE,Northeast,221,opposite_sex,7225
2019,29,BA,Northeast,all,all,66557
2019,29,BA,Northeast,4374,female_same_sex,199
2019,29,BA,Northeast,4373,male_same_sex,126
2019,29,BA,Northeast,221,opposite_sex,66232
2019,31,MG,Southeast,all,all,105387
2019,31,MG,Southeast,4374,female_same_sex,464
2019,31,MG,Southeast,4373,male_same_sex,351
2019,31,MG,Southeast,221,opposite_sex,104572
2019,32,ES,Southeast,all,all,23870
2019,32,ES,Southeast,4374,female_same_sex,87
2019,32,ES,Southeast,4373,male_same_sex,56
2019,32,ES,Southeast,221,opposite_sex,23727
2019,33,RJ,Southeast,all,all,86394
2019,33,RJ,Southeast,4374,female_same_sex,568
2019,33,RJ,Southeast,4373,male_same_sex,410
2019,33,RJ,Southeast,221,opposite_sex,85416
2019,35,SP,Southeast,all,all,269921
2019,35,SP,Southeast,4374,female_same_sex,2120
2019,35,SP,Southeast,4373,male_same_sex,1453
2019,35,SP,Southeast,221,opposite_sex,266348
2019,41,PR,South,all,all,57479
2019,41,PR,South,4374,female_same_sex,240
2019,41,PR,South,4373,male_same_sex,185
2019,41,PR,South,221,opposite_sex,57054
2019,42,SC,South,all,all,33160
2019,42,SC,South,4374,female_same_sex,195
2019,42,SC,South,4373,male_same_sex,180
2019,42,SC,South,221,opposite_sex,32785
2019,43,RS,South,all,all,37294
2019,43,RS,South,4374,female_same_sex,211
2019,43,RS,South,4373,male_same_sex,180
2019,43,RS,South,221,opposite_sex,36903
2019,50,MS,Central-West,all,all,15613
2019,50,MS,Central-West,4374,female_same_sex,101
2019,50,MS,Central-West,4373,male_same_sex,35
2019,50,MS,Central-West,221,opposite_sex,15477
2019,51,MT,Central-West,all,all,19746
2019,51,MT,Central-West,4374,female_same_sex,30
2019,51,MT,Central-West,4373,male_same_sex,31
2019,51,MT,Central-West,221,opposite_sex,19685
2019,52,GO,Central-West,all,all,37369
2019,52,GO,Central-West,4374,female_same_sex,77
2019,52,GO,Central-West,4373,male_same_sex,58
2019,52,GO,Central-West,221,opposite_sex,37234
2019,53,DF,Central-West,all,all,20410
2019,53,DF,Central-West,4374,female_same_sex,148
2019,53,DF,Central-West,4373,male_same_sex,132
2019,53,DF,Central-West,221,opposite_sex,20130
2020,11,RO,North,all,all,10473
2020,11,RO,North,4374,female_same_sex,15
2020,11,RO,North,4373,male_same_sex,11
2020,11,RO,North,221,opposite_sex,10447
2020,12,AC,North,all,all,2768
2020,12,AC,North,4374,female_same_sex,5
2020,12,AC,North,4373,male_same_sex,2
2020,12,AC,North,221,opposite_sex,2761
2020,13,AM,North,all,all,13309
2020,13,AM,North,4374,female_same_sex,43
2020,13,AM,North,4373,male_same_sex,24
2020,13,AM,North,221,opposite_sex,13242
2020,14,RR,North,all,all,1666
2020,14,RR,North,4374,female_same_sex,3
2020,14,RR,North,4373,male_same_sex,5
2020,14,RR,North,221,opposite_sex,1658
2020,15,PA,North,all,all,31523
2020,15,PA,North,4374,female_same_sex,91
2020,15,PA,North,4373,male_same_sex,28
2020,15,PA,North,221,opposite_sex,31404
2020,16,AP,North,all,all,1416
2020,16,AP,North,4374,female_same_sex,4
2020,16,AP,North,4373,male_same_sex,3
2020,16,AP,North,221,opposite_sex,1409
2020,17,TO,North,all,all,6842
2020,17,TO,North,4374,female_same_sex,7
2020,17,TO,North,4373,male_same_sex,8
2020,17,TO,North,221,opposite_sex,6827
2020,21,MA,Northeast,all,all,17936
2020,21,MA,Northeast,4374,female_same_sex,28
2020,21,MA,Northeast,4373,male_same_sex,21
2020,21,MA,Northeast,221,opposite_sex,17887
2020,22,PI,Northeast,all,all,5915
2020,22,PI,Northeast,4374,female_same_sex,18
2020,22,PI,Northeast,4373,male_same_sex,4
2020,22,PI,Northeast,221,opposite_sex,5893
2020,23,CE,Northeast,all,all,30153
2020,23,CE,Northeast,4374,female_same_sex,178
2020,23,CE,Northeast,4373,male_same_sex,73
2020,23,CE,Northeast,221,opposite_sex,29902
2020,24,RN,Northeast,all,all,10019
2020,24,RN,Northeast,4374,female_same_sex,44
2020,24,RN,Northeast,4373,male_same_sex,26
2020,24,RN,Northeast,221,opposite_sex,9949
2020,25,PB,Northeast,all,all,12724
2020,25,PB,Northeast,4374,female_same_sex,55
2020,25,PB,Northeast,4373,male_same_sex,49
2020,25,PB,Northeast,221,opposite_sex,12620
2020,26,PE,Northeast,all,all,33814
2020,26,PE,Northeast,4374,female_same_sex,166
2020,26,PE,Northeast,4373,male_same_sex,72
2020,26,PE,Northeast,221,opposite_sex,33576
2020,27,AL,Northeast,all,all,10633
2020,27,AL,Northeast,4374,female_same_sex,48
2020,27,AL,Northeast,4373,male_same_sex,28
2020,27,AL,Northeast,221,opposite_sex,10557
2020,28,SE,Northeast,all,all,4604
2020,28,SE,Northeast,4374,female_same_sex,20
2020,28,SE,Northeast,4373,male_same_sex,7
2020,28,SE,Northeast,221,opposite_sex,4577
2020,29,BA,Northeast,all,all,45888
2020,29,BA,Northeast,4374,female_same_sex,102
2020,29,BA,Northeast,4373,male_same_sex,89
2020,29,BA,Northeast,221,opposite_sex,45697
2020,31,MG,Southeast,all,all,77862
2020,31,MG,Southeast,4374,female_same_sex,288
2020,31,MG,Southeast,4373,male_same_sex,214
2020,31,MG,Southeast,221,opposite_sex,77360
2020,32,ES,Southeast,all,all,18739
2020,32,ES,Southeast,4374,female_same_sex,58
2020,32,ES,Southeast,4373,male_same_sex,61
2020,32,ES,Southeast,221,opposite_sex,18620
2020,33,RJ,Southeast,all,all,59629
2020,33,RJ,Southeast,4374,female_same_sex,287
2020,33,RJ,Southeast,4373,male_same_sex,164
2020,33,RJ,Southeast,221,opposite_sex,59178
2020,35,SP,Southeast,all,all,196755
2020,35,SP,Southeast,4374,female_same_sex,1602
2020,35,SP,Southeast,4373,male_same_sex,1092
2020,35,SP,Southeast,221,opposite_sex,194061
2020,41,PR,South,all,all,45764
2020,41,PR,South,4374,female_same_sex,201
2020,41,PR,South,4373,male_same_sex,130
2020,41,PR,South,221,opposite_sex,45433
2020,42,SC,South,all,all,24198
2020,42,SC,South,4374,female_same_sex,145
2020,42,SC,South,4373,male_same_sex,110
2020,42,SC,South,221,opposite_sex,23943
2020,43,RS,South,all,all,27186
2020,43,RS,South,4374,female_same_sex,151
2020,43,RS,South,4373,male_same_sex,102
2020,43,RS,South,221,opposite_sex,26933
2020,50,MS,Central-West,all,all,10975
2020,50,MS,Central-West,4374,female_same_sex,59
2020,50,MS,Central-West,4373,male_same_sex,31
2020,50,MS,Central-West,221,opposite_sex,10885
2020,51,MT,Central-West,all,all,12882
2020,51,MT,Central-West,4374,female_same_sex,22
2020,51,MT,Central-West,4373,male_same_sex,45
2020,51,MT,Central-West,221,opposite_sex,12815
2020,52,GO,Central-West,all,all,28320
2020,52,GO,Central-West,4374,female_same_sex,131
2020,52,GO,Central-West,4373,male_same_sex,102
2020,52,GO,Central-West,221,opposite_sex,28087
2020,53,DF,Central-West,all,all,15186
2020,53,DF,Central-West,4374,female_same_sex,93
2020,53,DF,Central-West,4373,male_same_sex,68
2020,53,DF,Central-West,221,opposite_sex,15025
2021,11,RO,North,all,all,12159
2021,11,RO,North,4374,female_same_sex,31
2021,11,RO,North,4373,male_same_sex,18
2021,11,RO,North,221,opposite_sex,12110
2021,12,AC,North,all,all,3914
2021,12,AC,North,4374,female_same_sex,7
2021,12,AC,North,4373,male_same_sex,4
2021,12,AC,North,221,opposite_sex,3903
2021,13,AM,North,all,all,13199
2021,13,AM,North,4374,female_same_sex,46
2021,13,AM,North,4373,male_same_sex,21
2021,13,AM,North,221,opposite_sex,13132
2021,14,RR,North,all,all,2226
2021,14,RR,North,4374,female_same_sex,17
2021,14,RR,North,4373,male_same_sex,19
2021,14,RR,North,221,opposite_sex,2190
2021,15,PA,North,all,all,34703
2021,15,PA,North,4374,female_same_sex,91
2021,15,PA,North,4373,male_same_sex,49
2021,15,PA,North,221,opposite_sex,34563
2021,16,AP,North,all,all,2838
2021,16,AP,North,4374,female_same_sex,14
2021,16,AP,North,4373,male_same_sex,13
2021,16,AP,North,221,opposite_sex,2811
2021,17,TO,North,all,all,7090
2021,17,TO,North,4374,female_same_sex,12
2021,17,TO,North,4373,male_same_sex,6
2021,17,TO,North,221,opposite_sex,7072
2021,21,MA,Northeast,all,all,21481
2021,21,MA,Northeast,4374,female_same_sex,39
2021,21,MA,Northeast,4373,male_same_sex,47
2021,21,MA,Northeast,221,opposite_sex,21395
2021,22,PI,Northeast,all,all,8518
2021,22,PI,Northeast,4374,female_same_sex,23
2021,22,PI,Northeast,4373,male_same_sex,7
2021,22,PI,Northeast,221,opposite_sex,8488
2021,23,CE,Northeast,all,all,33607
2021,23,CE,Northeast,4374,female_same_sex,250
2021,23,CE,Northeast,4373,male_same_sex,122
2021,23,CE,Northeast,221,opposite_sex,33235
2021,24,RN,Northeast,all,all,13276
2021,24,RN,Northeast,4374,female_same_sex,101
2021,24,RN,Northeast,4373,male_same_sex,49
2021,24,RN,Northeast,221,opposite_sex,13126
2021,25,PB,Northeast,all,all,16116
2021,25,PB,Northeast,4374,female_same_sex,90
2021,25,PB,Northeast,4373,male_same_sex,49
2021,25,PB,Northeast,221,opposite_sex,15977
2021,26,PE,Northeast,all,all,44101
2021,26,PE,Northeast,4374,female_same_sex,244
2021,26,PE,Northeast,4373,male_same_sex,115
2021,26,PE,Northeast,221,opposite_sex,43742
2021,27,AL,Northeast,all,all,13894
2021,27,AL,Northeast,4374,female_same_sex,94
2021,27,AL,Northeast,4373,male_same_sex,45
2021,27,AL,Northeast,221,opposite_sex,13755
2021,28,SE,Northeast,all,all,7241
2021,28,SE,Northeast,4374,female_same_sex,22
2021,28,SE,Northeast,4373,male_same_sex,14
2021,28,SE,Northeast,221,opposite_sex,7205
2021,29,BA,Northeast,all,all,61097
2021,29,BA,Northeast,4374,female_same_sex,185
2021,29,BA,Northeast,4373,male_same_sex,118
2021,29,BA,Northeast,221,opposite_sex,60794
2021,31,MG,Southeast,all,all,105291
2021,31,MG,Southeast,4374,female_same_sex,516
2021,31,MG,Southeast,4373,male_same_sex,299
2021,31,MG,Southeast,221,opposite_sex,104476
2021,32,ES,Southeast,all,all,23120
2021,32,ES,Southeast,4374,female_same_sex,81
2021,32,ES,Southeast,4373,male_same_sex,63
2021,32,ES,Southeast,221,opposite_sex,22976
2021,33,RJ,Southeast,all,all,76097
2021,33,RJ,Southeast,4374,female_same_sex,467
2021,33,RJ,Southeast,4373,male_same_sex,267
2021,33,RJ,Southeast,221,opposite_sex,75363
2021,35,SP,Southeast,all,all,231694
2021,35,SP,Southeast,4374,female_same_sex,2069
2021,35,SP,Southeast,4373,male_same_sex,1250
2021,35,SP,Southeast,221,opposite_sex,228375
2021,41,PR,South,all,all,51261
2021,41,PR,South,4374,female_same_sex,309
2021,41,PR,South,4373,male_same_sex,177
2021,41,PR,South,221,opposite_sex,50775
2021,42,SC,South,all,all,32035
2021,42,SC,South,4374,female_same_sex,224
2021,42,SC,South,4373,male_same_sex,180
2021,42,SC,South,221,opposite_sex,31631
2021,43,RS,South,all,all,34578
2021,43,RS,South,4374,female_same_sex,212
2021,43,RS,South,4373,male_same_sex,132
2021,43,RS,South,221,opposite_sex,34234
2021,50,MS,Central-West,all,all,14309
2021,50,MS,Central-West,4374,female_same_sex,94
2021,50,MS,Central-West,4373,male_same_sex,42
2021,50,MS,Central-West,221,opposite_sex,14173
2021,51,MT,Central-West,all,all,17656
2021,51,MT,Central-West,4374,female_same_sex,91
2021,51,MT,Central-West,4373,male_same_sex,285
2021,51,MT,Central-West,221,opposite_sex,17280
2021,52,GO,Central-West,all,all,30370
2021,52,GO,Central-West,4374,female_same_sex,133
2021,52,GO,Central-West,4373,male_same_sex,122
2021,52,GO,Central-West,221,opposite_sex,30115
2021,53,DF,Central-West,all,all,20631
2021,53,DF,Central-West,4374,female_same_sex,140
2021,53,DF,Central-West,4373,male_same_sex,87
2021,53,DF,Central-West,221,opposite_sex,20404
2022,11,RO,North,all,all,11923
2022,11,RO,North,4374,female_same_sex,30
2022,11,RO,North,4373,male_same_sex,22
2022,11,RO,North,221,opposite_sex,11871
2022,12,AC,North,all,all,4599
2022,12,AC,North,4374,female_same_sex,8
2022,12,AC,North,4373,male_same_sex,11
2022,12,AC,North,221,opposite_sex,4580
2022,13,AM,North,all,all,14093
2022,13,AM,North,4374,female_same_sex,76
2022,13,AM,North,4373,male_same_sex,29
2022,13,AM,North,221,opposite_sex,13988
2022,14,RR,North,all,all,2691
2022,14,RR,North,4374,female_same_sex,21
2022,14,RR,North,4373,male_same_sex,31
2022,14,RR,North,221,opposite_sex,2639
2022,15,PA,North,all,all,37308
2022,15,PA,North,4374,female_same_sex,123
2022,15,PA,North,4373,male_same_sex,64
2022,15,PA,North,221,opposite_sex,37121
2022,16,AP,North,all,all,3093
2022,16,AP,North,4374,female_same_sex,26
2022,16,AP,North,4373,male_same_sex,11
2022,16,AP,North,221,opposite_sex,3056
2022,17,TO,North,all,all,7156
2022,17,TO,North,4374,female_same_sex,8
2022,17,TO,North,4373,male_same_sex,2
2022,17,TO,North,221,opposite_sex,7146
2022,21,MA,Northeast,all,all,23534
2022,21,MA,Northeast,4374,female_same_sex,68
2022,21,MA,Northeast,4373,male_same_sex,30
2022,21,MA,Northeast,221,opposite_sex,23436
2022,22,PI,Northeast,all,all,8770
2022,22,PI,Northeast,4374,female_same_sex,25
2022,22,PI,Northeast,4373,male_same_sex,15
2022,22,PI,Northeast,221,opposite_sex,8730
2022,23,CE,Northeast,all,all,34535
2022,23,CE,Northeast,4374,female_same_sex,291
2022,23,CE,Northeast,4373,male_same_sex,145
2022,23,CE,Northeast,221,opposite_sex,34099
2022,24,RN,Northeast,all,all,13247
2022,24,RN,Northeast,4374,female_same_sex,81
2022,24,RN,Northeast,4373,male_same_sex,51
2022,24,RN,Northeast,221,opposite_sex,13115
2022,25,PB,Northeast,all,all,16700
2022,25,PB,Northeast,4374,female_same_sex,128
2022,25,PB,Northeast,4373,male_same_sex,70
2022,25,PB,Northeast,221,opposite_sex,16502
2022,26,PE,Northeast,all,all,42103
2022,26,PE,Northeast,4374,female_same_sex,272
2022,26,PE,Northeast,4373,male_same_sex,133
2022,26,PE,Northeast,221,opposite_sex,41698
2022,27,AL,Northeast,all,all,13046
2022,27,AL,Northeast,4374,female_same_sex,56
2022,27,AL,Northeast,4373,male_same_sex,27
2022,27,AL,Northeast,221,opposite_sex,12963
2022,28,SE,Northeast,all,all,7466
2022,28,SE,Northeast,4374,female_same_sex,36
2022,28,SE,Northeast,4373,male_same_sex,30
2022,28,SE,Northeast,221,opposite_sex,7400
2022,29,BA,Northeast,all,all,60534
2022,29,BA,Northeast,4374,female_same_sex,185
2022,29,BA,Northeast,4373,male_same_sex,124
2022,29,BA,Northeast,221,opposite_sex,60225
2022,31,MG,Southeast,all,all,104985
2022,31,MG,Southeast,4374,female_same_sex,639
2022,31,MG,Southeast,4373,male_same_sex,479
2022,31,MG,Southeast,221,opposite_sex,103867
2022,32,ES,Southeast,all,all,23209
2022,32,ES,Southeast,4374,female_same_sex,112
2022,32,ES,Southeast,4373,male_same_sex,82
2022,32,ES,Southeast,221,opposite_sex,23015
2022,33,RJ,Southeast,all,all,79093
2022,33,RJ,Southeast,4374,female_same_sex,544
2022,33,RJ,Southeast,4373,male_same_sex,357
2022,33,RJ,Southeast,221,opposite_sex,78192
2022,35,SP,Southeast,all,all,246766
2022,35,SP,Southeast,4374,female_same_sex,2451
2022,35,SP,Southeast,4373,male_same_sex,1548
2022,35,SP,Southeast,221,opposite_sex,242767
2022,41,PR,South,all,all,55929
2022,41,PR,South,4374,female_same_sex,323
2022,41,PR,South,4373,male_same_sex,191
2022,41,PR,South,221,opposite_sex,55415
2022,42,SC,South,all,all,35621
2022,42,SC,South,4374,female_same_sex,308
2022,42,SC,South,4373,male_same_sex,216
2022,42,SC,South,221,opposite_sex,35097
2022,43,RS,South,all,all,37575
2022,43,RS,South,4374,female_same_sex,271
2022,43,RS,South,4373,male_same_sex,166
2022,43,RS,South,221,opposite_sex,37138
2022,50,MS,Central-West,all,all,15038
2022,50,MS,Central-West,4374,female_same_sex,97
2022,50,MS,Central-West,4373,male_same_sex,48
2022,50,MS,Central-West,221,opposite_sex,14893
2022,51,MT,Central-West,all,all,17986
2022,51,MT,Central-West,4374,female_same_sex,97
2022,51,MT,Central-West,4373,male_same_sex,263
2022,51,MT,Central-West,221,opposite_sex,17626
2022,52,GO,Central-West,all,all,32539
2022,52,GO,Central-West,4374,female_same_sex,204
2022,52,GO,Central-West,4373,male_same_sex,122
2022,52,GO,Central-West,221,opposite_sex,32213
2022,53,DF,Central-West,all,all,20502
2022,53,DF,Central-West,4374,female_same_sex,152
2022,53,DF,Central-West,4373,male_same_sex,123
2022,53,DF,Central-West,221,opposite_sex,20227
2023,11,RO,North,all,all,12266
2023,11,RO,North,4374,female_same_sex,45
2023,11,RO,North,4373,male_same_sex,12
2023,11,RO,North,221,opposite_sex,12209
2023,12,AC,North,all,all,5474
2023,12,AC,North,4374,female_same_sex,16
2023,12,AC,North,4373,male_same_sex,8
2023,12,AC,North,221,opposite_sex,5450
2023,13,AM,North,all,all,14564
2023,13,AM,North,4374,female_same_sex,72
2023,13,AM,North,4373,male_same_sex,43
2023,13,AM,North,221,opposite_sex,14449
2023,14,RR,North,all,all,2725
2023,14,RR,North,4374,female_same_sex,13
2023,14,RR,North,4373,male_same_sex,12
2023,14,RR,North,221,opposite_sex,2700
2023,15,PA,North,all,all,32505
2023,15,PA,North,4374,female_same_sex,136
2023,15,PA,North,4373,male_same_sex,47
2023,15,PA,North,221,opposite_sex,32322
2023,16,AP,North,all,all,2797
2023,16,AP,North,4374,female_same_sex,14
2023,16,AP,North,4373,male_same_sex,6
2023,16,AP,North,221,opposite_sex,2777
2023,17,TO,North,all,all,7306
2023,17,TO,North,4374,female_same_sex,14
2023,17,TO,North,4373,male_same_sex,16
2023,17,TO,North,221,opposite_sex,7276
2023,21,MA,Northeast,all,all,24308
2023,21,MA,Northeast,4374,female_same_sex,50
2023,21,MA,Northeast,4373,male_same_sex,28
2023,21,MA,Northeast,221,opposite_sex,24230
2023,22,PI,Northeast,all,all,9802
2023,22,PI,Northeast,4374,female_same_sex,39
2023,22,PI,Northeast,4373,male_same_sex,29
2023,22,PI,Northeast,221,opposite_sex,9734
2023,23,CE,Northeast,all,all,35214
2023,23,CE,Northeast,4374,female_same_sex,299
2023,23,CE,Northeast,4373,male_same_sex,200
2023,23,CE,Northeast,221,opposite_sex,34715
2023,24,RN,Northeast,all,all,12835
2023,24,RN,Northeast,4374,female_same_sex,95
2023,24,RN,Northeast,4373,male_same_sex,65
2023,24,RN,Northeast,221,opposite_sex,12675
2023,25,PB,Northeast,all,all,15906
2023,25,PB,Northeast,4374,female_same_sex,98
2023,25,PB,Northeast,4373,male_same_sex,61
2023,25,PB,Northeast,221,opposite_sex,15747
2023,26,PE,Northeast,all,all,39534
2023,26,PE,Northeast,4374,female_same_sex,305
2023,26,PE,Northeast,4373,male_same_sex,118
2023,26,PE,Northeast,221,opposite_sex,39111
2023,27,AL,Northeast,all,all,14241
2023,27,AL,Northeast,4374,female_same_sex,56
2023,27,AL,Northeast,4373,male_same_sex,25
2023,27,AL,Northeast,221,opposite_sex,14160
2023,28,SE,Northeast,all,all,6768
2023,28,SE,Northeast,4374,female_same_sex,31
2023,28,SE,Northeast,4373,male_same_sex,14
2023,28,SE,Northeast,221,opposite_sex,6723
2023,29,BA,Northeast,all,all,57565
2023,29,BA,Northeast,4374,female_same_sex,239
2023,29,BA,Northeast,4373,male_same_sex,114
2023,29,BA,Northeast,221,opposite_sex,57212
2023,31,MG,Southeast,all,all,101940
2023,31,MG,Southeast,4374,female_same_sex,683
2023,31,MG,Southeast,4373,male_same_sex,420
2023,31,MG,Southeast,221,opposite_sex,100837
2023,32,ES,Southeast,all,all,22360
2023,32,ES,Southeast,4374,female_same_sex,99
2023,32,ES,Southeast,4373,male_same_sex,70
2023,32,ES,Southeast,221,opposite_sex,22191
2023,33,RJ,Southeast,all,all,71650
2023,33,RJ,Southeast,4374,female_same_sex,579
2023,33,RJ,Southeast,4373,male_same_sex,337
2023,33,RJ,Southeast,221,opposite_sex,70734
2023,35,SP,Southeast,all,all,235203
2023,35,SP,Southeast,4374,female_same_sex,2627
2023,35,SP,Southeast,4373,male_same_sex,1641
2023,35,SP,Southeast,221,opposite_sex,230935
2023,41,PR,South,all,all,57138
2023,41,PR,South,4374,female_same_sex,389
2023,41,PR,South,4373,male_same_sex,191
2023,41,PR,South,221,opposite_sex,56558
2023,42,SC,South,all,all,35658
2023,42,SC,South,4374,female_same_sex,303
2023,42,SC,South,4373,male_same_sex,220
2023,42,SC,South,221,opposite_sex,35135
2023,43,RS,South,all,all,36274
2023,43,RS,South,4374,female_same_sex,284
2023,43,RS,South,4373,male_same_sex,166
2023,43,RS,South,221,opposite_sex,35824
2023,50,MS,Central-West,all,all,15150
2023,50,MS,Central-West,4374,female_same_sex,109
2023,50,MS,Central-West,4373,male_same_sex,63
2023,50,MS,Central-West,221,opposite_sex,14978
2023,51,MT,Central-West,all,all,20274
2023,51,MT,Central-West,4374,female_same_sex,77
2023,51,MT,Central-West,4373,male_same_sex,47
2023,51,MT,Central-West,221,opposite_sex,20150
2023,52,GO,Central-West,all,all,32518
2023,52,GO,Central-West,4374,female_same_sex,204
2023,52,GO,Central-West,4373,male_same_sex,115
2023,52,GO,Central-West,221,opposite_sex,32199
2023,53,DF,Central-West,all,all,18824
2023,53,DF,Central-West,4374,female_same_sex,147
2023,53,DF,Central-West,4373,male_same_sex,107
2023,53,DF,Central-West,221,opposite_sex,18570
2024,11,RO,North,all,all,12158
2024,11,RO,North,4374,female_same_sex,41
2024,11,RO,North,4373,male_same_sex,24
2024,11,RO,North,221,opposite_sex,12093
2024,12,AC,North,all,all,4566
2024,12,AC,North,4374,female_same_sex,16
2024,12,AC,North,4373,male_same_sex,5
2024,12,AC,North,221,opposite_sex,4545
2024,13,AM,North,all,all,14442
2024,13,AM,North,4374,female_same_sex,76
2024,13,AM,North,4373,male_same_sex,30
2024,13,AM,North,221,opposite_sex,14336
2024,14,RR,North,all,all,2813
2024,14,RR,North,4374,female_same_sex,15
2024,14,RR,North,4373,male_same_sex,4
2024,14,RR,North,221,opposite_sex,2794
2024,15,PA,North,all,all,33497
2024,15,PA,North,4374,female_same_sex,113
2024,15,PA,North,4373,male_same_sex,70
2024,15,PA,North,221,opposite_sex,33314
2024,16,AP,North,all,all,2759
2024,16,AP,North,4374,female_same_sex,14
2024,16,AP,North,4373,male_same_sex,4
2024,16,AP,North,221,opposite_sex,2741
2024,17,TO,North,all,all,8562
2024,17,TO,North,4374,female_same_sex,14
2024,17,TO,North,4373,male_same_sex,9
2024,17,TO,North,221,opposite_sex,8539
2024,21,MA,Northeast,all,all,22471
2024,21,MA,Northeast,4374,female_same_sex,83
2024,21,MA,Northeast,4373,male_same_sex,67
2024,21,MA,Northeast,221,opposite_sex,22321
2024,22,PI,Northeast,all,all,8683
2024,22,PI,Northeast,4374,female_same_sex,46
2024,22,PI,Northeast,4373,male_same_sex,25
2024,22,PI,Northeast,221,opposite_sex,8612
2024,23,CE,Northeast,all,all,35422
2024,23,CE,Northeast,4374,female_same_sex,354
2024,23,CE,Northeast,4373,male_same_sex,216
2024,23,CE,Northeast,221,opposite_sex,34852
2024,24,RN,Northeast,all,all,12724
