geography_level,geography_value,age,sex,union_conservative,union_conservative_se,union_expanded,union_expanded_se,unweighted_n,union_conservative_unweighted_n,union_expanded_unweighted_n,union_expanded_ambiguous_unweighted_n,year,quarter,union_conservative_cv,union_expanded_cv,union_conservative_ci_lower,union_conservative_ci_upper,union_expanded_ci_lower,union_expanded_ci_upper,period,period_index,trend_2018q4,calendar_quarter,treated_age,partial_2019q1,post_full,pandemic,short_run_clean,full_dynamic,exclude_pandemic,post_pandemic,event_time,union_conservative_variance,union_expanded_variance
Brazil,Brazil,18,female,0.121039422220986,0.00607571132858439,0.190597092455802,0.00715332448345723,5085,612,1006,284,2013,1,0.0501961362430477,0.0375311312008394,0.109131246836499,0.132947597605473,0.176576834098497,0.204617350813107,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,3.69142681482887e-05,5.11700511656287e-05
Brazil,Brazil,19,female,0.179099571111825,0.00747245209366582,0.247982311439822,0.00828510938272195,4654,804,1158,257,2013,1,0.041722333824017,0.0334100820926194,0.164453834132039,0.193745308091611,0.231743795441712,0.264220827437932,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,5.58375402921307e-05,6.86430374836673e-05
Brazil,Brazil,14,male,0.000635732425111671,0.000360764994615695,0.0147883600364559,0.00204844839698373,5241,4,86,82,2013,1,0.567479304759898,0.13851761736487,0,0.00134281882144122,0.010773474954179,0.0188032451187328,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.30151381340062e-07,4.19614083510521e-06
Brazil,Brazil,15,male,0.000462632839834007,0.000292944966042515,0.0164758055964355,0.00246247678206359,5420,3,78,70,2013,1,0.63321264903638,0.149460174657337,0,0.00103679442272965,0.0116494397908248,0.0213021714020462,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,8.58167531296503e-08,6.06379190220225e-06
Brazil,Brazil,16,male,0.00239738411864739,0.000666943540082848,0.0231722062814826,0.00226301269209814,5455,17,150,128,2013,1,0.278196361982718,0.0976606484772477,0.00109019880036336,0.00370456943693141,0.0187367829084132,0.0276076296545519,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.44813685658242e-07,5.12122644459727e-06
Brazil,Brazil,17,male,0.0106115287921327,0.00162783473045241,0.0446750097655716,0.0035872539293896,5512,59,257,172,2013,1,0.153402470307509,0.0802966568605898,0.0074210313476625,0.0138020262366029,0.0376441212605682,0.051705898270575,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,2.64984590966707e-06,1.28683907539211e-05
Brazil,Brazil,18,male,0.0182821234380617,0.00211647158152661,0.0586872679455577,0.00409086421371962,5385,109,328,181,2013,1,0.115767273352958,0.0697061621187509,0.014133915363967,0.0224303315121564,0.0506693214210235,0.0667052144700919,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.47945195540975e-06,1.67351700150918e-05
Brazil,Brazil,19,male,0.044372657057336,0.00382648120113141,0.0979121011650718,0.00538068566704224,4755,221,500,228,2013,1,0.0862351153816873,0.0549542457266936,0.0368728917155989,0.0518724223990731,0.0873661510455382,0.108458051284605,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.46419583826121e-05,2.89517782475138e-05
region,Central-West,14,combined,0.00669843489873222,0.00437752325924217,0.0196342018220157,0.00602847485439997,967,4,15,11,2013,1,0.653514339606506,0.307039466592437,0,0.0152782228283333,0.00781860822568645,0.031449795418345,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.91627098852062e-05,3.63425090701327e-05
region,Central-West,15,combined,0.0114066755064103,0.0036853363618646,0.0228738292146811,0.00543911572641398,956,11,21,8,2013,1,0.323085929795542,0.237787721302168,0.00418354896623979,0.0186298020465808,0.0122133582831643,0.0335343001461979,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,1.35817041000814e-05,2.95839798853239e-05
region,Central-West,16,combined,0.029197904873343,0.00717599846626494,0.0458846462542658,0.00822698024601238,923,26,43,15,2013,1,0.245771006426439,0.179297018013897,0.015133206326349,0.0432626034203369,0.0297600612705591,0.0620092312379725,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,5.14949539878368e-05,6.76832039682779e-05
region,Central-West,17,combined,0.0631264648480302,0.00869027741019616,0.0834203335432498,0.00990493854904866,993,61,81,17,2013,1,0.13766456637667,0.118735302633541,0.0460938341083837,0.0801590955876767,0.064007010718032,0.102833656368468,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,7.55209214661657e-05,9.81078076604302e-05
region,Central-West,18,combined,0.11003745273677,0.0115836830057398,0.148755966648903,0.0127810833979619,946,101,142,31,2013,1,0.10527036674913,0.0859198033254564,0.0873338512371909,0.132741054236348,0.123705503505495,0.173806429792311,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000134181711977465,0.000163356092825657
region,Central-West,19,combined,0.137408109457951,0.0134975875787755,0.198557371863476,0.0157041643496415,866,115,164,39,2013,1,0.0982299198498613,0.0790913185557239,0.110953323925376,0.163862894990526,0.16777777533088,0.229336968396071,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000182184870446715,0.000246620777920551
region,Central-West,14,female,0.0101859955891619,0.00643724340805904,0.028621071312174,0.00891004566996551,467,3,12,9,2013,1,0.631969977967434,0.311310697380346,0,0.0228027608286755,0.0111577026984345,0.0460844399259134,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.14381026945996e-05,7.93889138408712e-05
region,Central-West,15,female,0.0230919951088257,0.00742888225827318,0.0463064239925728,0.0109600922708279,470,11,21,8,2013,1,0.321708116741887,0.23668621598994,0.00853165343722169,0.0376523367804297,0.0248250378745144,0.0677878101106312,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,5.5188291607286e-05,0.000120123622585061
region,Central-West,16,female,0.0495926458782651,0.01126722546235,0.0698835848614599,0.0127876203212277,465,24,34,8,2013,1,0.227195489629806,0.182984607137405,0.0275092897663664,0.0716760019901637,0.044820309583881,0.0949468601390387,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000126950369619428,0.000163523233479876
region,Central-West,17,female,0.108997703080646,0.0156126191671861,0.137486947548739,0.0175445252217542,489,54,67,11,2013,1,0.143238056637162,0.127608660564195,0.0783975318086212,0.13959787435267,0.103100309988246,0.171873585109231,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000243753877259587,0.000307810365256769
region,Central-West,18,female,0.176108224336485,0.0199921453151675,0.227505030738105,0.0212651769308381,459,77,105,19,2013,1,0.113521928862159,0.0934712382484316,0.136924339545066,0.215292109127905,0.18582604982879,0.269184011647419,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000399685874302774,0.000452207749899849
region,Central-West,19,female,0.193784365710996,0.0207209049484202,0.266007785846645,0.0224860393935834,438,82,112,23,2013,1,0.1069276402789,0.0845315084369251,0.153172138285015,0.234396593136978,0.221935958480272,0.310079613213017,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000429355901881465,0.000505621967609785
region,Central-West,14,male,0.00345216953916649,0.00343779014398436,0.011269110657611,0.00665653800133746,500,1,3,2,2013,1,0.995834678737821,0.590688848799417,0,0.0101901144077826,0,0.0243156854019546,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.1818401074076e-05,4.43094981632497e-05
region,Central-West,15,male,0,0,0,0,486,0,0,0,2013,1,,,0,0,0,0,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,0,0
region,Central-West,16,male,0.00731796416289152,0.00536435273196979,0.0201380406115442,0.00764181032869954,458,2,9,7,2013,1,0.733038945335609,0.379471393275413,0,0.0178319023179213,0.00516036759060695,0.0351157136324815,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,2.87762802329917e-05,5.8397265099819e-05
region,Central-West,17,male,0.0169417525147509,0.00692051906065068,0.0289842400152037,0.00831431701073298,504,7,14,6,2013,1,0.408488971529073,0.286856478085046,0.0033777844015526,0.0305057206279492,0.0126884781181183,0.0452800019122891,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.78935840688294e-05,6.91278673549638e-05
region,Central-West,18,male,0.0453776808389647,0.00973597439632625,0.0716886583991628,0.0121357851112772,487,24,37,12,2013,1,0.214554252582389,0.169284589533048,0.0262955216677611,0.0644598400101682,0.0479029566569422,0.0954743601413835,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,9.47891974459203e-05,0.000147277280267097
region,Central-West,19,male,0.07235610508504,0.013437020347337,0.120727006439898,0.0183443909308107,428,33,52,16,2013,1,0.185706794631144,0.151949356417971,0.0460200291447276,0.0986921810253525,0.0847726608971859,0.15668135198261,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000180553515814749,0.00033651667862241
region,North,14,combined,0.00435622554767041,0.00202897242589711,0.0386606137138871,0.00553963989586036,1692,9,65,55,2013,1,0.465763859950306,0.143288979757465,0.000379512667287221,0.0083329384280536,0.0278031190306796,0.0495181083970946,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.1167291050508e-06,3.06876101758078e-05
region,North,15,combined,0.013376503067101,0.00352518961774624,0.0647354636358178,0.00758913501505639,1783,22,105,78,2013,1,0.263535963028806,0.117233037176509,0.00646725837764384,0.0202857477565582,0.0498610323324954,0.0796098949391401,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,1.24269618410659e-05,5.7594970276755e-05
region,North,16,combined,0.0225565454618051,0.00478288805474952,0.104560005679934,0.0100242451973567,1673,35,148,97,2013,1,0.212039918206818,0.0958707407499735,0.0131822571324092,0.031930833791201,0.0849128461209162,0.124207165238952,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,2.28760181442657e-05,0.000100485491776729
region,North,17,combined,0.0423528840828579,0.00611446679559516,0.113246048633049,0.00961296719858561,1668,63,186,105,2013,1,0.144369549512449,0.0848856742872722,0.0303687493788254,0.0543370187868905,0.0944049791392566,0.132087118126842,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,3.73867041944357e-05,9.24091383610829e-05
region,North,18,combined,0.081653521435286,0.00794423405961389,0.167537767300887,0.0113688512148741,1699,141,279,114,2013,1,0.0972919957397066,0.0678584381183517,0.0660831087936864,0.0972239340768856,0.14525522837414,0.189820306227635,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,6.31108547939294e-05,0.000129250777945944
region,North,19,combined,0.124790327674243,0.0103748175885668,0.215746717068165,0.0134595617841436,1475,180,311,104,2013,1,0.0831379946020299,0.0623859401758178,0.10445605885448,0.145124596494007,0.189366460723552,0.242126973412778,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000107636839996035,0.000181159803421179
region,North,14,female,0.0084507949486849,0.00392578485389052,0.0414174013315561,0.00829151505701739,862,9,35,25,2013,1,0.464546220530584,0.200193995529605,0.000756398024006648,0.0161451918733631,0.0251663304425304,0.0576684722205817,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.54117867190362e-05,6.87492219407461e-05
region,North,15,female,0.0233637708264208,0.00631559422136934,0.104618973002332,0.0131686116004731,857,20,84,61,2013,1,0.270315706667838,0.125872116907319,0.0109854336115676,0.035742108041274,0.0788089685390082,0.130428977465656,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,3.98867303689938e-05,0.000173412331484115
region,North,16,female,0.0401716293120616,0.00883370909166577,0.144374294344141,0.0157654020840967,825,32,108,62,2013,1,0.219899198587233,0.10919812391614,0.0228578776424927,0.0574853809816306,0.113474674057519,0.175273914630764,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,7.80344163161785e-05,0.000248547902873241
region,North,17,female,0.0729147718397337,0.0110637695808324,0.15362710489032,0.0142585427179207,823,55,130,59,2013,1,0.151735640140937,0.0928126760450273,0.0512301819280525,0.0945993617514149,0.125680874691169,0.18157333508947,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000122406997337752,0.000203306040438769
region,North,18,female,0.141646009607959,0.0147081379032173,0.248893398259048,0.0179089327741819,824,124,210,69,2013,1,0.103837290891045,0.0719542298005925,0.112818589038004,0.170473430177913,0.213792535020102,0.283994261497993,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000216329320580057,0.000320729873110167
region,North,19,female,0.198104772185116,0.0175878348239303,0.293195714431046,0.0196403923343736,731,144,209,47,2013,1,0.0887804702023817,0.0669873104130676,0.163633249364173,0.232576295006058,0.254701252813437,0.331690176048655,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000309331933793855,0.000385745011048121
region,North,14,male,0,0,0.0357276585057972,0.00744719552568077,830,0,30,30,2013,1,,0.208443425545852,0,0,0.0211314234896351,0.0503238935219594,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0,5.54607211977197e-05
region,North,15,male,0.00371015809017233,0.00275272804982271,0.0261335386931795,0.0063765908949947,926,2,21,17,2013,1,0.741943599954485,0.244000285221951,0,0.00910540592705802,0.0136356501948439,0.0386314271915151,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,7.57751171628074e-06,4.06609114421293e-05
region,North,16,male,0.00456794148275792,0.00325500857199553,0.0639014724832576,0.0108314441072324,848,3,40,35,2013,1,0.712576679075649,0.169502261627387,0,0.0109476410532383,0.0426722321325235,0.0851307128339917,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.05950808037644e-05,0.000117320181448099
region,North,17,male,0.0099642481880239,0.00389398421951393,0.0704513319398277,0.0111768183377165,845,8,56,46,2013,1,0.390795586986095,0.158645947918523,0.00233217936140928,0.0175963170146385,0.0485451705361566,0.0923574933434989,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.51631131018235e-05,0.000124921268154316
region,North,18,male,0.0209384843543318,0.00599172913691793,0.0852022899632569,0.0115164120271341,875,17,69,45,2013,1,0.286158684435932,0.135165522336319,0.00919491104085341,0.0326820576678102,0.0626305371589501,0.107774042767564,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,3.59008180501913e-05,0.000132627745978719
region,North,19,male,0.0463192688791423,0.00906333993498517,0.132850299230845,0.0150701893017449,744,36,102,57,2013,1,0.195671049096943,0.113437375670178,0.0285554490269278,0.0640830887313568,0.103313270959224,0.162387327502465,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,8.2144130777097e-05,0.000227110605590426
region,Northeast,14,combined,0.00676768290192616,0.00156983029809071,0.0241302954896396,0.00279415292863249,3737,28,108,79,2013,1,0.231959789020836,0.115794393393656,0.00369087205582859,0.00984449374802373,0.0186538563822228,0.0296067345970564,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,2.46436716480357e-06,7.80729058858552e-06
region,Northeast,15,combined,0.0101589288156984,0.00197611112629722,0.0353211908699882,0.00374339427561022,3919,38,134,84,2013,1,0.194519635105974,0.105981542054714,0.00628582217870695,0.0140320354526898,0.0279842729098588,0.0426581088301177,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,3.90501518347567e-06,1.40130007026714e-05
region,Northeast,16,combined,0.0248605142271575,0.00301002199010686,0.0633773447522285,0.00607501077638936,4058,95,255,142,2013,1,0.121076417108811,0.0958546117723834,0.0189609795338745,0.0307600489204405,0.0514705424248126,0.0752841470796443,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,9.06023238092686e-06,3.69057559332469e-05
region,Northeast,17,combined,0.0434618523109833,0.00401985164576246,0.0917210522476562,0.00580309430337584,3963,168,374,169,2013,1,0.0924914938507258,0.0632689460180514,0.0355830878620948,0.0513406167598718,0.08034719641415,0.103094908081162,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.61592072539392e-05,3.36759034938731e-05
region,Northeast,18,combined,0.0741653932795558,0.00593891739211327,0.138628844800612,0.00737651201016289,3795,246,491,192,2013,1,0.0800766655376231,0.0532105134452535,0.0625253290838553,0.0858054574752564,0.124171146929165,0.153086542672058,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,3.52707397903455e-05,5.44129294360774e-05
region,Northeast,19,combined,0.119740373339134,0.00719416143591591,0.185537613726246,0.00847930752016555,3420,376,615,182,2013,1,0.0600813346016574,0.0457012858464185,0.105640076025772,0.133840670652497,0.168918476372882,0.20215675107961,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,5.17559587660197e-05,7.1898656021536e-05
region,Northeast,14,female,0.0131461960942794,0.00314599166953573,0.0338766032056101,0.00455232138368613,1817,26,78,51,2013,1,0.239308134990068,0.134379511312169,0.00698016572632635,0.0193122264622325,0.0249542172475338,0.0427989891636865,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,9.89726358478821e-06,2.0723629980366e-05
region,Northeast,15,female,0.019540124908652,0.00377952145015324,0.0555176442737309,0.00626580728657815,1977,38,110,62,2013,1,0.193423607465259,0.112861548225722,0.0121323989875551,0.026947850829749,0.0432368876579691,0.0677984008894927,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,1.42847823921685e-05,3.92603409525358e-05
region,Northeast,16,female,0.0463774057674961,0.00586648186517446,0.102342076550096,0.0113590853986103,1952,85,192,91,2013,1,0.126494394589143,0.110991351568386,0.0348793125957968,0.0578754989391954,0.0800786782715047,0.124605474828687,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,3.44156094744208e-05,0.000129028821092922
region,Northeast,17,female,0.0790610333018051,0.00788707231554432,0.13897484594297,0.0100571045517681,1867,142,262,92,2013,1,0.0997592870489873,0.0723663658954167,0.0636026556198753,0.0945194109837349,0.119263283232751,0.15868640865319,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,6.22059097106256e-05,0.000101145351965195
region,Northeast,18,female,0.126530702140252,0.0109803149336759,0.213025457372381,0.0125379960049114,1853,204,365,122,2013,1,0.0867798466928989,0.058856796551758,0.10500968033134,0.148051723949164,0.188451436764448,0.237599477980315,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000120567316042706,0.000157201343819174
region,Northeast,19,female,0.19202284875751,0.012431940193825,0.264003279483825,0.0133987454254573,1692,294,428,97,2013,1,0.0647419839579837,0.050752193122958,0.167656693719657,0.216389003795363,0.237742221011907,0.290264337955742,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000154553136982842,0.000179526378976213
region,Northeast,14,male,0.00073279815083085,0.000635885948029395,0.0149090487757337,0.00333819786571379,1920,2,30,28,2013,1,0.867750481232008,0.223904148140363,0,0.00197911170724357,0.00836630118566623,0.0214517963658012,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.04350938901242e-07,1.11435649906561e-05
region,Northeast,15,male,0,0,0.0134503835203475,0.00335145459137765,1942,0,24,22,2013,1,,0.249171675016376,0,0,0.00688165322542593,0.0200191138152691,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,0,1.12322478780663e-05
region,Northeast,16,male,0.00379587243381827,0.00130950156828235,0.0252315876684572,0.00363490843637593,2106,10,63,51,2013,1,0.344980394129084,0.144061819816438,0.00122929652228614,0.00636244834535039,0.0181072980460596,0.0323558772908548,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.71479435733393e-06,1.32125593408369e-05
region,Northeast,17,male,0.0119798099015063,0.00248274803364882,0.0499322836378364,0.00563388900976093,2096,26,112,77,2013,1,0.207244359807132,0.112830589736773,0.007113713172867,0.0168459066301456,0.038890064085809,0.0609745031898639,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,6.16403779858708e-06,3.1740705374305e-05
region,Northeast,18,male,0.0228523007733847,0.00402356165966287,0.0657271404834181,0.0068203776761604,1942,42,126,70,2013,1,0.176068121086039,0.103768057243888,0.0149662648308692,0.0307383367159001,0.0523594458771828,0.0790948350896535,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.6189048429109e-05,4.65175516454672e-05
region,Northeast,19,male,0.0493319426258527,0.00652534144038444,0.109106302279218,0.00925611469990001,1728,82,187,85,2013,1,0.132274163413236,0.0848357473999286,0.0365425084158725,0.0621213768358329,0.0909646508306424,0.127247953727794,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.25800809135985e-05,8.56756593377051e-05
region,South,14,combined,0.00296061423238514,0.00156973583872123,0.0274835218112354,0.0048268639008245,1551,4,38,29,2013,1,0.530206138155533,0.175627560906377,0,0.00603723994152053,0.0180230424073429,0.036944001215128,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,2.46407060336584e-06,2.32986151170827e-05
region,South,15,combined,0.00794082045085705,0.00245179141035627,0.0349463964907988,0.00539214257262449,1472,12,51,38,2013,1,0.308757945797862,0.154297527473089,0.00313539758895409,0.01274624331276,0.0243779912489496,0.0455148017326479,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,6.01128111989679e-06,2.90752015235095e-05
region,South,16,combined,0.0218170804047789,0.0044202263356802,0.0546169004355669,0.00679273571593393,1580,31,80,41,2013,1,0.202603934791934,0.124370582397797,0.0131535959833302,0.0304805648262275,0.0413033830758375,0.0679304177952963,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.95384008586408e-05,4.61412585065244e-05
region,South,17,combined,0.045717656976015,0.00645884052625736,0.0928493570501526,0.00906862692689051,1521,62,126,48,2013,1,0.141276717869551,0.097670325514393,0.0330585621626629,0.0583767517893672,0.075075174884217,0.110623539216088,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.17166209436245e-05,8.22399943391236e-05
region,South,18,combined,0.0959574603486774,0.00898248616259,0.161360555267519,0.0108050443223061,1554,125,223,60,2013,1,0.0936090443614352,0.0669621166362034,0.0783521109783716,0.113562809718983,0.14018305754444,0.182538052990598,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,8.06850576611208e-05,0.000116748982806999
region,South,19,combined,0.138741681598026,0.011057998017722,0.215698531606444,0.0128770340163423,1401,166,275,74,2013,1,0.079702061344191,0.059699219649011,0.117068403742175,0.160414959453876,0.190460008706716,0.240937054506172,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000122279320159944,0.000165818005058037
region,South,14,female,0.00583635179613645,0.00309615755707996,0.0410966371156315,0.00841113234180271,790,4,29,20,2013,1,0.530495361696592,0.204667168219549,0,0.0119047090984747,0.0246111206564981,0.0575821535747648,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,9.58619161826334e-06,7.07471472713195e-05
region,South,15,female,0.0164504211407934,0.00507167380862088,0.0565342245978867,0.0100117951052958,707,12,38,25,2013,1,0.308300545330372,0.177092640369742,0.00651012313456138,0.0263907191470254,0.0369114667709126,0.0761569824248608,2013Q1,1,-23,1,1,0,0,0,1,1,1,0,-24,2.5721875221051e-05,0.000100236041230425
region,South,16,female,0.0418015994164988,0.00848327327592647,0.0802823135802939,0.01151787569145,787,30,60,22,2013,1,0.20294135617639,0.143467162040995,0.0251746893246718,0.0584285095083258,0.0577076920466425,0.102856935113945,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,7.19659254740482e-05,0.000132661460443695
region,South,17,female,0.0815001735480225,0.0114689492363624,0.146165029545162,0.015143564437467,739,56,99,32,2013,1,0.140723003854765,0.103605934227845,0.059021446104234,0.103978900991811,0.116484188650165,0.175845870440159,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000131536796586258,0.000229327543871715
region,South,18,female,0.167005072369382,0.016029394410269,0.259337808555039,0.0180350882367324,766,110,179,39,2013,1,0.0959814823756677,0.0695428419682384,0.135588036631267,0.198422108107497,0.223989685153042,0.294685931957037,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,0.000256941485159963,0.000325264407706723
