geography_level,geography_value,age,sex,union_conservative,union_conservative_se,union_expanded,union_expanded_se,unweighted_n,union_conservative_unweighted_n,union_expanded_unweighted_n,union_expanded_ambiguous_unweighted_n,year,quarter,union_conservative_cv,union_expanded_cv,union_conservative_ci_lower,union_conservative_ci_upper,union_expanded_ci_lower,union_expanded_ci_upper,period,period_index,trend_2018q4,calendar_quarter,treated_age,partial_2019q1,post_full,pandemic,short_run_clean,full_dynamic,exclude_pandemic,post_pandemic,event_time,union_conservative_variance,union_expanded_variance
Brazil,Brazil,15,male,0.00145517830869837,0.000560823105495601,0.0147007764405918,0.00175099173368791,5380,9,102,90,2014,2,0.385398203191502,0.119108792706559,0.000355985220229087,0.00255437139716766,0.0112688957053361,0.0181326571758475,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,3.1452255565773e-07,3.06597205144339e-06
Brazil,Brazil,16,male,0.00298985680673718,0.000875864506177496,0.0228538833309095,0.0024819787327895,5412,18,141,116,2014,2,0.292945302331493,0.108602056676848,0.00127319391929233,0.00470651969418203,0.0179892944042477,0.0277184722575712,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,7.67138633181549e-07,6.16021843001937e-06
Brazil,Brazil,17,male,0.0104356337357001,0.00182606234538015,0.0389837208243504,0.00315197736064928,5500,59,236,165,2014,2,0.174983368679683,0.0808536818445628,0.00685661730523027,0.01401465016617,0.0328059587173922,0.0451614829313086,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.33450368921525e-06,9.9349612820456e-06
Brazil,Brazil,18,male,0.031517676795575,0.00294597125892972,0.0705703662572646,0.00434355700852118,5430,174,405,184,2014,2,0.0934704444758862,0.0615493051670828,0.0257436792285826,0.0372916743625674,0.0620571509557665,0.0790835815587627,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,8.67874665843996e-06,1.88664874862735e-05
Brazil,Brazil,19,male,0.0467525815079635,0.0038968207762526,0.10038979519039,0.005599802849823,4900,239,526,220,2014,2,0.0833498525763512,0.0557805984084631,0.0391149531323009,0.054390209883626,0.0894143832842121,0.111365207096568,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.51852121622339e-05,3.13577919568858e-05
region,Central-West,14,combined,0.00240512765798773,0.00185417936461689,0.0159060147223134,0.0057495459147839,974,2,13,10,2014,2,0.770927629749272,0.361469922866239,0,0.0060392524335142,0.00463711180187761,0.0271749176427493,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.43798111617109e-06,3.30572782262082e-05
region,Central-West,15,combined,0.0100430889521558,0.00361186071274854,0.0377513263181655,0.00916921119611098,957,10,32,17,2014,2,0.359636435558327,0.242884478252063,0.00296397203799354,0.0171222058663182,0.0197800026071465,0.0557226500291844,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,1.30455378082964e-05,8.4074433958887e-05
region,Central-West,16,combined,0.0281917104809521,0.00659172256198186,0.0697482212952637,0.0110187301148739,953,27,60,25,2014,2,0.233817758820828,0.157978653939123,0.0152721716633876,0.0411112492985166,0.0481519071147441,0.0913445354757834,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,4.34508063341407e-05,0.000121412413344429
region,Central-West,17,combined,0.0677835791827375,0.00928688574336373,0.106723480194761,0.0114283289521617,1027,70,108,25,2014,2,0.137007898599265,0.10708354835605,0.0495816175972061,0.0859855407682689,0.0843243670450482,0.129122593344475,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,8.62462468102925e-05,0.000130606702638817
region,Central-West,18,combined,0.0978612134095742,0.0112018883969083,0.135558610299691,0.0130003878509694,996,89,125,22,2014,2,0.114467090756636,0.0959023393809387,0.0759059155927968,0.119816511226352,0.110078318326739,0.161038902272643,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000125482303656789,0.000169010084275633
region,Central-West,19,combined,0.161210293146439,0.015313580821165,0.221557394432674,0.0173940378096839,886,126,180,34,2014,2,0.0949913341281165,0.0785080446275494,0.131196226262613,0.191224360030266,0.187465706779965,0.255649082085382,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000234505757566353,0.000302552551324713
region,Central-West,14,female,0.00508881764234256,0.00391675539707895,0.0306050142410913,0.0118410466146264,458,2,11,8,2014,2,0.769678866951094,0.386898908830706,0,0.0127655171568702,0.00739698933716354,0.053813039145019,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.53409728405471e-05,0.000140210384929755
region,Central-West,15,female,0.0178496380838407,0.00684056992961974,0.0648846225860004,0.0173144152203212,484,9,26,12,2014,2,0.383232976348832,0.266849286167491,0.00444236738805836,0.0312569087796231,0.0309489923407986,0.0988202528312021,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,4.67933969620178e-05,0.00029978897442169
region,Central-West,16,female,0.0475963266658043,0.0117504878947172,0.10802149019832,0.0194185897865029,473,22,46,18,2014,2,0.246878041182103,0.179765986849947,0.0245657935913847,0.070626859740224,0.0699617535862172,0.146081226810423,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000138073965763895,0.000377081629296475
region,Central-West,17,female,0.115588255153853,0.0165118222122096,0.164166659904964,0.0185127074071206,526,60,89,18,2014,2,0.142850345739986,0.11276776550024,0.0832256782987937,0.147950832008912,0.127882420130679,0.200450899679248,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000272640272767618,0.000342720335541658
region,Central-West,18,female,0.154939680049288,0.0189263174807468,0.198870306792631,0.0202797695042223,486,69,91,13,2014,2,0.122152811176105,0.101974848992257,0.117844779427054,0.192034580671523,0.159122688949581,0.23861792463568,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000358205493382022,0.000411269051144385
region,Central-West,19,female,0.230203239480147,0.0231374652372526,0.300059130028418,0.0261347505197616,463,95,129,22,2014,2,0.100508860298849,0.0870986679101765,0.184854640921585,0.27555183803871,0.248835960264746,0.35128229979209,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000535342297605073,0.000683025184730179
region,Central-West,14,male,0,0,0.00273274564374666,0.00212489382926149,516,0,2,2,2014,2,,0.777567364940783,0,0,0,0.00689746102007059,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0,4.51517378563356e-06
region,Central-West,15,male,0.00208367046105775,0.00208297151050613,0.0100867005794895,0.00422908256925215,473,1,6,5,2014,2,0.999664558016884,0.419273134552208,0,0.00616621960247276,0.00179785105610919,0.0183755501028699,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,4.33877031358019e-06,1.78851393775524e-05
region,Central-West,16,male,0.00931968455057483,0.00446506565201399,0.0325254225396444,0.00969357947806102,480,5,14,7,2014,2,0.47910051330424,0.298030854672088,0.00056831668402055,0.0180710524171291,0.0135263558813683,0.0515244891979206,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.99368112767951e-05,9.39654830974858e-05
region,Central-West,17,male,0.0153355791680164,0.00511698972404037,0.04370077730882,0.0114224923682655,501,10,19,7,2014,2,0.333667849644198,0.261379615459612,0.00530646359963568,0.025364694736397,0.021313103653336,0.0660884509643041,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.61835838359347e-05,0.000130473331903084
region,Central-West,18,male,0.0375305522389368,0.0094053564593475,0.068639564745021,0.0133735984063237,510,20,34,9,2014,2,0.250605330810713,0.194838042111767,0.0190963923168546,0.0559647121610191,0.0424277935249242,0.0948513359651178,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,8.84607301273897e-05,0.000178853134333624
region,Central-West,19,male,0.0802590957277114,0.0161976831573326,0.129449290146379,0.0192304960799719,423,31,51,12,2014,2,0.201817414094537,0.148556211148213,0.0485122201063485,0.112005971349074,0.0917582104247958,0.167140369867963,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000262364939665336,0.000369811979481815
region,North,14,combined,0.00776699076774935,0.00287727254555683,0.0321928440801041,0.00500109673013976,1778,10,59,49,2014,2,0.370448817514248,0.155348086602592,0.00212764020475208,0.0134063413307466,0.0223908746058292,0.0419948135543791,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,8.27869730141508e-06,2.50109685042146e-05
region,North,15,combined,0.00821081918378238,0.0027678915708402,0.0477948716226914,0.00663694571089597,1729,20,83,60,2014,2,0.337102974610281,0.138863135009342,0.00278585139182359,0.0136357869757412,0.0347866970619877,0.0608030461833951,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,7.66122374792823e-06,4.40490483693804e-05
region,North,16,combined,0.0336057551219202,0.00570747199491551,0.0921281842322561,0.0103340775460527,1673,53,138,77,2014,2,0.169836147832687,0.112170641722411,0.0224193155691148,0.0447921946747255,0.0718737644285488,0.112382604035963,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.25752365727448e-05,0.000106793158727831
region,North,17,combined,0.0439753775272881,0.00581940511734309,0.117266964250633,0.0099902674610642,1740,80,207,104,2014,2,0.132333261123955,0.0851925137220415,0.0325695530858475,0.0553812019687286,0.0976863998310248,0.136847528670241,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.38654759197589e-05,9.98054439435981e-05
region,North,18,combined,0.0909416162317598,0.00956731361684382,0.189726336764342,0.0128932880127848,1678,141,294,131,2014,2,0.105202810476361,0.0679572917111636,0.0721900261139462,0.109693206349573,0.164455956616982,0.214996716911702,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,9.15334898430452e-05,0.00016623687578062
region,North,19,combined,0.14792693254779,0.0116906271087238,0.266883369688958,0.0141289761228169,1561,222,391,130,2014,2,0.0790297406116158,0.0529406389738095,0.125013724458004,0.170840140637576,0.239191085349811,0.294575654028106,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000136670762195228,0.00019962796627913
region,North,14,female,0.0161513627790706,0.00600998491777656,0.0492047173479971,0.00902154556365926,842,10,37,27,2014,2,0.372103889930854,0.183347167708636,0.00437200879259958,0.0279307167655415,0.0315228129583379,0.0668866217376563,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.61199187119017e-05,8.13882843571801e-05
region,North,15,female,0.0177942865161243,0.0059645856123095,0.0712458762421473,0.0122279966422217,797,20,56,34,2014,2,0.335196671521765,0.171630939040762,0.00610391353329192,0.0294846594989567,0.0472794432203161,0.0952123092639785,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,3.55762815265695e-05,0.000149523901882185
region,North,16,female,0.0634113361460579,0.011335115786943,0.141028298403537,0.0170613547573119,801,47,99,46,2014,2,0.178755353156956,0.120978235931718,0.0411949174430582,0.0856277548490576,0.107588657551745,0.17446793925533,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000128484849903404,0.00029108982615485
region,North,17,female,0.082376546642011,0.0110380039433717,0.166868712196454,0.0151202728286648,829,73,146,54,2014,2,0.13399449713934,0.0906117907284126,0.0607424564517914,0.104010636832231,0.137233522015851,0.196503902377056,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000121837531053889,0.000228622650413259
region,North,18,female,0.142877938169758,0.0159600581347734,0.256870813916853,0.0200528079697101,796,111,196,66,2014,2,0.111704146484888,0.078065731423271,0.111596799034436,0.174159077305079,0.217568032507324,0.296173595326383,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000254723455665347,0.000402115107470069
region,North,19,female,0.22122685474729,0.0188282193565626,0.363808440806681,0.0213884537789561,799,174,276,77,2014,2,0.0851081998072536,0.0587904275434923,0.184324222915407,0.258129486579172,0.321887841714927,0.405729039898434,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000354501844138839,0.000457465955054541
region,North,14,male,0,0,0.0164336360636381,0.00449983585370085,936,0,22,22,2014,2,,0.273818638570038,0,0,0.00761411985404234,0.0252531522732338,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0,2.02485227102517e-05
region,North,15,male,0,0,0.0277027742709761,0.00626517755473999,932,0,27,26,2014,2,,0.226157044542068,0,0,0.015423251906937,0.0399822966350152,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,0,3.92524497924178e-05
region,North,16,male,0.0065794165749658,0.00278869171478032,0.0477877957826065,0.00914331867304288,872,6,39,31,2014,2,0.423850911856088,0.191331667914485,0.00111368125001114,0.0120451518999205,0.0298672204842699,0.0657083710809431,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,7.7768014800844e-06,8.36002763568146e-05
region,North,17,male,0.00638189566872275,0.00338030445591682,0.0687084840131287,0.0107045259165167,911,7,61,50,2014,2,0.529670905227026,0.155796275674941,0,0.0130071706591,0.0477279987451805,0.089688969281077,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.14264582146911e-05,0.000114586875097378
region,North,18,male,0.0443799117158124,0.00969646703912095,0.129530289212394,0.0146062976649185,882,30,98,65,2014,2,0.218487749619974,0.112763568689083,0.0253751855418556,0.0633846378897691,0.100902471841682,0.158158106583105,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,9.4021473040759e-05,0.000213343931476204
region,North,19,male,0.0677719984485452,0.011192521415133,0.160893861721123,0.0163534681776641,762,48,115,53,2014,2,0.165149643973252,0.101641342949488,0.0458350595786912,0.0897089373183992,0.128841653070579,0.192946070371666,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000125272535628211,0.000267435921437872
region,Northeast,14,combined,0.0070872658680269,0.00163398328963373,0.0298218162372055,0.00324709223443795,4148,25,129,98,2014,2,0.230551995658183,0.108883114583306,0.00388471746900451,0.0102898142670493,0.0234576324032275,0.0361860000711836,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.66990139080227e-06,1.05436079789472e-05
region,Northeast,15,combined,0.0147418860849742,0.00235229297357512,0.0408404278288661,0.00376577635713936,3792,56,170,96,2014,2,0.159565265937898,0.0922070741501317,0.0101314765756804,0.0193522955942681,0.0334596417950405,0.0482212138626917,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,5.53328223353088e-06,1.41810715719898e-05
region,Northeast,16,combined,0.0276835498628896,0.00345703700070954,0.0635399577422774,0.00508033841103779,3882,101,245,122,2014,2,0.124876940198474,0.0799550171506882,0.0209078818482765,0.0344592178775027,0.0535826774273679,0.0734972380571869,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.19511048242748e-05,2.5809838370666e-05
region,Northeast,17,combined,0.0514419976736249,0.00459289170333941,0.105576925140796,0.00647801458056891,3840,189,395,171,2014,2,0.0892829188415103,0.0613582425509163,0.0424400953501869,0.060443899997063,0.0928802498715559,0.118273600410037,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.1094654198604e-05,4.19646729060634e-05
region,Northeast,18,combined,0.0848589869738765,0.00574646233915079,0.142618830176215,0.00734542258694007,3899,312,545,179,2014,2,0.0677177815111063,0.0515038762964491,0.0735961277506252,0.0961218461971279,0.128222066454586,0.157015593897845,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.30218294152784e-05,5.39552329807294e-05
region,Northeast,19,combined,0.126844162721318,0.0075776814980014,0.194703538851038,0.00887921257728685,3495,414,656,175,2014,2,0.059740088431581,0.0456037554822262,0.11199217989892,0.141696145543717,0.17730060198848,0.212106475713595,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,5.74212568851527e-05,7.8840415992649e-05
region,Northeast,14,female,0.0135018755853049,0.00318655335514521,0.0386704812832822,0.00501851567733024,2076,24,83,53,2014,2,0.236008200120981,0.129776395606946,0.00725634577440498,0.0197474053962048,0.0288343712998653,0.0485065912666991,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.01541222851872e-05,2.51854996036094e-05
region,Northeast,15,female,0.027175928518091,0.0046153556544688,0.0648528579658954,0.00675807182359729,1784,49,127,61,2014,2,0.169832491699276,0.104206229849596,0.0181299976594888,0.0362218593766931,0.0516072805867098,0.078098435345081,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,2.13015078172371e-05,4.56715347728996e-05
region,Northeast,16,female,0.0541396417817308,0.00640375787577084,0.110314950921482,0.00886039707460001,1894,98,204,85,2014,2,0.118282235807696,0.0803190954679075,0.0415885069795052,0.0666907765839563,0.0929488917665415,0.127681010076422,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,4.10081149314971e-05,7.85066363195804e-05
region,Northeast,17,female,0.0921318506564442,0.00885825102341758,0.1680814059438,0.0114604306599984,1806,162,299,106,2014,2,0.0961475424655218,0.0681838100749246,0.0747699976845307,0.109493703628358,0.145619374602885,0.190543437284715,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,7.84686111938786e-05,0.000131341470912631
region,Northeast,18,female,0.13042030483886,0.00957260146315516,0.203716043477069,0.011439316254739,1865,240,390,114,2014,2,0.0733980914626947,0.0561532418335358,0.11165835073272,0.149182258945,0.181295395610017,0.226136691344121,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,9.16346987724003e-05,0.000130857956375936
region,Northeast,19,female,0.195957168417651,0.0130972840787283,0.272950317988755,0.0143342473777806,1699,318,451,91,2014,2,0.0668374838465391,0.0525159577882269,0.170286963328053,0.221627373507248,0.244855709382818,0.301044926594693,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.00017153885023891,0.00020547064788741
region,Northeast,14,male,0.000502544180041706,0.000502571215617019,0.0207384893932237,0.00404755689215015,2072,1,46,45,2014,2,1.00005379741003,0.195171249718539,0,0.00148756566231758,0.0128054236592326,0.0286715551272149,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.52577826766768e-07,1.63827167951922e-05
region,Northeast,15,male,0.00366482386596782,0.00165740622724544,0.0194485768609949,0.0035482924903389,2008,7,43,35,2014,2,0.452247171449738,0.18244483983068,0.000416367352814353,0.00691328037912128,0.0124940513733168,0.0264031023486731,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,2.74699540211196e-06,1.25903795969954e-05
region,Northeast,16,male,0.00216815442653306,0.00155676174430843,0.0184281380842003,0.00344215322631665,1988,3,41,37,2014,2,0.718012391210407,0.186787900686931,0,0.00521935137788733,0.0116816417313513,0.0251746344370493,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.42350712854223e-06,1.18484188334421e-05
region,Northeast,17,male,0.0135224243262417,0.00298187873444248,0.0473279251910947,0.00551992681214031,2034,27,96,65,2014,2,0.220513619636667,0.116631497997274,0.00767804940046859,0.0193667992520149,0.0365090674420027,0.0581467829401868,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,8.89160078692028e-06,3.04695920113855e-05
region,Northeast,18,male,0.0399965982930279,0.00609056974616646,0.0824588730269903,0.00839372391515074,2034,72,155,65,2014,2,0.15227719371395,0.101792852691588,0.0280593009452124,0.0519338956408434,0.0660074764571223,0.0989102695968583,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.70950398329182e-05,7.04546011637735e-05
region,Northeast,19,male,0.0562849959926488,0.00676739089846604,0.114819478252982,0.00936021851515689,1796,96,205,84,2014,2,0.120234367598603,0.0815211726927854,0.0430211535623512,0.0695488384229464,0.0964737870758498,0.133165169430115,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,4.5797579572641e-05,8.76136906514859e-05
region,South,14,combined,0.00219236121830249,0.00131242650578773,0.0210844419044563,0.00411140347670275,1590,3,35,30,2014,2,0.598636070931743,0.194997026496289,0,0.00476466990200218,0.0130262391642062,0.0291426446447065,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.72246333309419e-06,1.69036385482435e-05
region,South,15,combined,0.00962931485331658,0.00322800232822218,0.0364612339187142,0.00580550891388442,1506,11,50,35,2014,2,0.335226584382623,0.159224148223483,0.00330254654798967,0.0159560831586435,0.0250826455355744,0.0478398223018539,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,1.04199990310078e-05,3.37039337491915e-05
region,South,16,combined,0.0223677059189018,0.0042036809378237,0.0649821285064109,0.00745375799101043,1502,35,95,46,2014,2,0.187935273874975,0.114704737476783,0.0141286426782697,0.0306067691595338,0.0503730312945528,0.079591225718269,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.76709334270223e-05,5.55585081885518e-05
region,South,17,combined,0.029750714077892,0.0051208183776586,0.0731056061676552,0.00788618318862969,1490,41,105,52,2014,2,0.172124217396984,0.107873849928063,0.0197140944863103,0.0397873336694737,0.0576489711424558,0.0885622411928546,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.62227808569661e-05,6.21918852846256e-05
region,South,18,combined,0.0770755110765058,0.00833774017880321,0.128684047805006,0.00997156894619085,1533,99,180,52,2014,2,0.10817625549738,0.0774887728221037,0.060733840613599,0.0934171815394127,0.109140131801114,0.148227963808898,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,6.95179112892294e-05,9.94321872486377e-05
region,South,19,combined,0.126867286032112,0.010367786565109,0.216468705017735,0.0130161084095923,1468,161,288,78,2014,2,0.0817215130028458,0.060129284778259,0.106546797765101,0.147187774299124,0.190957601316065,0.241979808719405,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000107490998259655,0.000169419078130259
region,South,14,female,0.0046383405343776,0.00277295110405123,0.0236889066240472,0.00563785479031142,745,3,21,16,2014,2,0.597832583334317,0.237995568127585,0,0.0100732248292086,0.0126389142849702,0.0347388989631242,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,7.68925782545894e-06,3.17854066366374e-05
region,South,15,female,0.0190055464461823,0.00631837339203362,0.0525894078476782,0.00963438513831942,749,11,36,22,2014,2,0.33244892010473,0.183200106877506,0.00662176215692028,0.0313893307354444,0.0337063599633842,0.0714724557319722,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,3.99218423211584e-05,9.28213769934701e-05
region,South,16,female,0.0456373590030457,0.00861144043798477,0.100533190793028,0.0131508300794973,727,34,71,25,2014,2,0.188692786482454,0.130810829495818,0.0287592458895837,0.0625154721165076,0.0747580374704074,0.126308344115649,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,7.41569064169593e-05,0.000172944331779811
region,South,17,female,0.0508602127549894,0.00943764112704166,0.110765580579641,0.013611568124983,700,35,78,31,2014,2,0.185560394182894,0.122886261722758,0.0323627760469737,0.0693576494630051,0.0840873972815606,0.137443763877721,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,8.90690700428282e-05,0.000185274786821053
region,South,18,female,0.121894144461613,0.0148574283379425,0.182147760140405,0.0168134779246963,734,77,123,29,2014,2,0.121887957814261,0.0923068058137853,0.092774120016361,0.151014168906865,0.149193948953141,0.215101571327669,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000220743176817097,0.00028269303992425
region,South,19,female,0.207571800050239,0.0181019852084471,0.31724065723379,0.0204184459105333,712,130,206,42,2014,2,0.087208306735625,0.0643626390405752,0.172092560993006,0.243051039107472,0.277221238628866,0.357260075838715,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0.000327681868486838,0.000416912933401374
region,South,14,male,0,0,0.0187500282779215,0.00601134379072969,845,0,14,14,2014,2,,0.320604518650682,0,0,0.00696801094940281,0.0305320456064402,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,0,3.61362541703444e-05
region,South,15,male,0,0,0.0198977282893081,0.00628347361596688,757,0,14,13,2014,2,,0.315788492264378,0,0,0.00758234630420539,0.0322131102744109,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,0,3.94820406825519e-05
region,South,16,male,0.000666139999592635,0.000665922848569288,0.0318267686510376,0.0074218339173784,775,1,24,21,2014,2,0.999674015937372,0.233194704707681,0,0.00197132479927076,0.0172802414737381,0.0463732958283371,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,4.43453240246635e-07,5.50836186971484e-05
region,South,17,male,0.00980645572316508,0.00427902947758653,0.0375244551988763,0.0078346643477125,790,6,27,21,2014,2,0.436348217784586,0.208788223738079,0.00141971205831024,0.0181931993880199,0.0221687952463998,0.0528801151513528,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.83100932700545e-05,6.13819654413173e-05
region,South,18,male,0.0330915916126294,0.00744399839801403,0.0762160575966868,0.0103598217877335,799,22,57,23,2014,2,0.224951355775013,0.135927022656494,0.018501622851548,0.0476815603737107,0.0559111800064758,0.0965209351868979,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,5.54131121496354e-05,0.000107325907473598
region,South,19,male,0.0432526826435844,0.00838520290392605,0.11206306030571,0.0142306186262442,756,31,82,36,2014,2,0.193865499003212,0.126987595978753,0.0268179869488287,0.0596873783383401,0.084171560320547,0.139954560290874,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,7.03116277400099e-05,0.000202510506485608
region,Southeast,14,combined,0.004073143760362,0.00194225549621159,0.00922753582660783,0.00250938902314479,2502,5,24,19,2014,2,0.476844327252266,0.271945736142135,0.000266392939012323,0.00787989458171168,0.00430922371804389,0.0141458479351718,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,3.77235641256413e-06,6.29703326947956e-06
region,Southeast,15,combined,0.00607526476713799,0.0019997958645534,0.0267804532225734,0.00444808477307253,2377,14,64,40,2014,2,0.329170158207852,0.166094454642134,0.00215573689618119,0.00999479263809479,0.0180623672671703,0.0354985391779766,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,3.99918349988488e-06,1.97854581484397e-05
region,Southeast,16,combined,0.0212907297704678,0.00427564034642989,0.039079329783946,0.00533443233280702,2510,47,103,52,2014,2,0.200821690591395,0.136502656578272,0.0129106286806189,0.0296708308603167,0.0286240345336782,0.0495346250342137,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.82811003720191e-05,2.84561683132969e-05
region,Southeast,17,combined,0.0298320011617746,0.00469490037701315,0.0566624686703243,0.00653671617168225,2429,61,127,58,2014,2,0.157377989882522,0.115362361102098,0.0206301655118253,0.0390338368117239,0.0438507403966665,0.069474196943982,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.20420895500782e-05,4.27286583091323e-05
region,Southeast,18,combined,0.0441933198605351,0.00527287935768256,0.0770301608817175,0.00728984377841591,2359,125,206,52,2014,2,0.119313945508567,0.0946362268360016,0.0338586662246526,0.0545279734964176,0.0627423296230989,0.0913179921403361,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,2.78032567206748e-05,5.31418223137092e-05
region,Southeast,19,combined,0.0733007948383983,0.00721613432963043,0.120346222497108,0.00917412591750166,2283,174,277,72,2014,2,0.0984455127060953,0.0762311082736488,0.0591574314447196,0.087444158232077,0.102365266109169,0.138327178885047,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,5.20725946632708e-05,8.41645863501757e-05
region,Southeast,14,female,0.00812860271372978,0.00388049010902407,0.0123122196600625,0.00423864656660012,1227,5,15,10,2014,2,0.477387103993858,0.344263397147562,0.000522981857678693,0.0157342235697809,0.00400462504633194,0.0206198142737931,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,1.50582034862336e-05,1.7966124716551e-05
region,Southeast,15,female,0.0117506689216278,0.00393246997936022,0.0473678125750579,0.00846727093547974,1167,13,52,29,2014,2,0.334659244132246,0.178755793758952,0.00404316939179676,0.0194581684514587,0.0307722664941749,0.063963358655941,2014Q2,6,-18,2,1,0,0,0,1,1,1,0,-19,1.54643201385694e-05,7.16946770948199e-05
region,Southeast,16,female,0.0398983836968951,0.00807089688811858,0.0628133114943271,0.00933512633354958,1213,44,80,32,2014,2,0.20228631188252,0.1486170066737,0.0240797164732463,0.0557170509205439,0.0445168000894385,0.0811098228992157,2014Q2,6,-18,2,0,0,0,0,1,1,1,0,-19,6.51393765786422e-05,8.71445836633308e-05
