year,quarter,geography_level,geography_value,age,sex,union_conservative,union_conservative_se,union_expanded,union_expanded_se,unweighted_n,union_conservative_unweighted_n,union_expanded_unweighted_n,union_expanded_ambiguous_unweighted_n,union_conservative_cv,union_expanded_cv,union_conservative_ci_lower,union_conservative_ci_upper,union_expanded_ci_lower,union_expanded_ci_upper,period,period_index,trend_2018q4,calendar_quarter,treated_age,partial_2019q1,post_full,pandemic,short_run_clean,full_dynamic,exclude_pandemic,post_pandemic,event_time,union_conservative_variance,union_expanded_variance,population
2013,1,Brazil,Brazil,18,female,0.121039422220986,0.00607571132858439,0.190597092455802,0.00715332448345723,5085,612,1006,284,0.0501961362430477,0.0375311312008394,0.109131246836499,0.132947597605473,0.176576834098497,0.204617350813107,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,3.69142681482887e-05,5.11700511656287e-05,1721424.4409271
2013,1,Brazil,Brazil,18,male,0.0182821234380617,0.00211647158152661,0.0586872679455577,0.00409086421371962,5385,109,328,181,0.115767273352958,0.0697061621187509,0.014133915363967,0.0224303315121564,0.0506693214210235,0.0667052144700919,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,4.47945195540975e-06,1.67351700150918e-05,1759824.74924866
2013,1,Brazil,Brazil,19,combined,0.112108926684972,0.00432649385264799,0.173362476448925,0.00511422399358161,9409,1025,1658,485,0.0385918764953079,0.0295001784604083,0.103629154554449,0.120588698815496,0.163338781612634,0.183386171285215,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.87185490570009e-05,2.61552870565258e-05,3199552.19624604
2013,1,Brazil,Brazil,19,female,0.179099571111825,0.00747245209366582,0.247982311439822,0.00828510938272195,4654,804,1158,257,0.041722333824017,0.0334100820926194,0.164453834132039,0.193745308091611,0.231743795441712,0.264220827437932,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,5.58375402921307e-05,6.86430374836673e-05,1608629.81070706
2013,1,Brazil,Brazil,19,male,0.044372657057336,0.00382648120113141,0.0979121011650718,0.00538068566704224,4755,221,500,228,0.0862351153816873,0.0549542457266936,0.0368728917155989,0.0518724223990731,0.0873661510455382,0.108458051284605,2013Q1,1,-23,1,0,0,0,0,1,1,1,0,-24,1.46419583826121e-05,2.89517782475138e-05,1590922.38553898
2013,2,Brazil,Brazil,14,combined,0.00472729578387996,0.00096023441680518,0.0215240728769545,0.0018424984308872,10433,48,246,187,0.203125520531119,0.085601755830326,0.00284527091022599,0.00660932065753394,0.017912842310844,0.0251353034430649,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,9.22050135217184e-07,3.39480046782179e-06,3397508.70357382
2013,2,Brazil,Brazil,14,female,0.00945936715396115,0.00197957622379852,0.0294966266837346,0.0031151120107262,5092,44,157,103,0.209271528589475,0.105609093681346,0.00557946905066425,0.013339265257258,0.0233911193349031,0.0356021340325661,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,3.91872202582841e-06,9.70392283937063e-06,1632409.3647421
2013,2,Brazil,Brazil,14,male,0.000350954209665056,0.000212716656236136,0.0141508496204594,0.0020202697180444,5341,4,89,84,0.606109430740689,0.142766672830971,0,0.00076787119479967,0.0101911937340355,0.0181105055068833,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,4.52483758402825e-08,4.0814897336472e-06,1765099.33883172
2013,2,Brazil,Brazil,15,combined,0.0081701818874525,0.00108194174204163,0.0350872347863858,0.00242528462692277,10768,100,389,264,0.132425661624894,0.0691215663385307,0.00604961503968039,0.0102907487352246,0.0303337642653585,0.0398407053074131,2013Q2,2,-22,2,1,0,0,0,1,1,1,0,-23,1.17059793317208e-06,5.88200552158792e-06,3508168.5363858
2013,2,Brazil,Brazil,15,female,0.0157802569031155,0.0021290953501931,0.0505919035954522,0.00402196873567923,5278,95,284,167,0.134921463146316,0.0794982684945022,0.0116073066970854,0.0199532071091457,0.0427089897265748,0.0584748174643296,2013Q2,2,-22,2,1,0,0,0,1,1,1,0,-23,4.53304701021388e-06,1.61762325107812e-05,1742396.14149257
2013,2,Brazil,Brazil,15,male,0.000660853175491261,0.000332333571408564,0.0197878251987356,0.00246498612085125,5490,5,105,97,0.502885638949251,0.124570845764736,9.49134467690543e-06,0.00131221500630562,0.0149565411794761,0.0246191092179952,2013Q2,2,-22,2,1,0,0,0,1,1,1,0,-23,1.10445602685171e-07,6.07615657598929e-06,1765772.39489323
2013,2,Brazil,Brazil,16,combined,0.0207615694909472,0.00167372655925341,0.0508379414599066,0.00267223660877504,10691,236,605,313,0.08061657188216,0.0525638240266378,0.0174811257148424,0.024042013267052,0.045600453948538,0.0560754289712751,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,2.80136059515026e-06,7.14084849327753e-06,3464338.78066694
2013,2,Brazil,Brazil,16,female,0.0380778458452185,0.00316920076094054,0.0782312286391701,0.00470937126531572,5273,214,459,194,0.0832295181251305,0.0601980992403557,0.0318663264939981,0.0442893651964389,0.0690010305693235,0.0874614267090168,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,1.00438334631461e-05,2.21781777145814e-05,1759933.61273075
2013,2,Brazil,Brazil,16,male,0.00288113978061104,0.000703335292235557,0.0225521982710681,0.00227886388664867,5418,22,146,119,0.244117032074852,0.101048414848862,0.0015026279387734,0.00425965162244869,0.0180857071275677,0.0270186894145684,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,4.94680533304076e-07,5.19322061387148e-06,1704405.16793619
2013,2,Brazil,Brazil,17,combined,0.0412516339760972,0.00252048833487974,0.079045963530314,0.0033664126888467,10663,450,915,369,0.061100327234073,0.0425880404070942,0.0363115676162796,0.0461917003359149,0.0724479159030758,0.0856440111575522,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,6.35286144626484e-06,1.13327343916281e-05,3495870.01375366
2013,2,Brazil,Brazil,17,female,0.0728222043863484,0.00466863062164036,0.119284905525499,0.00560700646972788,5205,394,683,211,0.0641099876195942,0.0470051633526197,0.0636718565108125,0.0819725522618844,0.108295374783749,0.130274436267249,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,2.17961118813181e-05,3.14385215515703e-05,1758380.6043381
2013,2,Brazil,Brazil,17,male,0.00930146589078557,0.00158619386880177,0.0383231972446656,0.00337035872160713,5458,56,232,158,0.170531600870904,0.0879456559975895,0.00619258303543585,0.0124103487461353,0.0317174155353351,0.044928978953996,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,2.51601098942433e-06,1.13593179123132e-05,1737489.40941556
2013,2,Brazil,Brazil,18,combined,0.0713245692569014,0.00324929783998927,0.125123238728864,0.00416614448066075,10418,769,1384,458,0.0455565014109758,0.0332963286675194,0.0649560625154786,0.0776930759983241,0.116957745592379,0.13328873186535,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,1.05579364529589e-05,1.735675983374e-05,3438822.12522086
2013,2,Brazil,Brazil,18,female,0.119921209848921,0.00589428433427941,0.184907681736852,0.00694677166475485,5121,633,1007,261,0.0491513081105933,0.0375688646328983,0.108368624839094,0.131473794858747,0.171292259465109,0.198523104008595,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,3.47425878133317e-05,4.82576365622409e-05,1717629.54488208
2013,2,Brazil,Brazil,18,male,0.022828528420821,0.00222950725327578,0.0654625553121212,0.00402556253535079,5297,136,377,197,0.0976632050992099,0.0614941246359414,0.0184587745011296,0.0271982823405123,0.0575725977253199,0.0733525128989225,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,4.97070259240931e-06,1.62051537260199e-05,1721192.58033878
2013,2,Brazil,Brazil,19,combined,0.107416524648998,0.00413868953687533,0.16876510929906,0.00502787028779248,9685,1050,1698,478,0.0385293561712149,0.0297921194059304,0.0993048422135298,0.115528207084467,0.158910664616048,0.178619553982072,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,1.71287510826413e-05,2.52794796308664e-05,3296921.84039956
2013,2,Brazil,Brazil,19,female,0.175151012654518,0.00728414122193801,0.2478197125465,0.00815315418839846,4693,820,1193,257,0.0415877768078102,0.0328995385581711,0.160874358201216,0.18942766710782,0.231839823976837,0.263799601116163,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,5.30587133411366e-05,6.64739232197993e-05,1628797.73181478
2013,2,Brazil,Brazil,19,male,0.0412788914469792,0.00336909204776248,0.091574234953272,0.00501900485499783,4992,230,505,221,0.081617793735811,0.0548080457080411,0.0346755923727644,0.0478821905211939,0.0817371661992446,0.101411303707299,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,1.13507812262964e-05,2.51904097344918e-05,1668124.10858478
2013,3,Brazil,Brazil,14,combined,0.00357120854143214,0.000676739966373339,0.0198554358332617,0.00163416758712837,10376,42,246,194,0.189498865306239,0.0823032846446424,0.00224482258044154,0.00489759450242273,0.0166525262177874,0.023058345448736,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,4.57976982086988e-07,2.67050370282096e-06,3425323.23883961
2013,3,Brazil,Brazil,14,female,0.00642790505879621,0.00134104071617686,0.0263926542182753,0.00277265352572036,5000,36,155,110,0.208627959484518,0.105053985961005,0.00379951355328776,0.00905629656430466,0.0209583531662554,0.0318269552702953,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,1.79839020244415e-06,7.68760757368954e-06,1645339.05416155
2013,3,Brazil,Brazil,14,male,0.000930603986422272,0.000393828143666788,0.0138127188209242,0.00184151704925982,5376,6,91,84,0.423196278344852,0.133320389210429,0.000158715008737101,0.00170249296410744,0.0102034117274584,0.0174220259143899,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,1.55100606744028e-07,3.39118504271459e-06,1779984.18467806
2013,3,Brazil,Brazil,15,combined,0.0105778481576564,0.00128073188983969,0.0373045221068807,0.00241460467331733,10710,126,432,282,0.121076789036026,0.0647268625074268,0.00806765977971872,0.0130880365355941,0.0325719839102767,0.0420370603034848,2013Q3,3,-21,3,1,0,0,0,1,1,1,0,-22,1.64027417365234e-06,5.83031572840589e-06,3463830.60205203
2013,3,Brazil,Brazil,15,female,0.020901894320298,0.00256174555935621,0.0588784496742519,0.00438622788072974,5250,120,325,182,0.122560449311452,0.0744963208949415,0.0158809652864044,0.0259228233541916,0.0502816010000362,0.0674752983484676,2013Q3,3,-21,3,1,0,0,0,1,1,1,0,-22,6.56254031088126e-06,1.92389950216909e-05,1715872.39722245
2013,3,Brazil,Brazil,15,male,0.000443311880312121,0.000207436550443392,0.0161266090937159,0.00185590821318428,5460,6,107,100,0.46792463648243,0.115083598938817,3.67437123658471e-05,0.000849880048258394,0.0124890958372626,0.0197641223501692,2013Q3,3,-21,3,1,0,0,0,1,1,1,0,-22,4.30299224598539e-08,3.44439529576487e-06,1747958.20482958
2013,3,Brazil,Brazil,16,combined,0.0187896013841986,0.00156116496455665,0.0498205056569174,0.00257737070945124,10645,240,618,308,0.0830866463122277,0.0517331302737064,0.0157297742797418,0.0218494284886554,0.0447689518915845,0.0548720594222503,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,2.43723604655917e-06,6.64283977393719e-06,3441806.45578758
2013,3,Brazil,Brazil,16,female,0.0347067188736906,0.00299712581149188,0.0779112397486409,0.00454590412445455,5250,219,473,193,0.0863557809195224,0.0583472184388371,0.0288324602260311,0.04058097752135,0.0690014313875379,0.0868210481097439,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,8.98276312991086e-06,2.06652443087329e-05,1731119.39075649
2013,3,Brazil,Brazil,16,male,0.00268237096534462,0.000731987093940011,0.0213942578172033,0.00221175247520875,5395,21,145,115,0.272888091690915,0.103380659151927,0.00124770262407406,0.00411703930661518,0.0170593026230768,0.0257292130113298,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,5.35805105694743e-07,4.89184901159203e-06,1710687.06503109
2013,3,Brazil,Brazil,17,combined,0.0377125339762423,0.00236737660912141,0.0767199706248584,0.00322697087464406,10576,421,883,368,0.0627742651982172,0.0420616802686636,0.0330725610845218,0.0423525068679629,0.0703952239313963,0.0830447173183204,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,5.60447200941519e-06,1.0413341025801e-05,3486812.42147978
2013,3,Brazil,Brazil,17,female,0.0666620784217265,0.00445508865998494,0.119646787071107,0.00563917830376498,5126,365,667,227,0.0668309294498824,0.0471318824500786,0.0579302651002232,0.0753938917432298,0.108594200693328,0.130699373448886,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,1.98478149683264e-05,3.18003319416537e-05,1733472.96575886
2013,3,Brazil,Brazil,17,male,0.00909100692194605,0.0014622984335699,0.0342795432604562,0.00290229592563009,5450,56,216,141,0.160851096707434,0.0846655366315247,0.00622495465749972,0.0119570591863924,0.0285911477737439,0.0399679387471685,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,2.13831670882098e-06,8.42332163992902e-06,1753339.45572092
2013,3,Brazil,Brazil,18,combined,0.0754190004640139,0.00341421752699625,0.126327535832884,0.00433858234940863,10542,806,1371,433,0.0452699917260948,0.0343439165563084,0.0687272570757158,0.0821107438523119,0.117824070684082,0.134831000981686,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,1.16568813216484e-05,1.88232968026001e-05,3450293.74853705
2013,3,Brazil,Brazil,18,female,0.124826655588268,0.00588505537006633,0.185870560626406,0.00694776848127709,5161,664,1002,244,0.0471458226797151,0.0373796068503924,0.113292159015914,0.136361152160622,0.172253184630181,0.199487936622632,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,3.46338767087466e-05,4.82714868694274e-05,1729483.50220288
2013,3,Brazil,Brazil,18,male,0.0257623200706006,0.00286263952989868,0.0664844013146949,0.00444989654106935,5381,142,369,189,0.11111730317975,0.0669314373458274,0.0201516496912785,0.0313729904499227,0.0577627643592697,0.0752060382701202,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,8.19470507813854e-06,1.9801579226221e-05,1720810.24633417
2013,3,Brazil,Brazil,19,combined,0.104947891312066,0.00406669380935602,0.165291492119976,0.00488303881360005,9712,1051,1707,507,0.0387496476443112,0.0295419851982201,0.0969773179095762,0.112918464714556,0.155720911910209,0.174862072329743,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,1.65379985390546e-05,2.38440680551246e-05,3318262.53330382
2013,3,Brazil,Brazil,19,female,0.163948742212362,0.00680348697298805,0.240434117361216,0.00778462547260919,4793,819,1219,288,0.0414976466496799,0.0323773745508586,0.150614152776018,0.177283331648706,0.225176531801769,0.255691702920664,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,4.62874349916181e-05,6.06003937487959e-05,1671419.68989786
2013,3,Brazil,Brazil,19,male,0.0450665345023726,0.00360728255576299,0.0890274673639326,0.00489257753329907,4919,232,488,219,0.0800434867156933,0.0549558206940657,0.0379963906110175,0.0521366783937276,0.0794381916070966,0.0986167431207686,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,1.3012487437112e-05,2.39373149193428e-05,1646842.84340596
2013,4,Brazil,Brazil,14,combined,0.00344380770664208,0.000643247807891458,0.019940228717971,0.00176912958383207,10526,43,239,190,0.186783892332556,0.0887216294684552,0.00218306517004048,0.00470455024324367,0.0164727984496758,0.0234076589862662,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,4.13767742357166e-07,3.12981948438983e-06,3500571.04328704
2013,4,Brazil,Brazil,14,female,0.00603444228902395,0.00119816958191109,0.0253975999782907,0.00293960396265091,5013,38,146,102,0.198555148019303,0.115743375955351,0.0036860730611068,0.0083828115169411,0.0196360820826837,0.0311591178738977,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,1.435610347017e-06,8.64127145723293e-06,1697078.22967455
2013,4,Brazil,Brazil,14,male,0.00100603278587826,0.000536244957363584,0.0148048681070304,0.00204827679241505,5513,5,93,88,0.533029305695484,0.138351573118195,0,0.0020570535892021,0.0107903193635276,0.0188194168505331,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,2.87558654297872e-07,4.19543781834609e-06,1803492.81361249
2013,4,Brazil,Brazil,15,combined,0.00950383478946127,0.00115440183538405,0.0349573003464779,0.0023492139611502,10477,112,395,250,0.121466951073703,0.0672023851346087,0.0072412487684216,0.0117664208105009,0.0303529255906448,0.039561675102311,2013Q4,4,-20,4,1,0,0,0,1,1,1,0,-21,1.33264359753806e-06,5.51880623526301e-06,3418969.70519012
2013,4,Brazil,Brazil,15,female,0.0191089903255059,0.00234635479895521,0.0551661692879235,0.00426147471236793,5121,108,295,156,0.122788004964521,0.0772479722151166,0.014510219424601,0.0237077612264109,0.0468138323306541,0.0635185062451928,2013Q4,4,-20,4,1,0,0,0,1,1,1,0,-21,5.50538084258014e-06,1.81601667241513e-05,1666235.2607574
2013,4,Brazil,Brazil,15,male,0.0003727032081471,0.000237274666024461,0.0157457591359895,0.00195433310881852,5356,4,100,94,0.636631670556515,0.124118062008936,0,0.000837753007998813,0.011915336628911,0.019576181643068,2013Q4,4,-20,4,1,0,0,0,1,1,1,0,-21,5.62992671370195e-08,3.81941790022426e-06,1752734.44443272
2013,4,Brazil,Brazil,16,combined,0.0180411757710065,0.00149884279031141,0.0517921145945066,0.00277343087318218,10698,227,630,350,0.0830789971416479,0.0535492882438971,0.0151034978835086,0.0209788536585044,0.0463562899694581,0.0572279392195552,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,2.24652971006849e-06,7.69191880832007e-06,3482598.29075624
2013,4,Brazil,Brazil,16,female,0.0328713879535283,0.0028930256326614,0.0813158457942743,0.00485464469360399,5215,199,479,232,0.0880104495968164,0.0597010908044423,0.0272011619071608,0.0385416139998959,0.071800917037072,0.0908307745514766,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,8.36959731123589e-06,2.35675751011374e-05,1732339.84351816
2013,4,Brazil,Brazil,16,male,0.00336279070613129,0.000754284173274914,0.0225706382077563,0.00232721691722326,5483,28,151,118,0.2243030385149,0.103108157412382,0.00188442089240389,0.00484116051985869,0.0180093768657864,0.0271318995497262,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,5.68944614053021e-07,5.41593857981013e-06,1750258.44723808
2013,4,Brazil,Brazil,17,combined,0.0394510276702631,0.00235917165273546,0.0816043730948977,0.00355204845404206,10346,449,919,398,0.0598000050202426,0.0435276728357607,0.0348271361975537,0.0440749191429724,0.0746424860536341,0.0885662601361613,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,5.56569088707056e-06,1.26170482198626e-05,3377189.62717332
2013,4,Brazil,Brazil,17,female,0.068921762565713,0.00440275427581513,0.123713308614376,0.00606335985828532,5024,389,694,250,0.0638804655005355,0.0490113790197405,0.0602925227523356,0.0775510023790903,0.111829341666831,0.135597275561921,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,1.93842452132084e-05,3.67643327710658e-05,1698686.76426846
2013,4,Brazil,Brazil,17,male,0.00962590886556373,0.00141346488468112,0.0389890800232013,0.00312129312147068,5322,60,225,148,0.146839628799908,0.0800555724734539,0.00685556859817667,0.0123962491329508,0.0328714579199261,0.0451067021264764,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,1.99788298022661e-06,9.74247075014018e-06,1678502.86290486
2013,4,Brazil,Brazil,18,combined,0.069861764925111,0.00322969555850761,0.123199414635671,0.00420744427245996,10458,754,1344,436,0.0462298019806645,0.0341514956455139,0.0635316779494071,0.0761918519008149,0.11495297539469,0.131445853876651,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,1.04309334006438e-05,1.77025873058561e-05,3485144.48583827
2013,4,Brazil,Brazil,18,female,0.117401555497525,0.00568959941295146,0.183090813824862,0.00687096944623313,5079,629,985,243,0.0484627259736045,0.0375276580113169,0.10625014556168,0.12855296543337,0.16962396117137,0.196557666478354,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,3.23715414798576e-05,4.72102211310692e-05,1751573.41116418
2013,4,Brazil,Brazil,18,male,0.0218282955419143,0.0023892245895959,0.0626860708739041,0.00422882638487111,5379,125,359,193,0.10945538945119,0.0674603835575784,0.0171455013953288,0.0265110896884997,0.054397723462684,0.0709744182851241,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,5.7083941395297e-06,1.78829725933821e-05,1733571.07467409
2013,4,Brazil,Brazil,19,combined,0.108403753278943,0.00425087433842833,0.16884770730008,0.00513162339098285,9549,1068,1688,463,0.039213350182535,0.0303920229243197,0.100072192672818,0.116735313885068,0.158789910271531,0.17890550432863,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,1.80699326411085e-05,2.63335586268823e-05,3300417.84775561
2013,4,Brazil,Brazil,19,female,0.16667107128221,0.00697762222727552,0.243926697986041,0.00809879238348742,4672,816,1187,257,0.0418646269781328,0.0332017464687317,0.152995183019024,0.180346959545397,0.228053356596138,0.259800039375944,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,4.86872119465694e-05,6.55904380708338e-05,1664743.49061753
2013,4,Brazil,Brazil,19,male,0.0491009110363097,0.00392592944813995,0.0924344160595938,0.00513836702056093,4877,252,501,206,0.079956346334119,0.0555893274345797,0.0414062307121102,0.0567955913605093,0.082363401759946,0.102505430359242,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,1.54129220317725e-05,2.64028156379882e-05,1635674.35713808
2014,1,Brazil,Brazil,14,combined,0.00403391044534838,0.000854470591241434,0.0204365087301566,0.00180664108179467,10812,40,253,201,0.211821904035264,0.0884026281420928,0.00235917886066653,0.00570864203003024,0.0168955572768486,0.0239774601834647,2014Q1,5,-19,1,0,0,0,0,1,1,1,0,-20,7.30119991296486e-07,3.26395199842822e-06,3520049.74417167
2014,1,Brazil,Brazil,14,female,0.00827060773168143,0.001751163848032,0.0269980322802437,0.00295360098013485,5167,40,159,108,0.211733394309584,0.109400601846683,0.00483838965851014,0.0117028258048527,0.0212090807344772,0.0327869838260102,2014Q1,5,-19,1,0,0,0,0,1,1,1,0,-20,3.06657482265424e-06,8.72375874985355e-06,1716870.86267761
2014,1,Brazil,Brazil,14,male,0,0,0.0141890483625067,0.00207473680944273,5645,0,94,93,,0.146220997803139,0,0,0.0101226389385994,0.018255457786414,2014Q1,5,-19,1,0,0,0,0,1,1,1,0,-20,0,4.3045328284566e-06,1803178.88149406
2014,1,Brazil,Brazil,15,combined,0.0116423364975795,0.00159711715538822,0.0345762553883053,0.00247346060312073,10600,121,390,235,0.137181841095236,0.0715363932659209,0.00851204439392754,0.0147726286012315,0.02972836168901,0.0394241490876007,2014Q1,5,-19,1,1,0,0,0,1,1,1,0,-20,2.55078320803536e-06,6.11800735519036e-06,3442571.83128685
