year,quarter,geography_value,age,sex,persons_married,opposite_sex_people,same_sex_people,population,population_se,population_cv,unweighted_n,precision_pass,geography_level,geography,formal_marriage_rate_100k,offset_log_population,fixed_denominator_simplification,period,period_index,trend_2018q4,calendar_quarter,treated_age,partial_2019q1,post_full,pandemic,short_run_clean,full_dynamic,exclude_pandemic,post_pandemic,event_time,denominator_only_rate_se,denominator_only_ci_lower,denominator_only_ci_upper
2013,2,Brazil,17,female,5377,5377,0,1758380.6043381,33098.040630234,0.0188230241783706,5205,TRUE,Brazil,Brazil,305.792726940596,14.3799038322807,TRUE,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,5.75594389277272,294.511284213728,317.074169667464
2013,2,Brazil,18,female,9200,9195,5,1717629.54488208,31694.7164300376,0.0184525915523964,5121,TRUE,Brazil,Brazil,535.621899810276,14.3564557266576,TRUE,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,9.88361214371763,516.250375971427,554.993423649125
2013,2,Brazil,19,female,9774,9763,11,1628797.73181478,31297.9935655508,0.0192153960889171,4693,TRUE,Brazil,Brazil,600.074509504011,14.3033527127875,TRUE,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,11.5306693829822,577.474812795727,622.674206212295
2013,2,Brazil,15,male,15,15,0,1765772.39489323,31969.8952965326,0.018105331915366,5490,TRUE,Brazil,Brazil,0.84948660673263,14.3840987701262,TRUE,2013Q2,2,-22,2,1,0,0,0,1,1,1,0,-23,0.0153802369725522,0.819341896192736,0.879631317272524
2013,2,Brazil,16,male,155,155,0,1704405.16793619,30396.9366346294,0.0178343372846235,5418,TRUE,Brazil,Brazil,9.09408178970054,14.3487267327179,TRUE,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,0.162186921931472,8.77620126395145,9.41196231544964
2013,2,Brazil,17,male,551,551,0,1737489.40941556,30915.7451137476,0.0177933430536113,5458,TRUE,Brazil,Brazil,31.712423512575,14.3679517611021,TRUE,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,0.564270030620657,30.6064745750032,32.8183724501468
2013,2,Brazil,18,male,2325,2322,3,1721192.58033878,31234.6802705815,0.0181471153358293,5297,TRUE,Brazil,Brazil,135.080758920212,14.3585279691883,TRUE,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,2.45132611177644,130.276248026768,139.885269813656
2013,2,Brazil,19,male,4233,4231,2,1668124.10858478,31189.8587778665,0.0186975648978107,4992,TRUE,Brazil,Brazil,253.758097387084,14.3272102647592,TRUE,2013Q2,2,-22,2,0,0,0,0,1,1,1,0,-23,4.74465849423996,244.458737619432,263.057457154736
2013,3,Brazil,15,combined,207,207,0,3463830.60205203,44516.2342811652,0.0128517353749323,10710,TRUE,Brazil,Brazil,5.97604282026291,15.0578856450588,TRUE,2013Q3,3,-21,3,1,0,0,0,1,1,1,0,-22,0.0768025209152832,5.82551264534707,6.12657299517875
2013,3,Brazil,16,combined,4767,4765,2,3441806.45578758,43637.5784946583,0.0126786845963635,10645,TRUE,Brazil,Brazil,138.502849048471,15.0515070240122,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,1.7560339387833,135.061085772826,141.944612324116
2013,3,Brazil,17,combined,6165,6165,0,3486812.42147978,45805.4894849113,0.0131367805169949,10576,TRUE,Brazil,Brazil,176.809052360311,15.0644985305429,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,2.32270171427526,172.256640653502,181.36146406712
2013,3,Brazil,18,combined,11826,11815,11,3450293.74853705,45143.9603163921,0.0130840918503051,10542,TRUE,Brazil,Brazil,342.753425125449,15.0539699298864,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,4.48461729634803,333.963736740161,351.543113510737
2013,3,Brazil,19,combined,14362,14349,13,3318262.53330382,46433.4325408885,0.0139932968156854,9712,TRUE,Brazil,Brazil,432.816868944378,15.0149518705638,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,6.05653491397429,420.946278641879,444.687459246877
2013,3,Brazil,15,female,179,179,0,1715872.39722245,30717.4220580765,0.0179019268028322,5250,TRUE,Brazil,Brazil,10.4320111617714,14.3554321956722,TRUE,2013Q3,3,-21,3,1,0,0,0,1,1,1,0,-22,0.18675310022436,10.0659818113305,10.7980405122123
2013,3,Brazil,16,female,4603,4603,0,1731119.39075649,31635.8441268863,0.0182747904597508,5250,TRUE,Brazil,Brazil,265.897316186177,14.3642788039096,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,4.85921773711249,256.373424428398,275.421207943956
2013,3,Brazil,17,female,5596,5596,0,1733472.96575886,32631.4508151217,0.0188243205747582,5126,TRUE,Brazil,Brazil,322.820148369043,14.3656374488076,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,6.07686996088988,310.909702106966,334.730594631121
2013,3,Brazil,18,female,9460,9457,3,1729483.50220288,31773.5087759745,0.0183716749743515,5161,TRUE,Brazil,Brazil,546.984113346591,14.363333368258,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,10.0490143465374,527.288407147251,566.679819545931
2013,3,Brazil,19,female,10108,10101,7,1671419.68989786,31528.1355569933,0.0188630873188529,4793,TRUE,Brazil,Brazil,604.755350262608,14.3291839369622,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,11.407552978547,582.396957272923,627.113743252293
2013,3,Brazil,15,male,28,28,0,1747958.20482958,31667.758216823,0.0181169996681417,5460,TRUE,Brazil,Brazil,1.60186896475193,14.3739589246312,TRUE,2013Q3,3,-21,3,1,0,0,0,1,1,1,0,-22,0.0290210595028172,1.54498873333321,1.65874919617065
2013,3,Brazil,16,male,164,162,2,1710687.06503109,30356.8021712132,0.0177453859281162,5395,TRUE,Brazil,Brazil,9.58679137478715,14.3524056401977,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,0.170121312757934,9.25335972877892,9.92022302079538
2013,3,Brazil,17,male,569,569,0,1753339.45572092,31463.2842256317,0.0179447762513819,5450,TRUE,Brazil,Brazil,32.4523581639269,14.3770327878957,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,0.582350306081376,31.3109725376215,33.5937437902323
2013,3,Brazil,18,male,2366,2358,8,1720810.24633417,30957.0431156742,0.0179898063610568,5381,TRUE,Brazil,Brazil,137.493370058684,14.3583058113195,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,2.47347910328485,132.645440099733,142.341300017635
2013,3,Brazil,19,male,4254,4248,6,1646842.84340596,32369.7534247872,0.0196556420391887,4919,TRUE,Brazil,Brazil,258.312444143242,14.3143705846956,TRUE,2013Q3,3,-21,3,0,0,0,0,1,1,1,0,-22,5.07729693634748,248.361125009185,268.263763277299
2013,4,Brazil,15,combined,222,222,0,3418969.70519012,45108.1964805627,0.0131935057546976,10477,TRUE,Brazil,Brazil,6.4931841795204,15.0448498078598,TRUE,2013Q4,4,-20,4,1,0,0,0,1,1,1,0,-21,0.085667862838814,6.32527825372381,6.66109010531699
2013,4,Brazil,16,combined,5940,5932,8,3482598.29075624,44242.759097705,0.0127039513041562,10698,TRUE,Brazil,Brazil,170.562307337208,15.063289208432,TRUE,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,2.16681524673642,166.315427492452,174.809187181964
2013,4,Brazil,17,combined,8246,8244,2,3377189.62717332,44298.0780480291,0.0131168465316845,10346,TRUE,Brazil,Brazil,244.167515310706,15.0325544503448,TRUE,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,3.20270782635325,237.890323318049,250.444707303363
2013,4,Brazil,18,combined,15648,15630,18,3485144.48583827,45421.0151923546,0.0130327495393436,10458,TRUE,Brazil,Brazil,448.991428148387,15.0640200606684,TRUE,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,5.85159282837012,437.522516952589,460.460339344185
2013,4,Brazil,19,combined,19365,19333,32,3300417.84775561,46602.1070729359,0.0141200627383065,9549,TRUE,Brazil,Brazil,586.743887994934,15.009559638953,TRUE,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,8.28486050980638,570.505859778775,602.981916211093
2013,4,Brazil,15,female,197,197,0,1666235.2607574,31325.8183710949,0.0188003573738174,5121,TRUE,Brazil,Brazil,11.8230603228533,14.3260773046789,TRUE,2013Q4,4,-20,4,1,0,0,0,1,1,1,0,-21,0.222277759321843,11.3874039200182,12.2587167256884
2013,4,Brazil,16,female,5714,5713,1,1732339.84351816,32225.7482387175,0.0186024401385765,5215,TRUE,Brazil,Brazil,329.842901286366,14.3649835633594,TRUE,2013Q4,4,-20,4,0,0,0,0,1,1,1,0,-21,6.13588282631401,317.816791933433,341.869010639299
