specification,coef_log,se_log,p_value,rate_ratio,pct_change,ci_lower_pct,ci_upper_pct,n_cells,n_treated_post_events
placebo_2016,-0.0610968391867066,0.0899397316194786,0.496942306101294,0.940732135629932,-5.92678643700679,-21.1304903137341,12.2077409289334,700,
placebo_2017,0.179834769199493,0.062528249325558,0.00402677804175691,1.19701956228037,19.7019562280366,5.89540244273563,35.3085969201274,940,
placebo_2018,0.313436531631546,0.0817576248716837,0.000126215477240528,1.36811862774904,36.8118627749041,16.5551691845012,60.5890663357049,1180,
