estimate,std_error,statistic,p_value,ci_lower,ci_upper,sex,focal_age,controls,window,age_specific_trends,model,geography,rate_ratio,percent_change,effect_points_per_100k,observations,source_rows,regions_or_geographies,periods,time_clusters,zero_outcome_cells,dropped_observations,collinear_variables,p_value_holm_ages_16_19,role
-0.0107762712655847,0.0765401853316733,-0.140792333058611,0.888034000065577,-0.160792277885685,0.139239735354516,combined,15,17-18-19,short_run_clean,TRUE,PPML,region,0.989281584735128,-1.07184152648725,,540,540,5,27,27,0,0,"",,primary
0.00606685199359811,0.0209256615375934,0.289924023797235,0.771874362251683,-0.03494669097276,0.0470803949599562,combined,16,18-19,short_run_clean,TRUE,PPML,region,1.00608529261346,0.608529261346313,,405,405,5,27,27,0,0,"",1,delay mechanism
0.0326698580154466,0.0200822140035574,1.62680559074111,0.103778393880213,-0.00669055816135184,0.0720302741922451,combined,17,18-19,short_run_clean,TRUE,PPML,region,1.03320937713421,3.32093771342104,,405,405,5,27,27,0,0,"",0.311335181640638,delay mechanism
0.00807619786601028,0.0128259152801836,0.62967809232985,0.528905218814457,-0.0170621341519115,0.0332145298839321,combined,18,17-19,short_run_clean,TRUE,PPML,region,1.00810889832451,0.810889832450812,,405,405,5,27,27,0,0,"",1,placebo/mechanism
-0.0240113771291138,0.0132471834164943,-1.81256470709214,0.0698989853539497,-0.0499753795220388,0.00195262526381125,combined,19,17-18,short_run_clean,TRUE,PPML,region,0.976274602492522,-2.3725397507478,,405,405,5,27,27,0,0,"",0.279595941415799,placebo/mechanism
