estimate,std_error,statistic,p_value,ci_lower,ci_upper,observations,dropped_observations,household_clusters,period_clusters,collinear_variables,model_family,outcome,estimator,effect_percentage_points,odds_ratio,collapsed_sufficient_statistic_rows,psu_clusters,strata,lonely_strata,point_difference_from_individual_lpm,weight,sample,treatment,age_specific_trends
0.00343716667544865,0.00236335338212725,1.4543600214179,0.145846517745577,-0.00119492083626168,0.00806925418715898,1058334,0,324052,27,"",linear,union_conservative,weighted microdata LPM; two-way dwelling and period clusters,0.343716667544865,,,,,,,V1028 normalized to mean one within quarter; never divided by four,ages 15 and 17-19; 2013Q1-2018Q4 plus 2019Q2-Q4,age 15 x 2019Q2-Q4,TRUE
0.00596519493451958,0.0036529845670597,1.63296472377954,0.102476416097222,-0.00119452325299808,0.0131249131220372,1058334,0,324052,27,"",linear,union_expanded,weighted microdata LPM; two-way dwelling and period clusters,0.596519493451958,,,,,,,V1028 normalized to mean one within quarter; never divided by four,ages 15 and 17-19; 2013Q1-2018Q4 plus 2019Q2-Q4,age 15 x 2019Q2-Q4,TRUE
0.113850131050273,0.138410556561871,0.822553812933916,0.410761772986851,-0.157429574891139,0.385129836991684,1058334,0,324052,27,"",logit,union_conservative,weighted fixed-effects logit robustness; two-way clusters,,1.1205841715261,,,,,,V1028 normalized to mean one within quarter; never divided by four,ages 15 and 17-19; 2013Q1-2018Q4 plus 2019Q2-Q4,age 15 x 2019Q2-Q4,TRUE
0.00343716667544904,0.00188081085073704,1.82749194269169,0.067625836564716,-0.000249154853727691,0.00712348820462577,1058334,0,324052,27,,linear,union_conservative,exact WLS sufficient statistics; Taylor scores centered by period-Estrato and clustered by period-UPA,0.343716667544904,,757562,357852,15513,30,3.89879101225787e-16,V1028 normalized to mean one within quarter; never divided by four,ages 15 and 17-19; 2013Q1-2018Q4 plus 2019Q2-Q4,age 15 x 2019Q2-Q4,TRUE
