estimate,std_error,statistic,p_value,ci_lower,ci_upper,rate_ratio,percent_change,sex,controls,age_specific_trends,geography,pre_start,baseline,omitted,post,observations,periods,period_clusters,dropped_observations,timing_semantics
0.00613497379251928,0.113129120186278,0.0542298373965736,0.956752048849585,-0.215594027375289,0.227863974960327,1.00615383128793,0.615383128792657,combined,17-18-19,TRUE,Brazil,2013M01,2019M02,2019M03,2019M04-2019M12,332,83,83,0,"month of registration, not occurrence/celebration"
-0.0788982656705388,0.114562343083044,-0.688692842231298,0.491016581499763,-0.303436332097827,0.145639800756749,0.924133935809206,-7.58660641907939,female,17-18-19,TRUE,Brazil,2013M01,2019M02,2019M03,2019M04-2019M12,332,83,83,0,"month of registration, not occurrence/celebration"
0.931841467652013,0.307364131738897,3.03171831527696,0.00243166007017475,0.329418839304351,1.53426409599968,2.5391806941854,153.91806941854,male,17-18-19,TRUE,Brazil,2013M01,2019M02,2019M03,2019M04-2019M12,332,83,83,0,"month of registration, not occurrence/celebration"
