protocol_status,gate_status,selected_model,selected_calibration_tier,selected_rolling_rmse,selected_log_effect,selected_percent_change,selected_ci_lower_percent,selected_ci_upper_percent,selected_p_value,ensemble_log_effect,ensemble_percent_change,all_model_log_lower,all_model_log_upper,all_model_percent_lower,all_model_percent_upper,calibrated_models,calibrated_model_log_lower,calibrated_model_log_upper,calibrated_model_percent_lower,calibrated_model_percent_upper,causal_status
post-result sensitivity; original lock unchanged,failed,global_linear,fail,0.13068127253719,0.0197780163584076,1.99748971523761,-17.6456958433092,23.4107271865158,0.853,0.0296690863991701,3.01135989463215,-0.410726845578211,0.120804207224276,-33.6831945851231,12.84039573944,0,,,,,"specification envelope; not a confidence set, identified set, or causal bound"
