specification_id,estimate,std_error,statistic,p_value,ci_lower,ci_upper,sex,focal_age,controls,window,age_specific_trends,model,geography,rate_ratio,percent_change,effect_points_per_100k,observations,source_rows,regions_or_geographies,periods,time_clusters,zero_outcome_cells,dropped_observations,collinear_variables
REG-Q-116,131.05145673259,10.9998776798153,11.9139012766541,1.00178029752284e-32,109.492092645806,152.610820819374,female,15,16-17,full_dynamic,FALSE,WLS,region,,,131.05145673259,705,705,5,47,47,12,0,""
REG-Q-117,1.02711276887647,0.229835315579429,4.46890751443944,7.86201126101597e-06,0.576643827965391,1.47758170978755,male,15,16-17,full_dynamic,TRUE,PPML,region,2.79299017400149,179.299017400149,,705,705,5,47,47,100,0,""
REG-Q-118,2.64755401895701,1.1867604169085,2.23090859893512,0.0256871840317321,0.321546343538608,4.97356169437541,male,15,16-17,full_dynamic,TRUE,WLS,region,,,2.64755401895701,705,705,5,47,47,100,0,""
REG-Q-119,-0.490579231511603,0.166207429421264,-2.9516083199157,0.00316123645839316,-0.816339807140262,-0.164818655882943,male,15,16-17,full_dynamic,FALSE,PPML,region,0.612271644423104,-38.7728355576897,,705,705,5,47,47,100,0,""
REG-Q-120,8.16905200948435,0.690710797362905,11.8270223090088,2.83003973956159e-32,6.81528372292012,9.52282029604859,male,15,16-17,full_dynamic,FALSE,WLS,region,,,8.16905200948435,705,705,5,47,47,100,0,""
REG-Q-121,-0.0301579682639864,0.086217108138136,-0.349790997578666,0.726495555666874,-0.199140395065928,0.138824458537955,combined,15,16-17,exclude_pandemic,TRUE,PPML,region,0.970292246059878,-2.97077539401218,,585,585,5,39,39,9,0,""
REG-Q-122,-3.52479096581538,7.25300370387905,-0.485976722158607,0.626983670196369,-17.7404170051539,10.6908350735232,combined,15,16-17,exclude_pandemic,TRUE,WLS,region,,,-3.52479096581538,585,585,5,39,39,9,0,""
REG-Q-123,-0.535710495828016,0.0929415585993801,-5.76394999073739,8.21677715331256e-09,-0.71787260334982,-0.353548388306212,combined,15,16-17,exclude_pandemic,FALSE,PPML,region,0.58525332234674,-41.474667765326,,585,585,5,39,39,9,0,""
REG-Q-124,71.2674515497028,6.3295382558599,11.2595024579752,2.07929317907455e-29,58.8617845294489,83.6731185699567,combined,15,16-17,exclude_pandemic,FALSE,WLS,region,,,71.2674515497028,585,585,5,39,39,9,0,""
REG-Q-125,-0.113975560631231,0.0798418117598103,-1.42751721333812,0.153430867176664,-0.270462636140886,0.0425115148784237,female,15,16-17,exclude_pandemic,TRUE,PPML,region,0.892279762370097,-10.7720237629903,,585,585,5,39,39,10,0,""
REG-Q-126,-6.5656163004527,13.4882695270184,-0.486764909857495,0.626424940057128,-33.0021387871778,19.8709061862724,female,15,16-17,exclude_pandemic,TRUE,WLS,region,,,-6.5656163004527,585,585,5,39,39,10,0,""
REG-Q-127,-0.525283409069195,0.0870469942336987,-6.03448072726032,1.59474661346943e-09,-0.69589238272971,-0.35467443540868,female,15,16-17,exclude_pandemic,FALSE,PPML,region,0.591387735966449,-40.8612264033551,,585,585,5,39,39,10,0,""
REG-Q-128,135.630125185679,12.0004671316811,11.3020704692084,1.28160214881561e-29,112.109641809927,159.150608561431,female,15,16-17,exclude_pandemic,FALSE,WLS,region,,,135.630125185679,585,585,5,39,39,10,0,""
REG-Q-129,0.968653397187851,0.261039568241949,3.71075313873504,0.000206643543218667,0.457025244893746,1.48028154948196,male,15,16-17,exclude_pandemic,TRUE,PPML,region,2.63439458659764,163.439458659764,,585,585,5,39,39,79,0,""
REG-Q-130,0.684271504179192,1.28058271185934,0.534343855997917,0.593103655155069,-1.82562449028976,3.19416749864814,male,15,16-17,exclude_pandemic,TRUE,WLS,region,,,0.684271504179192,585,585,5,39,39,79,0,""
REG-Q-131,-0.638697896292622,0.237554823792689,-2.68863366399162,0.00717451061095762,-1.10429679528005,-0.173098997305192,male,15,16-17,exclude_pandemic,FALSE,PPML,region,0.527979460662661,-47.2020539337339,,585,585,5,39,39,79,0,""
REG-Q-132,7.99773404680686,0.709059977784882,11.2793477242813,1.65972013065785e-29,6.60800202746972,9.38746606614399,male,15,16-17,exclude_pandemic,FALSE,WLS,region,,,7.99773404680686,585,585,5,39,39,79,0,""
REG-Q-133,-0.0313363029671964,0.149323785826815,-0.209854731405887,0.833781054541976,-0.324005545222925,0.261332939288533,combined,15,16-17,post_pandemic,TRUE,PPML,region,0.969149590381722,-3.08504096182779,,540,540,5,36,36,9,0,""
REG-Q-134,-20.3415678747028,7.33229910599795,-2.77424141877451,0.00553306009718951,-34.712610046334,-5.97052570307158,combined,15,16-17,post_pandemic,TRUE,WLS,region,,,-20.3415678747028,540,540,5,36,36,9,0,""
REG-Q-135,-0.632251165652009,0.117902318774526,-5.36249984074624,8.20780408877542e-08,-0.863335464143841,-0.401166867160177,combined,15,16-17,post_pandemic,FALSE,PPML,region,0.53139419714603,-46.860580285397,,540,540,5,36,36,9,0,""
REG-Q-136,76.9784242427727,5.71381709249853,13.4723290921992,2.2757242692444e-41,65.7795485272263,88.1772999583192,combined,15,16-17,post_pandemic,FALSE,WLS,region,,,76.9784242427727,540,540,5,36,36,9,0,""
REG-Q-137,-0.114645984555494,0.142993374416088,-0.801757319341892,0.422693351911017,-0.394907848438879,0.16561587932789,female,15,16-17,post_pandemic,TRUE,PPML,region,0.891681757151169,-10.8318242848831,,540,540,5,36,36,10,0,""
REG-Q-138,-37.2063170609079,13.9527218974668,-2.66659920080991,0.00766229895342914,-64.5531494662462,-9.85948465556962,female,15,16-17,post_pandemic,TRUE,WLS,region,,,-37.2063170609079,540,540,5,36,36,10,0,""
REG-Q-139,-0.601599388962167,0.115126253324785,-5.2255621249567,1.73626810478719e-07,-0.82724269915378,-0.375956078770554,female,15,16-17,post_pandemic,FALSE,PPML,region,0.547934574389317,-45.2065425610683,,540,540,5,36,36,10,0,""
REG-Q-140,146.555963313656,10.8333650043862,13.5282032179584,1.06597328397676e-41,125.322958073682,167.788968553629,female,15,16-17,post_pandemic,FALSE,WLS,region,,,146.555963313656,540,540,5,36,36,10,0,""
REG-Q-141,0.945988998088652,0.434542020167456,2.17697933498837,0.0294821093299545,0.0943022887911602,1.79767570738614,male,15,16-17,post_pandemic,TRUE,PPML,region,2.57535914477365,157.535914477365,,540,540,5,36,36,72,0,""
REG-Q-142,-2.01393478256094,1.37636393035311,-1.46322839341209,0.143404893937542,-4.71155851567303,0.683688950551155,male,15,16-17,post_pandemic,TRUE,WLS,region,,,-2.01393478256094,540,540,5,36,36,72,0,""
REG-Q-143,-0.992091008699217,0.283849147038024,-3.49513471874664,0.000473822530128581,-1.54842511393616,-0.435756903462277,male,15,16-17,post_pandemic,FALSE,PPML,region,0.370800532688407,-62.9199467311593,,540,540,5,36,36,72,0,""
REG-Q-144,8.36383431845107,0.692797602880123,12.0725508917477,1.47490341685425e-33,7.00597596823035,9.7216926686718,male,15,16-17,post_pandemic,FALSE,WLS,region,,,8.36383431845107,540,540,5,36,36,72,0,""
