exposure,estimate_per_preperiod_sd,std_error_cluster_year,p_value_cluster_year,ci_lower_cluster_year,ci_upper_cluster_year,rate_ratio_gradient,percent_gradient,two_way_std_error,two_way_p_value,observations,ufs,years,year_clusters,interpretation
raw affected-marriage share,0.092726303022909,0.0971440044387482,0.339818366081641,-0.0976724469910365,0.283125053036855,1.09716140441036,9.71614044103648,0.167730520523341,0.580380479654175,972,27,9,9,effect gradient per one pre-period SD; not national average effect
empirical-Bayes affected-marriage share,0.0943448344743632,0.0972524528656835,0.331995470552996,-0.0962664705505556,0.284956139499282,1.09893863251254,9.89386325125392,0.167346912474462,0.572912031069766,972,27,9,9,effect gradient per one pre-period SD; not national average effect
