estimand,geography,sex,controls,window,age_specific_trends,estimate,effect_percentage_points,period_cluster_se,design_draw_se,combined_se_quadrature,ci_lower,ci_upper,ci_lower_percentage_points,ci_upper_percentage_points,p_value,equivalence_margin_percentage_points,tost_p_lower,tost_p_upper,tost_p_value,equivalent_at_5_percent,mde_80_power_percentage_points,unweighted_people,unweighted_union_cases,age15_unweighted_people,age15_unweighted_union_cases,post_unweighted_people,post_unweighted_union_cases,post_age15_unweighted_people,post_age15_unweighted_union_cases,periods,time_clusters,design_draws,interpretation_rule
union_conservative prevalence at age 15,Brazil,combined,17-19,2019Q2-2019Q4,TRUE,0.00398966577032208,0.398966577032208,0.00125773969796627,0.00162254789515759,0.00205294199136766,-3.40265951084698e-05,0.00801335813575264,-0.00340265951084698,0.801335813575264,0.0519691231840482,0.5,5.96348470349728e-06,0.311310298882175,0.311310298882175,FALSE,0.575149193665904,1058334,57141,268754,2470,105634,4980,26093,186,27,27,999,imprecise estimates are indeterminate; nonrejection is not no substitution
