age_specific_trends,estimate,std_error,p_value,rate_ratio,percent_change,periods,timing_semantics
TRUE,-0.0242928616028555,0.106655831730997,0.819826050264554,0.975999835023014,-2.40001649769855,83,"month of registration, not occurrence/celebration"
FALSE,-0.480281639770056,0.102160528218562,2.5858044175727e-06,0.6186091423329,-38.13908576671,83,"month of registration, not occurrence/celebration"
