estimate,std_error,statistic,p_value,ci_lower,ci_upper,sex,focal_age,controls,window,age_specific_trends,model,geography,rate_ratio,percent_change,effect_points_per_100k,observations,source_rows,regions_or_geographies,periods,time_clusters,zero_outcome_cells,dropped_observations,collinear_variables
0.018602497125697,0.0844456844358498,0.220289494365205,0.82564570149827,-0.146908003018403,0.184112997269797,combined,15,17-18-19,short_run_clean,TRUE,PPML,Brazil,1.01877660149168,1.87766014916775,,108,108,1,27,27,0,0,""
-0.0678526377739526,0.0712598629217824,-0.952185914929844,0.341002702986593,-0.207519402643907,0.071814127096002,female,15,17-18-19,short_run_clean,TRUE,PPML,Brazil,0.934398158424832,-6.56018415751684,,108,108,1,27,27,0,0,""
0.962011859160591,0.276701380144332,3.4767150733357,0.000507596931429941,0.419687119605174,1.50433659871601,male,15,17-18-19,short_run_clean,TRUE,PPML,Brazil,2.61695612796587,161.695612796587,,108,108,1,27,27,0,0,""
