estimand,sex,window,controls,trends,beta_log_rate_ratio,beta_se_period_cluster,beta_ci_lower,beta_ci_upper,p_value_period_cluster,rate_ratio,rate_ratio_ci_lower,rate_ratio_ci_upper,percent_change,percent_change_ci_lower,percent_change_ci_upper,effect_points_per_100k,effect_points_ci_lower,effect_points_ci_upper,estimated_events_avoided,events_avoided_ci_lower,events_avoided_ci_upper,observed_events_treated_cells,fitted_events_with_treatment,fitted_events_without_treatment,observations,regions,periods,time_clusters,registration_timing,denominator_treated_as_fixed
formal_marriage_rate_15_100k,combined,2019Q2-2019Q4,17-19,TRUE,-0.0107762712655847,0.0765401853316733,-0.160792277885685,0.139239735354516,0.888034000065577,0.989281584735128,0.851468921663311,1.14939961870157,-1.07184152648725,-14.8531078336689,14.9399618701569,-0.0224682463500536,-0.361748764022942,0.269548527217657,2.1019016293473,-25.2162309296386,33.8415515242195,194,194.00000125511,196.101902884457,540,5,27,27,TRUE,TRUE
