estimate,std_error,p_value,ci_lower,ci_upper,outcome,pre_start_year,pre_end,post,rate_ratio,percent_change,periods,model
-0.0107762712655847,0.0765401853316733,0.888034000065577,-0.160792277885685,0.139239735354516,formal marriage registration age 15,2013,2018Q4,2019Q2-Q4,0.989281584735128,-1.07184152648725,27,PPML with age-specific trends
0.0788872353226923,0.083126775006832,0.34262106580921,-0.0840382498416628,0.241812720487047,formal marriage registration age 15,2014,2018Q4,2019Q2-Q4,1.08208229452948,8.20822945294828,23,PPML with age-specific trends
0.105441880335224,0.102246134281493,0.302421057044699,-0.0949568604149476,0.305840621085395,formal marriage registration age 15,2015,2018Q4,2019Q2-Q4,1.11120151998621,11.1201519986214,19,PPML with age-specific trends
