year,uf,sex,age_group,persons_married
2004,AP,female,15,1
2004,AP,female,16,19
2004,AP,female,17,25
2004,AP,female,18,48
2004,AP,female,19,48
2004,AP,female,20-24,401
2004,AP,female,25-29,375
2004,AP,female,30-34,272
2004,AP,female,35-39,138
2004,AP,female,40-44,78
2004,AP,female,45-49,52
2004,AP,female,50-54,13
2004,AP,female,55-59,12
2004,AP,female,60-64,4
2004,AP,female,65+,7
2004,AP,female,<15,2
2004,AP,female,unknown,0
2004,AP,male,15,0
2004,AP,male,16,2
2004,AP,male,17,0
2004,AP,male,18,7
2004,AP,male,19,20
2004,AP,male,20-24,256
2004,AP,male,25-29,399
2004,AP,male,30-34,306
2004,AP,male,35-39,196
2004,AP,male,40-44,132
2004,AP,male,45-49,64
2004,AP,male,50-54,48
2004,AP,male,55-59,21
2004,AP,male,60-64,21
2004,AP,male,65+,23
2004,AP,male,<15,0
2004,AP,male,unknown,0
2004,BA,female,15,95
2004,BA,female,16,1759
2004,BA,female,17,2226
2004,BA,female,18,2917
2004,BA,female,19,3048
2004,BA,female,20-24,15650
2004,BA,female,25-29,10343
2004,BA,female,30-34,5467
2004,BA,female,35-39,3087
2004,BA,female,40-44,1763
2004,BA,female,45-49,1114
2004,BA,female,50-54,752
2004,BA,female,55-59,511
2004,BA,female,60-64,277
2004,BA,female,65+,308
2004,BA,female,<15,47
2004,BA,female,unknown,2
2004,BA,male,15,16
2004,BA,male,16,55
2004,BA,male,17,138
2004,BA,male,18,606
2004,BA,male,19,1193
2004,BA,male,20-24,14041
2004,BA,male,25-29,13864
2004,BA,male,30-34,7803
2004,BA,male,35-39,4318
2004,BA,male,40-44,2442
2004,BA,male,45-49,1431
2004,BA,male,50-54,954
2004,BA,male,55-59,728
2004,BA,male,60-64,604
2004,BA,male,65+,1172
2004,BA,male,<15,1
2004,BA,male,unknown,0
2004,CE,female,15,92
2004,CE,female,16,1523
2004,CE,female,17,1576
2004,CE,female,18,2142
2004,CE,female,19,2155
2004,CE,female,20-24,10324
2004,CE,female,25-29,6748
2004,CE,female,30-34,3543
2004,CE,female,35-39,1971
2004,CE,female,40-44,1077
2004,CE,female,45-49,538
2004,CE,female,50-54,423
2004,CE,female,55-59,230
2004,CE,female,60-64,112
2004,CE,female,65+,130
2004,CE,female,<15,40
2004,CE,female,unknown,0
2004,CE,male,15,11
2004,CE,male,16,81
2004,CE,male,17,205
2004,CE,male,18,735
2004,CE,male,19,1158
2004,CE,male,20-24,10229
2004,CE,male,25-29,8657
2004,CE,male,30-34,4779
2004,CE,male,35-39,2649
2004,CE,male,40-44,1482
2004,CE,male,45-49,701
2004,CE,male,50-54,530
2004,CE,male,55-59,409
2004,CE,male,60-64,336
2004,CE,male,65+,659
2004,CE,male,<15,2
2004,CE,male,unknown,1
2004,DF,female,15,8
2004,DF,female,16,164
2004,DF,female,17,254
2004,DF,female,18,481
2004,DF,female,19,577
2004,DF,female,20-24,3932
2004,DF,female,25-29,3465
2004,DF,female,30-34,1702
2004,DF,female,35-39,839
2004,DF,female,40-44,476
2004,DF,female,45-49,215
2004,DF,female,50-54,125
2004,DF,female,55-59,58
2004,DF,female,60-64,35
2004,DF,female,65+,17
2004,DF,female,<15,1
2004,DF,female,unknown,3
2004,DF,male,15,0
2004,DF,male,16,7
2004,DF,male,17,21
2004,DF,male,18,95
2004,DF,male,19,205
2004,DF,male,20-24,3119
2004,DF,male,25-29,3902
2004,DF,male,30-34,2199
2004,DF,male,35-39,1187
2004,DF,male,40-44,632
2004,DF,male,45-49,379
2004,DF,male,50-54,239
2004,DF,male,55-59,148
2004,DF,male,60-64,83
2004,DF,male,65+,132
2004,DF,male,<15,0
2004,DF,male,unknown,4
2004,ES,female,15,32
2004,ES,female,16,757
2004,ES,female,17,860
2004,ES,female,18,1269
2004,ES,female,19,1234
2004,ES,female,20-24,6520
2004,ES,female,25-29,4195
2004,ES,female,30-34,1933
2004,ES,female,35-39,1079
2004,ES,female,40-44,683
2004,ES,female,45-49,418
2004,ES,female,50-54,229
2004,ES,female,55-59,144
2004,ES,female,60-64,85
2004,ES,female,65+,90
2004,ES,female,<15,7
2004,ES,female,unknown,0
2004,ES,male,15,1
2004,ES,male,16,8
2004,ES,male,17,54
2004,ES,male,18,232
2004,ES,male,19,504
2004,ES,male,20-24,6042
2004,ES,male,25-29,5723
2004,ES,male,30-34,2913
2004,ES,male,35-39,1521
2004,ES,male,40-44,848
2004,ES,male,45-49,569
2004,ES,male,50-54,351
2004,ES,male,55-59,240
2004,ES,male,60-64,159
2004,ES,male,65+,368
2004,ES,male,<15,1
2004,ES,male,unknown,1
2004,GO,female,15,118
2004,GO,female,16,1316
2004,GO,female,17,1447
2004,GO,female,18,1862
2004,GO,female,19,1892
2004,GO,female,20-24,8841
2004,GO,female,25-29,5605
2004,GO,female,30-34,2896
2004,GO,female,35-39,1588
2004,GO,female,40-44,873
2004,GO,female,45-49,568
2004,GO,female,50-54,315
2004,GO,female,55-59,181
2004,GO,female,60-64,100
2004,GO,female,65+,106
2004,GO,female,<15,30
2004,GO,female,unknown,1
2004,GO,male,15,5
2004,GO,male,16,21
2004,GO,male,17,112
2004,GO,male,18,513
2004,GO,male,19,835
2004,GO,male,20-24,8722
2004,GO,male,25-29,7828
2004,GO,male,30-34,4037
2004,GO,male,35-39,2159
2004,GO,male,40-44,1257
2004,GO,male,45-49,754
2004,GO,male,50-54,493
2004,GO,male,55-59,346
2004,GO,male,60-64,260
2004,GO,male,65+,395
2004,GO,male,<15,1
2004,GO,male,unknown,1
2004,MA,female,15,167
2004,MA,female,16,941
2004,MA,female,17,1091
2004,MA,female,18,1174
2004,MA,female,19,1191
2004,MA,female,20-24,4965
2004,MA,female,25-29,2815
2004,MA,female,30-34,1631
2004,MA,female,35-39,877
2004,MA,female,40-44,640
2004,MA,female,45-49,346
2004,MA,female,50-54,276
2004,MA,female,55-59,169
2004,MA,female,60-64,109
2004,MA,female,65+,179
2004,MA,female,<15,95
2004,MA,female,unknown,0
2004,MA,male,15,8
2004,MA,male,16,33
2004,MA,male,17,136
2004,MA,male,18,459
2004,MA,male,19,636
2004,MA,male,20-24,5332
2004,MA,male,25-29,3944
2004,MA,male,30-34,2179
2004,MA,male,35-39,1182
2004,MA,male,40-44,809
2004,MA,male,45-49,491
2004,MA,male,50-54,335
2004,MA,male,55-59,268
2004,MA,male,60-64,242
2004,MA,male,65+,610
2004,MA,male,<15,2
2004,MA,male,unknown,0
2004,MG,female,15,220
2004,MG,female,16,3432
2004,MG,female,17,4129
2004,MG,female,18,5452
2004,MG,female,19,5694
2004,MG,female,20-24,31507
2004,MG,female,25-29,21063
2004,MG,female,30-34,9883
2004,MG,female,35-39,4828
2004,MG,female,40-44,2784
2004,MG,female,45-49,1613
2004,MG,female,50-54,946
2004,MG,female,55-59,547
2004,MG,female,60-64,326
2004,MG,female,65+,333
2004,MG,female,<15,49
2004,MG,female,unknown,7
2004,MG,male,15,6
2004,MG,male,16,52
2004,MG,male,17,243
2004,MG,male,18,1170
2004,MG,male,19,2267
2004,MG,male,20-24,28298
2004,MG,male,25-29,28001
2004,MG,male,30-34,14866
2004,MG,male,35-39,7307
2004,MG,male,40-44,3841
2004,MG,male,45-49,2197
2004,MG,male,50-54,1321
2004,MG,male,55-59,1010
2004,MG,male,60-64,755
2004,MG,male,65+,1471
2004,MG,male,<15,0
2004,MG,male,unknown,8
2004,MS,female,15,9
2004,MS,female,16,363
2004,MS,female,17,421
2004,MS,female,18,548
2004,MS,female,19,537
2004,MS,female,20-24,2950
2004,MS,female,25-29,1836
2004,MS,female,30-34,922
2004,MS,female,35-39,501
2004,MS,female,40-44,310
2004,MS,female,45-49,209
2004,MS,female,50-54,118
2004,MS,female,55-59,61
2004,MS,female,60-64,31
2004,MS,female,65+,41
2004,MS,female,<15,2
2004,MS,female,unknown,0
2004,MS,male,15,0
2004,MS,male,16,5
2004,MS,male,17,26
2004,MS,male,18,140
2004,MS,male,19,238
2004,MS,male,20-24,2681
2004,MS,male,25-29,2444
2004,MS,male,30-34,1357
2004,MS,male,35-39,694
2004,MS,male,40-44,460
2004,MS,male,45-49,232
2004,MS,male,50-54,169
2004,MS,male,55-59,133
2004,MS,male,60-64,105
2004,MS,male,65+,175
2004,MS,male,<15,0
2004,MS,male,unknown,0
2004,MT,female,15,17
2004,MT,female,16,617
2004,MT,female,17,611
2004,MT,female,18,769
2004,MT,female,19,758
2004,MT,female,20-24,3486
2004,MT,female,25-29,2299
2004,MT,female,30-34,1143
2004,MT,female,35-39,590
2004,MT,female,40-44,380
2004,MT,female,45-49,217
2004,MT,female,50-54,129
2004,MT,female,55-59,68
2004,MT,female,60-64,39
2004,MT,female,65+,19
2004,MT,female,<15,5
2004,MT,female,unknown,17
2004,MT,male,15,3
2004,MT,male,16,13
2004,MT,male,17,43
2004,MT,male,18,183
2004,MT,male,19,325
2004,MT,male,20-24,3396
2004,MT,male,25-29,3124
2004,MT,male,30-34,1681
2004,MT,male,35-39,996
2004,MT,male,40-44,551
2004,MT,male,45-49,298
2004,MT,male,50-54,192
2004,MT,male,55-59,114
2004,MT,male,60-64,97
2004,MT,male,65+,132
2004,MT,male,<15,0
2004,MT,male,unknown,16
2004,PA,female,15,49
2004,PA,female,16,641
2004,PA,female,17,694
2004,PA,female,18,927
2004,PA,female,19,1001
2004,PA,female,20-24,5156
2004,PA,female,25-29,3727
2004,PA,female,30-34,2268
2004,PA,female,35-39,1207
2004,PA,female,40-44,704
2004,PA,female,45-49,456
2004,PA,female,50-54,255
2004,PA,female,55-59,131
2004,PA,female,60-64,83
2004,PA,female,65+,106
2004,PA,female,<15,13
2004,PA,female,unknown,4
2004,PA,male,15,4
2004,PA,male,16,14
2004,PA,male,17,41
2004,PA,male,18,217
2004,PA,male,19,372
2004,PA,male,20-24,4463
2004,PA,male,25-29,4540
2004,PA,male,30-34,3068
2004,PA,male,35-39,1803
2004,PA,male,40-44,1027
2004,PA,male,45-49,598
2004,PA,male,50-54,402
2004,PA,male,55-59,265
2004,PA,male,60-64,214
2004,PA,male,65+,387
2004,PA,male,<15,1
2004,PA,male,unknown,6
2004,PB,female,15,81
2004,PB,female,16,850
2004,PB,female,17,923
2004,PB,female,18,1099
2004,PB,female,19,1159
2004,PB,female,20-24,5273
2004,PB,female,25-29,3018
2004,PB,female,30-34,1489
2004,PB,female,35-39,831
2004,PB,female,40-44,456
2004,PB,female,45-49,251
2004,PB,female,50-54,169
2004,PB,female,55-59,113
2004,PB,female,60-64,89
2004,PB,female,65+,101
2004,PB,female,<15,46
2004,PB,female,unknown,0
2004,PB,male,15,3
2004,PB,male,16,38
2004,PB,male,17,139
2004,PB,male,18,396
2004,PB,male,19,581
2004,PB,male,20-24,5459
2004,PB,male,25-29,4341
2004,PB,male,30-34,2031
2004,PB,male,35-39,1073
2004,PB,male,40-44,556
2004,PB,male,45-49,338
2004,PB,male,50-54,229
2004,PB,male,55-59,187
2004,PB,male,60-64,174
2004,PB,male,65+,402
2004,PB,male,<15,1
2004,PB,male,unknown,0
2004,PE,female,15,124
2004,PE,female,16,1473
2004,PE,female,17,1712
2004,PE,female,18,2233
2004,PE,female,19,2284
2004,PE,female,20-24,11618
2004,PE,female,25-29,7892
2004,PE,female,30-34,4194
2004,PE,female,35-39,2342
2004,PE,female,40-44,1336
2004,PE,female,45-49,751
2004,PE,female,50-54,512
2004,PE,female,55-59,318
2004,PE,female,60-64,171
2004,PE,female,65+,211
2004,PE,female,<15,69
2004,PE,female,unknown,13
2004,PE,male,15,16
2004,PE,male,16,80
2004,PE,male,17,223
2004,PE,male,18,652
2004,PE,male,19,1084
2004,PE,male,20-24,11120
2004,PE,male,25-29,10120
2004,PE,male,30-34,5711
2004,PE,male,35-39,3004
2004,PE,male,40-44,1657
2004,PE,male,45-49,979
2004,PE,male,50-54,643
2004,PE,male,55-59,499
2004,PE,male,60-64,389
2004,PE,male,65+,1060
2004,PE,male,<15,1
2004,PE,male,unknown,15
2004,PI,female,15,110
2004,PI,female,16,582
2004,PI,female,17,562
2004,PI,female,18,719
2004,PI,female,19,698
2004,PI,female,20-24,2969
2004,PI,female,25-29,1704
2004,PI,female,30-34,898
2004,PI,female,35-39,484
2004,PI,female,40-44,250
2004,PI,female,45-49,144
2004,PI,female,50-54,135
2004,PI,female,55-59,87
2004,PI,female,60-64,34
2004,PI,female,65+,43
2004,PI,female,<15,68
2004,PI,female,unknown,1
2004,PI,male,15,7
2004,PI,male,16,30
2004,PI,male,17,80
2004,PI,male,18,240
2004,PI,male,19,371
2004,PI,male,20-24,3209
2004,PI,male,25-29,2488
2004,PI,male,30-34,1230
2004,PI,male,35-39,679
2004,PI,male,40-44,331
2004,PI,male,45-49,222
2004,PI,male,50-54,162
2004,PI,male,55-59,150
2004,PI,male,60-64,85
2004,PI,male,65+,197
2004,PI,male,<15,5
2004,PI,male,unknown,2
2004,PR,female,15,109
2004,PR,female,16,1942
2004,PR,female,17,2431
2004,PR,female,18,3243
2004,PR,female,19,3440
2004,PR,female,20-24,17877
2004,PR,female,25-29,11640
2004,PR,female,30-34,5304
2004,PR,female,35-39,2870
2004,PR,female,40-44,1523
2004,PR,female,45-49,1021
2004,PR,female,50-54,612
2004,PR,female,55-59,324
2004,PR,female,60-64,187
2004,PR,female,65+,177
2004,PR,female,<15,40
2004,PR,female,unknown,35
2004,PR,male,15,2
2004,PR,male,16,41
2004,PR,male,17,204
2004,PR,male,18,834
2004,PR,male,19,1516
2004,PR,male,20-24,16637
2004,PR,male,25-29,15486
2004,PR,male,30-34,8030
2004,PR,male,35-39,3945
2004,PR,male,40-44,2080
2004,PR,male,45-49,1235
2004,PR,male,50-54,788
2004,PR,male,55-59,601
2004,PR,male,60-64,475
2004,PR,male,65+,864
2004,PR,male,<15,1
2004,PR,male,unknown,36
2004,RJ,female,15,51
2004,RJ,female,16,771
2004,RJ,female,17,1139
2004,RJ,female,18,2097
2004,RJ,female,19,2760
2004,RJ,female,20-24,20031
2004,RJ,female,25-29,16203
2004,RJ,female,30-34,8369
2004,RJ,female,35-39,4579
2004,RJ,female,40-44,2988
2004,RJ,female,45-49,1965
2004,RJ,female,50-54,1233
2004,RJ,female,55-59,730
2004,RJ,female,60-64,458
2004,RJ,female,65+,479
2004,RJ,female,<15,23
2004,RJ,female,unknown,41
2004,RJ,male,15,6
2004,RJ,male,16,29
2004,RJ,male,17,52
2004,RJ,male,18,342
2004,RJ,male,19,743
2004,RJ,male,20-24,14904
2004,RJ,male,25-29,19265
2004,RJ,male,30-34,11089
2004,RJ,male,35-39,6157
2004,RJ,male,40-44,3798
2004,RJ,male,45-49,2313
2004,RJ,male,50-54,1521
2004,RJ,male,55-59,1115
2004,RJ,male,60-64,799
2004,RJ,male,65+,1747
2004,RJ,male,<15,1
2004,RJ,male,unknown,36
2004,RN,female,15,60
2004,RN,female,16,442
2004,RN,female,17,494
2004,RN,female,18,729
2004,RN,female,19,758
2004,RN,female,20-24,3778
2004,RN,female,25-29,2402
2004,RN,female,30-34,1252
2004,RN,female,35-39,670
2004,RN,female,40-44,331
2004,RN,female,45-49,200
2004,RN,female,50-54,139
2004,RN,female,55-59,85
2004,RN,female,60-64,57
2004,RN,female,65+,74
2004,RN,female,<15,23
2004,RN,female,unknown,0
2004,RN,male,15,5
2004,RN,male,16,21
2004,RN,male,17,72
2004,RN,male,18,216
2004,RN,male,19,373
2004,RN,male,20-24,3669
2004,RN,male,25-29,3156
2004,RN,male,30-34,1701
2004,RN,male,35-39,869
2004,RN,male,40-44,427
2004,RN,male,45-49,263
2004,RN,male,50-54,151
2004,RN,male,55-59,138
2004,RN,male,60-64,136
2004,RN,male,65+,296
2004,RN,male,<15,1
2004,RN,male,unknown,0
2004,RO,female,15,26
2004,RO,female,16,615
2004,RO,female,17,520
2004,RO,female,18,593
2004,RO,female,19,571
2004,RO,female,20-24,2031
2004,RO,female,25-29,1186
2004,RO,female,30-34,699
2004,RO,female,35-39,426
2004,RO,female,40-44,271
2004,RO,female,45-49,165
2004,RO,female,50-54,124
2004,RO,female,55-59,66
2004,RO,female,60-64,39
2004,RO,female,65+,38
2004,RO,female,<15,10
2004,RO,female,unknown,9
2004,RO,male,15,1
2004,RO,male,16,5
2004,RO,male,17,31
2004,RO,male,18,159
2004,RO,male,19,249
2004,RO,male,20-24,2419
2004,RO,male,25-29,1763
2004,RO,male,30-34,971
2004,RO,male,35-39,670
2004,RO,male,40-44,371
2004,RO,male,45-49,219
2004,RO,male,50-54,150
2004,RO,male,55-59,120
2004,RO,male,60-64,99
2004,RO,male,65+,152
2004,RO,male,<15,1
2004,RO,male,unknown,9
2004,RR,female,15,3
2004,RR,female,16,26
2004,RR,female,17,38
2004,RR,female,18,67
2004,RR,female,19,85
2004,RR,female,20-24,352
2004,RR,female,25-29,223
2004,RR,female,30-34,139
2004,RR,female,35-39,97
2004,RR,female,40-44,51
2004,RR,female,45-49,43
2004,RR,female,50-54,19
2004,RR,female,55-59,12
2004,RR,female,60-64,6
2004,RR,female,65+,6
2004,RR,female,<15,2
2004,RR,female,unknown,0
2004,RR,male,15,0
2004,RR,male,16,1
2004,RR,male,17,2
2004,RR,male,18,10
2004,RR,male,19,22
2004,RR,male,20-24,296
2004,RR,male,25-29,307
2004,RR,male,30-34,167
2004,RR,male,35-39,132
2004,RR,male,40-44,84
2004,RR,male,45-49,55
2004,RR,male,50-54,36
2004,RR,male,55-59,25
2004,RR,male,60-64,11
2004,RR,male,65+,21
2004,RR,male,<15,0
2004,RR,male,unknown,0
2004,RS,female,15,37
2004,RS,female,16,1187
2004,RS,female,17,1501
2004,RS,female,18,1990
2004,RS,female,19,2156
2004,RS,female,20-24,11904
2004,RS,female,25-29,7695
2004,RS,female,30-34,3642
2004,RS,female,35-39,1955
2004,RS,female,40-44,1140
2004,RS,female,45-49,768
2004,RS,female,50-54,466
2004,RS,female,55-59,287
2004,RS,female,60-64,161
2004,RS,female,65+,160
2004,RS,female,<15,15
2004,RS,female,unknown,8
2004,RS,male,15,3
2004,RS,male,16,29
2004,RS,male,17,109
2004,RS,male,18,507
2004,RS,male,19,861
2004,RS,male,20-24,10446
2004,RS,male,25-29,10176
2004,RS,male,30-34,5545
2004,RS,male,35-39,2820
2004,RS,male,40-44,1581
2004,RS,male,45-49,906
2004,RS,male,50-54,567
2004,RS,male,55-59,492
2004,RS,male,60-64,349
2004,RS,male,65+,673
2004,RS,male,<15,2
2004,RS,male,unknown,6
2004,SC,female,15,17
2004,SC,female,16,779
2004,SC,female,17,1062
2004,SC,female,18,1465
2004,SC,female,19,1627
2004,SC,female,20-24,8824
2004,SC,female,25-29,5254
2004,SC,female,30-34,2171
2004,SC,female,35-39,1089
2004,SC,female,40-44,584
2004,SC,female,45-49,365
2004,SC,female,50-54,245
2004,SC,female,55-59,126
2004,SC,female,60-64,60
2004,SC,female,65+,49
2004,SC,female,<15,7
2004,SC,female,unknown,3
2004,SC,male,15,1
2004,SC,male,16,14
2004,SC,male,17,69
2004,SC,male,18,298
2004,SC,male,19,615
2004,SC,male,20-24,7750
2004,SC,male,25-29,7350
2004,SC,male,30-34,3611
2004,SC,male,35-39,1630
2004,SC,male,40-44,889
2004,SC,male,45-49,498
2004,SC,male,50-54,368
2004,SC,male,55-59,236
2004,SC,male,60-64,141
2004,SC,male,65+,253
2004,SC,male,<15,1
2004,SC,male,unknown,3
2004,SE,female,15,47
2004,SE,female,16,215
2004,SE,female,17,282
2004,SE,female,18,350
2004,SE,female,19,344
2004,SE,female,20-24,2010
2004,SE,female,25-29,1432
2004,SE,female,30-34,728
2004,SE,female,35-39,384
2004,SE,female,40-44,187
2004,SE,female,45-49,109
2004,SE,female,50-54,90
2004,SE,female,55-59,58
2004,SE,female,60-64,20
2004,SE,female,65+,21
2004,SE,female,<15,37
2004,SE,female,unknown,1
2004,SE,male,15,2
2004,SE,male,16,14
2004,SE,male,17,27
2004,SE,male,18,85
2004,SE,male,19,175
2004,SE,male,20-24,1754
2004,SE,male,25-29,1860
2004,SE,male,30-34,1067
2004,SE,male,35-39,524
2004,SE,male,40-44,258
2004,SE,male,45-49,148
2004,SE,male,50-54,112
2004,SE,male,55-59,82
2004,SE,male,60-64,70
2004,SE,male,65+,136
2004,SE,male,<15,0
2004,SE,male,unknown,1
2004,SP,female,15,192
2004,SP,female,16,4789
2004,SP,female,17,6267
2004,SP,female,18,9985
2004,SP,female,19,11254
2004,SP,female,20-24,71492
2004,SP,female,25-29,56424
2004,SP,female,30-34,27766
2004,SP,female,35-39,13572
2004,SP,female,40-44,7701
2004,SP,female,45-49,4604
2004,SP,female,50-54,2674
2004,SP,female,55-59,1462
2004,SP,female,60-64,759
2004,SP,female,65+,733
2004,SP,female,<15,63
2004,SP,female,unknown,1369
2004,SP,male,15,2
2004,SP,male,16,95
2004,SP,male,17,472
2004,SP,male,18,2424
2004,SP,male,19,4690
2004,SP,male,20-24,60538
2004,SP,male,25-29,66562
2004,SP,male,30-34,38631
2004,SP,male,35-39,19311
2004,SP,male,40-44,10280
2004,SP,male,45-49,5835
2004,SP,male,50-54,3728
2004,SP,male,55-59,2492
2004,SP,male,60-64,1748
2004,SP,male,65+,2925
2004,SP,male,<15,0
2004,SP,male,unknown,1373
2004,TO,female,15,27
2004,TO,female,16,245
2004,TO,female,17,288
2004,TO,female,18,387
2004,TO,female,19,372
2004,TO,female,20-24,1704
2004,TO,female,25-29,1124
2004,TO,female,30-34,589
2004,TO,female,35-39,354
2004,TO,female,40-44,175
2004,TO,female,45-49,100
2004,TO,female,50-54,71
2004,TO,female,55-59,33
2004,TO,female,60-64,24
2004,TO,female,65+,16
2004,TO,female,<15,9
2004,TO,female,unknown,4
2004,TO,male,15,0
2004,TO,male,16,8
2004,TO,male,17,21
2004,TO,male,18,92
2004,TO,male,19,134
2004,TO,male,20-24,1556
2004,TO,male,25-29,1463
2004,TO,male,30-34,927
2004,TO,male,35-39,509
2004,TO,male,40-44,313
2004,TO,male,45-49,160
2004,TO,male,50-54,124
2004,TO,male,55-59,74
2004,TO,male,60-64,60
2004,TO,male,65+,78
2004,TO,male,<15,0
2004,TO,male,unknown,3
2005,AC,female,15,5
2005,AC,female,16,75
2005,AC,female,17,79
2005,AC,female,18,154
2005,AC,female,19,156
2005,AC,female,20-24,902
2005,AC,female,25-29,833
2005,AC,female,30-34,539
2005,AC,female,35-39,378
2005,AC,female,40-44,201
2005,AC,female,45-49,110
2005,AC,female,50-54,84
2005,AC,female,55-59,60
2005,AC,female,60-64,24
2005,AC,female,65+,20
2005,AC,female,<15,2
2005,AC,female,unknown,0
2005,AC,male,15,0
2005,AC,male,16,0
2005,AC,male,17,7
2005,AC,male,18,27
2005,AC,male,19,57
2005,AC,male,20-24,742
2005,AC,male,25-29,858
2005,AC,male,30-34,622
2005,AC,male,35-39,448
2005,AC,male,40-44,313
2005,AC,male,45-49,189
2005,AC,male,50-54,108
2005,AC,male,55-59,78
2005,AC,male,60-64,61
2005,AC,male,65+,112
2005,AC,male,<15,0
2005,AC,male,unknown,0
2005,AL,female,15,121
2005,AL,female,16,664
2005,AL,female,17,746
2005,AL,female,18,972
2005,AL,female,19,959
2005,AL,female,20-24,4264
2005,AL,female,25-29,2658
2005,AL,female,30-34,1464
2005,AL,female,35-39,825
2005,AL,female,40-44,458
2005,AL,female,45-49,312
2005,AL,female,50-54,213
2005,AL,female,55-59,165
2005,AL,female,60-64,80
2005,AL,female,65+,81
2005,AL,female,<15,77
2005,AL,female,unknown,0
2005,AL,male,15,2
2005,AL,male,16,23
2005,AL,male,17,109
2005,AL,male,18,313
2005,AL,male,19,544
2005,AL,male,20-24,4473
2005,AL,male,25-29,3602
2005,AL,male,30-34,1893
2005,AL,male,35-39,1060
2005,AL,male,40-44,601
2005,AL,male,45-49,359
2005,AL,male,50-54,264
2005,AL,male,55-59,243
2005,AL,male,60-64,178
2005,AL,male,65+,394
2005,AL,male,<15,0
2005,AL,male,unknown,1
2005,AM,female,15,42
2005,AM,female,16,199
2005,AM,female,17,278
2005,AM,female,18,403
2005,AM,female,19,491
2005,AM,female,20-24,3606
2005,AM,female,25-29,3403
2005,AM,female,30-34,2060
2005,AM,female,35-39,1175
2005,AM,female,40-44,626
2005,AM,female,45-49,435
2005,AM,female,50-54,198
2005,AM,female,55-59,114
2005,AM,female,60-64,53
2005,AM,female,65+,87
2005,AM,female,<15,14
2005,AM,female,unknown,0
2005,AM,male,15,5
2005,AM,male,16,17
2005,AM,male,17,33
2005,AM,male,18,131
2005,AM,male,19,220
2005,AM,male,20-24,2849
2005,AM,male,25-29,3511
2005,AM,male,30-34,2437
2005,AM,male,35-39,1628
2005,AM,male,40-44,888
2005,AM,male,45-49,606
2005,AM,male,50-54,315
2005,AM,male,55-59,178
2005,AM,male,60-64,132
2005,AM,male,65+,234
2005,AM,male,<15,0
2005,AM,male,unknown,0
2005,AP,female,15,1
2005,AP,female,16,16
2005,AP,female,17,36
2005,AP,female,18,37
2005,AP,female,19,57
2005,AP,female,20-24,325
2005,AP,female,25-29,294
2005,AP,female,30-34,223
2005,AP,female,35-39,134
2005,AP,female,40-44,90
2005,AP,female,45-49,46
2005,AP,female,50-54,21
2005,AP,female,55-59,12
2005,AP,female,60-64,5
2005,AP,female,65+,9
2005,AP,female,<15,0
2005,AP,female,unknown,0
2005,AP,male,15,1
2005,AP,male,16,0
2005,AP,male,17,3
2005,AP,male,18,9
2005,AP,male,19,24
2005,AP,male,20-24,255
2005,AP,male,25-29,295
2005,AP,male,30-34,220
2005,AP,male,35-39,189
2005,AP,male,40-44,113
2005,AP,male,45-49,80
2005,AP,male,50-54,50
2005,AP,male,55-59,25
2005,AP,male,60-64,20
2005,AP,male,65+,22
2005,AP,male,<15,0
