year,cod_mun,distinct_place_names,place_names
2018,3550407,2,São Pedro (RN) || São Pedro (SP)
2018,4126108,2,São Tomé (PR) || São Tomé (RN)
2018,3551009,2,São Vicente (RN) || São Vicente (SP)
2018,2930501,2,Serrinha (BA) || Serrinha (RN)
2018,4217907,2,Tangará (RN) || Tangará (SC)
2018,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2018,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2018,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2018,4101705,2,Araruna (PB) || Araruna (PR)
2018,4303400,2,Caiçara (PB) || Caiçara (RS)
2018,2908606,2,Conde (BA) || Conde (PB)
2018,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2018,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2018,2610707,2,Paulista (PB) || Paulista (PE)
2018,2706901,2,Pilar (AL) || Pilar (PB)
2018,3152808,2,Prata (MG) || Prata (PB)
2018,2925808,2,Queimadas (BA) || Queimadas (PB)
2018,2611533,2,Quixaba (PB) || Quixaba (PE)
2018,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2018,3547809,2,Santo André (PB) || Santo André (SP)
2018,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2018,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2018,4320800,2,Soledade (PB) || Soledade (RS)
2018,2931202,2,Taperoá (BA) || Taperoá (PB)
2018,4321352,2,Tavares (PB) || Tavares (RS)
2018,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2018,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2018,4107900,2,Floresta (PE) || Floresta (PR)
2018,4110300,2,Inajá (PE) || Inajá (PR)
2018,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2018,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2018,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2018,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2018,4124806,2,São João (PE) || São João (PR)
2018,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2018,5221403,2,Trindade (GO) || Trindade (PE)
2018,4102208,2,Atalaia (AL) || Atalaia (PR)
2018,3111002,2,Campestre (AL) || Campestre (MG)
2018,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2018,2801306,2,Capela (AL) || Capela (SE)
2018,4210506,2,Maravilha (AL) || Maravilha (SC)
2018,3535002,2,Palestina (AL) || Palestina (SP)
2018,5217203,2,Piranhas (AL) || Piranhas (GO)
2018,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2018,4119301,2,Pinhão (PR) || Pinhão (SE)
2018,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2018,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2018,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2018,4202156,2,Belmonte (BA) || Belmonte (SC)
2018,3111804,2,Canápolis (BA) || Canápolis (MG)
2018,5102702,2,Canarana (BA) || Canarana (MT)
2018,3112000,2,Candeias (BA) || Candeias (MG)
2018,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2018,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2018,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2018,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2018,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2018,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2018,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2018,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2018,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2018,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2018,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2018,3306107,2,Valença (BA) || Valença (RJ)
2018,5100201,2,Água Boa (MG) || Água Boa (MT)
2018,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2018,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2018,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2018,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2018,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2018,5208103,2,Formoso (GO) || Formoso (MG)
2018,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2018,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2018,3522406,2,Itapeva (MG) || Itapeva (SP)
2018,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2018,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2018,4113254,2,Laranjal (MG) || Laranjal (PR)
2018,3302858,2,Mesquita (MG) || Mesquita (RJ)
2018,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2018,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2018,4126900,2,Tapira (MG) || Tapira (PR)
2018,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2018,4127700,2,Toledo (MG) || Toledo (PR)
2018,3555307,2,Turmalina (MG) || Turmalina (SP)
2018,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2018,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2018,4200804,2,Anchieta (ES) || Anchieta (SC)
2018,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2018,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2018,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2018,5003751,2,Eldorado (MS) || Eldorado (SP)
2018,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2018,4108809,2,Guaíra (PR) || Guaíra (SP)
2018,4109203,2,Guaraci (PR) || Guaraci (SP)
2018,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2018,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2018,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2018,4117800,2,Palmital (PR) || Palmital (SP)
2018,4212239,2,Paraíso (SC) || Paraíso (SP)
2018,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2018,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2018,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2018,4215356,2,Saltinho (SC) || Saltinho (SP)
2018,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2018,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2018,4216008,2,São Carlos (SC) || São Carlos (SP)
2018,5220405,2,São Simão (GO) || São Simão (SP)
2018,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2018,4219150,2,Vargem (SC) || Vargem (SP)
2018,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2018,4301800,2,Barracão (PR) || Barracão (RS)
2018,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2018,4305603,2,Colorado (PR) || Colorado (RS)
2018,5003504,2,Douradina (MS) || Douradina (PR)
2018,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2018,4207858,2,Irati (PR) || Irati (SC)
2018,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2018,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2018,4212056,2,Palmeira (PR) || Palmeira (SC)
2018,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2018,4320107,2,Sarandi (PR) || Sarandi (RS)
2018,4320909,2,Tapejara (PR) || Tapejara (RS)
2018,4218806,2,Turvo (PR) || Turvo (SC)
2018,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2018,4319109,2,São Martinho (RS) || São Martinho (SC)
2019,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2019,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2019,3109303,2,Buritis (MG) || Buritis (RO)
2019,3136603,2,Nova União (MG) || Nova União (RO)
2019,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2019,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2019,4309704,2,Humaitá (AM) || Humaitá (RS)
2019,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2019,4112405,2,Japurá (AM) || Japurá (PR)
2019,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2019,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2019,3108107,2,Bonfim (MG) || Bonfim (RR)
2019,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2019,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2019,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2019,4104501,2,Capanema (PA) || Capanema (PR)
2019,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2019,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2019,2611408,2,Primavera (PA) || Primavera (PE)
2019,2311603,2,Redenção (CE) || Redenção (PA)
2019,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2019,2928208,2,Santana (AP) || Santana (BA)
2019,4300604,2,Alvorada (RS) || Alvorada (TO)
2019,2100873,2,Araguanã (MA) || Araguanã (TO)
2019,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2019,2203701,2,Esperantina (PI) || Esperantina (TO)
2019,2910750,2,Fátima (BA) || Fátima (TO)
2019,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2019,4311403,2,Lajeado (RS) || Lajeado (TO)
2019,3303104,2,Natividade (RJ) || Natividade (TO)
2019,2922508,2,Nazaré (BA) || Nazaré (TO)
2019,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2019,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2019,3154457,2,Riachinho (MG) || Riachinho (TO)
2019,4117602,2,Palmas (PR) || Palmas (TO)
2019,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2019,3511300,2,Cedral (MA) || Cedral (SP)
2019,4305587,2,Colinas (MA) || Colinas (RS)
2019,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2019,4115903,2,Mirador (MA) || Mirador (PR)
2019,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2019,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2019,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2019,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2019,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2019,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2019,2513901,2,São Bento (MA) || São Bento (PB)
2019,4216305,2,São João Batista (MA) || São João Batista (SC)
2019,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2019,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2019,3205101,2,Viana (ES) || Viana (MA)
2019,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2019,2700706,2,Batalha (AL) || Batalha (PI)
2019,3506805,2,Bocaina (PI) || Bocaina (SP)
2019,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2019,5002803,2,Caracol (MS) || Caracol (PI)
2019,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2019,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2019,4201901,2,Aurora (CE) || Aurora (SC)
2019,4104808,2,Cascavel (CE) || Cascavel (PR)
2019,2604304,2,Cedro (CE) || Cedro (PE)
2019,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2019,4110052,2,Iguatu (CE) || Iguatu (PR)
2019,4310405,2,Independência (CE) || Independência (RS)
2019,5005004,2,Jardim (CE) || Jardim (MS)
2019,2921302,2,Milagres (BA) || Milagres (CE)
2019,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2019,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2019,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2019,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2019,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2019,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2019,2501534,2,Baraúna (PB) || Baraúna (RN)
2019,2602506,2,Brejinho (PE) || Brejinho (RN)
2019,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2019,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2019,5210802,2,Itajá (GO) || Itajá (RN)
2019,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2019,2703908,2,Jundiá (AL) || Jundiá (RN)
2019,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2019,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2019,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2019,2511608,2,Pilões (PB) || Pilões (RN)
2019,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2019,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2019,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2019,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2019,3550407,2,São Pedro (RN) || São Pedro (SP)
2019,4126108,2,São Tomé (PR) || São Tomé (RN)
2019,3551009,2,São Vicente (RN) || São Vicente (SP)
2019,2930501,2,Serrinha (BA) || Serrinha (RN)
2019,4217907,2,Tangará (RN) || Tangará (SC)
2019,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2019,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2019,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2019,4101705,2,Araruna (PB) || Araruna (PR)
2019,4303400,2,Caiçara (PB) || Caiçara (RS)
2019,2908606,2,Conde (BA) || Conde (PB)
2019,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2019,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2019,2610707,2,Paulista (PB) || Paulista (PE)
2019,2706901,2,Pilar (AL) || Pilar (PB)
2019,3152808,2,Prata (MG) || Prata (PB)
2019,2925808,2,Queimadas (BA) || Queimadas (PB)
2019,2611533,2,Quixaba (PB) || Quixaba (PE)
2019,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2019,3547809,2,Santo André (PB) || Santo André (SP)
2019,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2019,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2019,4320800,2,Soledade (PB) || Soledade (RS)
2019,2931202,2,Taperoá (BA) || Taperoá (PB)
2019,4321352,2,Tavares (PB) || Tavares (RS)
2019,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2019,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2019,4107900,2,Floresta (PE) || Floresta (PR)
2019,4110300,2,Inajá (PE) || Inajá (PR)
2019,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2019,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2019,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2019,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2019,4124806,2,São João (PE) || São João (PR)
2019,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2019,5221403,2,Trindade (GO) || Trindade (PE)
2019,4102208,2,Atalaia (AL) || Atalaia (PR)
2019,3111002,2,Campestre (AL) || Campestre (MG)
2019,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2019,2801306,2,Capela (AL) || Capela (SE)
2019,4210506,2,Maravilha (AL) || Maravilha (SC)
2019,3535002,2,Palestina (AL) || Palestina (SP)
2019,5217203,2,Piranhas (AL) || Piranhas (GO)
2019,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2019,4119301,2,Pinhão (PR) || Pinhão (SE)
2019,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2019,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2019,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2019,4202156,2,Belmonte (BA) || Belmonte (SC)
2019,3111804,2,Canápolis (BA) || Canápolis (MG)
2019,5102702,2,Canarana (BA) || Canarana (MT)
2019,3112000,2,Candeias (BA) || Candeias (MG)
2019,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2019,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2019,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2019,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2019,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2019,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2019,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2019,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2019,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2019,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2019,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2019,3306107,2,Valença (BA) || Valença (RJ)
2019,5100201,2,Água Boa (MG) || Água Boa (MT)
2019,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2019,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2019,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2019,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2019,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2019,5208103,2,Formoso (GO) || Formoso (MG)
2019,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2019,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2019,3522406,2,Itapeva (MG) || Itapeva (SP)
2019,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2019,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2019,4113254,2,Laranjal (MG) || Laranjal (PR)
2019,3302858,2,Mesquita (MG) || Mesquita (RJ)
2019,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2019,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2019,4126900,2,Tapira (MG) || Tapira (PR)
2019,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2019,4127700,2,Toledo (MG) || Toledo (PR)
2019,3555307,2,Turmalina (MG) || Turmalina (SP)
2019,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2019,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2019,4200804,2,Anchieta (ES) || Anchieta (SC)
2019,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2019,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2019,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2019,5003751,2,Eldorado (MS) || Eldorado (SP)
2019,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2019,4108809,2,Guaíra (PR) || Guaíra (SP)
2019,4109203,2,Guaraci (PR) || Guaraci (SP)
2019,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2019,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2019,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2019,4117800,2,Palmital (PR) || Palmital (SP)
2019,4212239,2,Paraíso (SC) || Paraíso (SP)
2019,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2019,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2019,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2019,4215356,2,Saltinho (SC) || Saltinho (SP)
2019,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2019,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2019,4216008,2,São Carlos (SC) || São Carlos (SP)
2019,5220405,2,São Simão (GO) || São Simão (SP)
2019,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2019,4219150,2,Vargem (SC) || Vargem (SP)
2019,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2019,4301800,2,Barracão (PR) || Barracão (RS)
2019,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2019,4305603,2,Colorado (PR) || Colorado (RS)
2019,5003504,2,Douradina (MS) || Douradina (PR)
2019,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2019,4207858,2,Irati (PR) || Irati (SC)
2019,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2019,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2019,4212056,2,Palmeira (PR) || Palmeira (SC)
2019,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2019,4320107,2,Sarandi (PR) || Sarandi (RS)
2019,4320909,2,Tapejara (PR) || Tapejara (RS)
2019,4218806,2,Turvo (PR) || Turvo (SC)
2019,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2019,4319109,2,São Martinho (RS) || São Martinho (SC)
2020,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2020,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2020,3109303,2,Buritis (MG) || Buritis (RO)
2020,3136603,2,Nova União (MG) || Nova União (RO)
2020,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2020,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2020,4309704,2,Humaitá (AM) || Humaitá (RS)
2020,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2020,4112405,2,Japurá (AM) || Japurá (PR)
2020,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2020,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2020,3108107,2,Bonfim (MG) || Bonfim (RR)
2020,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2020,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2020,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2020,4104501,2,Capanema (PA) || Capanema (PR)
2020,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2020,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2020,2611408,2,Primavera (PA) || Primavera (PE)
2020,2311603,2,Redenção (CE) || Redenção (PA)
2020,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2020,2928208,2,Santana (AP) || Santana (BA)
2020,4300604,2,Alvorada (RS) || Alvorada (TO)
2020,2100873,2,Araguanã (MA) || Araguanã (TO)
2020,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2020,2203701,2,Esperantina (PI) || Esperantina (TO)
2020,2910750,2,Fátima (BA) || Fátima (TO)
2020,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2020,4311403,2,Lajeado (RS) || Lajeado (TO)
2020,3303104,2,Natividade (RJ) || Natividade (TO)
2020,2922508,2,Nazaré (BA) || Nazaré (TO)
2020,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2020,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2020,3154457,2,Riachinho (MG) || Riachinho (TO)
2020,4117602,2,Palmas (PR) || Palmas (TO)
2020,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2020,3511300,2,Cedral (MA) || Cedral (SP)
2020,4305587,2,Colinas (MA) || Colinas (RS)
2020,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2020,4115903,2,Mirador (MA) || Mirador (PR)
2020,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2020,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2020,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2020,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2020,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2020,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2020,2513901,2,São Bento (MA) || São Bento (PB)
2020,4216305,2,São João Batista (MA) || São João Batista (SC)
2020,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2020,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2020,3205101,2,Viana (ES) || Viana (MA)
2020,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2020,2700706,2,Batalha (AL) || Batalha (PI)
2020,3506805,2,Bocaina (PI) || Bocaina (SP)
2020,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2020,5002803,2,Caracol (MS) || Caracol (PI)
2020,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2020,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2020,4201901,2,Aurora (CE) || Aurora (SC)
2020,4104808,2,Cascavel (CE) || Cascavel (PR)
2020,2604304,2,Cedro (CE) || Cedro (PE)
2020,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2020,4110052,2,Iguatu (CE) || Iguatu (PR)
2020,4310405,2,Independência (CE) || Independência (RS)
2020,5005004,2,Jardim (CE) || Jardim (MS)
2020,2921302,2,Milagres (BA) || Milagres (CE)
2020,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2020,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2020,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2020,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2020,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2020,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2020,2501534,2,Baraúna (PB) || Baraúna (RN)
2020,2602506,2,Brejinho (PE) || Brejinho (RN)
2020,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2020,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2020,5210802,2,Itajá (GO) || Itajá (RN)
2020,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2020,2703908,2,Jundiá (AL) || Jundiá (RN)
2020,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2020,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2020,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2020,2511608,2,Pilões (PB) || Pilões (RN)
2020,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2020,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2020,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2020,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2020,3550407,2,São Pedro (RN) || São Pedro (SP)
2020,4126108,2,São Tomé (PR) || São Tomé (RN)
2020,3551009,2,São Vicente (RN) || São Vicente (SP)
2020,2930501,2,Serrinha (BA) || Serrinha (RN)
2020,4217907,2,Tangará (RN) || Tangará (SC)
2020,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2020,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
