year,cod_mun,distinct_place_names,place_names
2007,4202156,2,Belmonte (BA) || Belmonte (SC)
2007,3111804,2,Canápolis (BA) || Canápolis (MG)
2007,5102702,2,Canarana (BA) || Canarana (MT)
2007,3112000,2,Candeias (BA) || Candeias (MG)
2007,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2007,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2007,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2007,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2007,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2007,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2007,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2007,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2007,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2007,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2007,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2007,3306107,2,Valença (BA) || Valença (RJ)
2007,5100201,2,Água Boa (MG) || Água Boa (MT)
2007,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2007,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2007,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2007,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2007,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2007,5208103,2,Formoso (GO) || Formoso (MG)
2007,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2007,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2007,3522406,2,Itapeva (MG) || Itapeva (SP)
2007,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2007,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2007,4113254,2,Laranjal (MG) || Laranjal (PR)
2007,3302858,2,Mesquita (MG) || Mesquita (RJ)
2007,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2007,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2007,4126900,2,Tapira (MG) || Tapira (PR)
2007,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2007,4127700,2,Toledo (MG) || Toledo (PR)
2007,3555307,2,Turmalina (MG) || Turmalina (SP)
2007,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2007,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2007,4200804,2,Anchieta (ES) || Anchieta (SC)
2007,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2007,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2007,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2007,5003751,2,Eldorado (MS) || Eldorado (SP)
2007,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2007,4108809,2,Guaíra (PR) || Guaíra (SP)
2007,4109203,2,Guaraci (PR) || Guaraci (SP)
2007,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2007,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2007,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2007,4117800,2,Palmital (PR) || Palmital (SP)
2007,4212239,2,Paraíso (SC) || Paraíso (SP)
2007,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2007,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2007,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2007,4215356,2,Saltinho (SC) || Saltinho (SP)
2007,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2007,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2007,4216008,2,São Carlos (SC) || São Carlos (SP)
2007,5220405,2,São Simão (GO) || São Simão (SP)
2007,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2007,4219150,2,Vargem (SC) || Vargem (SP)
2007,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2007,4301800,2,Barracão (PR) || Barracão (RS)
2007,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2007,4305603,2,Colorado (PR) || Colorado (RS)
2007,5003504,2,Douradina (MS) || Douradina (PR)
2007,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2007,4207858,2,Irati (PR) || Irati (SC)
2007,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2007,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2007,4212056,2,Palmeira (PR) || Palmeira (SC)
2007,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2007,4320107,2,Sarandi (PR) || Sarandi (RS)
2007,4320909,2,Tapejara (PR) || Tapejara (RS)
2007,4218806,2,Turvo (PR) || Turvo (SC)
2007,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2007,4319109,2,São Martinho (RS) || São Martinho (SC)
2008,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2008,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2008,3109303,2,Buritis (MG) || Buritis (RO)
2008,3136603,2,Nova União (MG) || Nova União (RO)
2008,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2008,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2008,4309704,2,Humaitá (AM) || Humaitá (RS)
2008,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2008,4112405,2,Japurá (AM) || Japurá (PR)
2008,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2008,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2008,3108107,2,Bonfim (MG) || Bonfim (RR)
2008,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2008,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2008,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2008,4104501,2,Capanema (PA) || Capanema (PR)
2008,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2008,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2008,2611408,2,Primavera (PA) || Primavera (PE)
2008,2311603,2,Redenção (CE) || Redenção (PA)
2008,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2008,2928208,2,Santana (AP) || Santana (BA)
2008,4300604,2,Alvorada (RS) || Alvorada (TO)
2008,2100873,2,Araguanã (MA) || Araguanã (TO)
2008,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2008,2203701,2,Esperantina (PI) || Esperantina (TO)
2008,2910750,2,Fátima (BA) || Fátima (TO)
2008,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2008,4311403,2,Lajeado (RS) || Lajeado (TO)
2008,3303104,2,Natividade (RJ) || Natividade (TO)
2008,2922508,2,Nazaré (BA) || Nazaré (TO)
2008,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2008,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2008,3154457,2,Riachinho (MG) || Riachinho (TO)
2008,4117602,2,Palmas (PR) || Palmas (TO)
2008,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2008,3511300,2,Cedral (MA) || Cedral (SP)
2008,4305587,2,Colinas (MA) || Colinas (RS)
2008,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2008,4115903,2,Mirador (MA) || Mirador (PR)
2008,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2008,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2008,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2008,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2008,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2008,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2008,2513901,2,São Bento (MA) || São Bento (PB)
2008,4216305,2,São João Batista (MA) || São João Batista (SC)
2008,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2008,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2008,3205101,2,Viana (ES) || Viana (MA)
2008,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2008,2700706,2,Batalha (AL) || Batalha (PI)
2008,3506805,2,Bocaina (PI) || Bocaina (SP)
2008,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2008,5002803,2,Caracol (MS) || Caracol (PI)
2008,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2008,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2008,4201901,2,Aurora (CE) || Aurora (SC)
2008,4104808,2,Cascavel (CE) || Cascavel (PR)
2008,2604304,2,Cedro (CE) || Cedro (PE)
2008,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2008,4110052,2,Iguatu (CE) || Iguatu (PR)
2008,4310405,2,Independência (CE) || Independência (RS)
2008,5005004,2,Jardim (CE) || Jardim (MS)
2008,2921302,2,Milagres (BA) || Milagres (CE)
2008,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2008,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2008,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2008,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2008,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2008,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2008,2501534,2,Baraúna (PB) || Baraúna (RN)
2008,2602506,2,Brejinho (PE) || Brejinho (RN)
2008,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2008,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2008,5210802,2,Itajá (GO) || Itajá (RN)
2008,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2008,2703908,2,Jundiá (AL) || Jundiá (RN)
2008,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2008,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2008,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2008,2511608,2,Pilões (PB) || Pilões (RN)
2008,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2008,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2008,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2008,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2008,3550407,2,São Pedro (RN) || São Pedro (SP)
2008,4126108,2,São Tomé (PR) || São Tomé (RN)
2008,3551009,2,São Vicente (RN) || São Vicente (SP)
2008,2930501,2,Serrinha (BA) || Serrinha (RN)
2008,4217907,2,Tangará (RN) || Tangará (SC)
2008,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2008,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2008,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2008,4101705,2,Araruna (PB) || Araruna (PR)
2008,4303400,2,Caiçara (PB) || Caiçara (RS)
2008,2908606,2,Conde (BA) || Conde (PB)
2008,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2008,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2008,2610707,2,Paulista (PB) || Paulista (PE)
2008,2706901,2,Pilar (AL) || Pilar (PB)
2008,3152808,2,Prata (MG) || Prata (PB)
2008,2925808,2,Queimadas (BA) || Queimadas (PB)
2008,2611533,2,Quixaba (PB) || Quixaba (PE)
2008,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2008,3547809,2,Santo André (PB) || Santo André (SP)
2008,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2008,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2008,4320800,2,Soledade (PB) || Soledade (RS)
2008,2931202,2,Taperoá (BA) || Taperoá (PB)
2008,4321352,2,Tavares (PB) || Tavares (RS)
2008,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2008,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2008,4107900,2,Floresta (PE) || Floresta (PR)
2008,4110300,2,Inajá (PE) || Inajá (PR)
2008,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2008,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2008,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2008,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2008,4124806,2,São João (PE) || São João (PR)
2008,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2008,5221403,2,Trindade (GO) || Trindade (PE)
2008,4102208,2,Atalaia (AL) || Atalaia (PR)
2008,3111002,2,Campestre (AL) || Campestre (MG)
2008,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2008,2801306,2,Capela (AL) || Capela (SE)
2008,4210506,2,Maravilha (AL) || Maravilha (SC)
2008,3535002,2,Palestina (AL) || Palestina (SP)
2008,5217203,2,Piranhas (AL) || Piranhas (GO)
2008,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2008,4119301,2,Pinhão (PR) || Pinhão (SE)
2008,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2008,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2008,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2008,4202156,2,Belmonte (BA) || Belmonte (SC)
2008,3111804,2,Canápolis (BA) || Canápolis (MG)
2008,5102702,2,Canarana (BA) || Canarana (MT)
2008,3112000,2,Candeias (BA) || Candeias (MG)
2008,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2008,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2008,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2008,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2008,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2008,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2008,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2008,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2008,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2008,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2008,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2008,3306107,2,Valença (BA) || Valença (RJ)
2008,5100201,2,Água Boa (MG) || Água Boa (MT)
2008,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2008,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2008,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2008,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2008,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2008,5208103,2,Formoso (GO) || Formoso (MG)
2008,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2008,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2008,3522406,2,Itapeva (MG) || Itapeva (SP)
2008,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2008,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2008,4113254,2,Laranjal (MG) || Laranjal (PR)
2008,3302858,2,Mesquita (MG) || Mesquita (RJ)
2008,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2008,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2008,4126900,2,Tapira (MG) || Tapira (PR)
2008,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2008,4127700,2,Toledo (MG) || Toledo (PR)
2008,3555307,2,Turmalina (MG) || Turmalina (SP)
2008,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2008,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2008,4200804,2,Anchieta (ES) || Anchieta (SC)
2008,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2008,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2008,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2008,5003751,2,Eldorado (MS) || Eldorado (SP)
2008,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2008,4108809,2,Guaíra (PR) || Guaíra (SP)
2008,4109203,2,Guaraci (PR) || Guaraci (SP)
2008,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2008,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2008,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2008,4117800,2,Palmital (PR) || Palmital (SP)
2008,4212239,2,Paraíso (SC) || Paraíso (SP)
2008,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2008,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2008,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2008,4215356,2,Saltinho (SC) || Saltinho (SP)
2008,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2008,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2008,4216008,2,São Carlos (SC) || São Carlos (SP)
2008,5220405,2,São Simão (GO) || São Simão (SP)
2008,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2008,4219150,2,Vargem (SC) || Vargem (SP)
2008,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2008,4301800,2,Barracão (PR) || Barracão (RS)
2008,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2008,4305603,2,Colorado (PR) || Colorado (RS)
2008,5003504,2,Douradina (MS) || Douradina (PR)
2008,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2008,4207858,2,Irati (PR) || Irati (SC)
2008,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2008,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2008,4212056,2,Palmeira (PR) || Palmeira (SC)
2008,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2008,4320107,2,Sarandi (PR) || Sarandi (RS)
2008,4320909,2,Tapejara (PR) || Tapejara (RS)
2008,4218806,2,Turvo (PR) || Turvo (SC)
2008,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2008,4319109,2,São Martinho (RS) || São Martinho (SC)
2009,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2009,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2009,3109303,2,Buritis (MG) || Buritis (RO)
2009,3136603,2,Nova União (MG) || Nova União (RO)
2009,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2009,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2009,4309704,2,Humaitá (AM) || Humaitá (RS)
2009,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2009,4112405,2,Japurá (AM) || Japurá (PR)
2009,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2009,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2009,3108107,2,Bonfim (MG) || Bonfim (RR)
2009,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2009,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2009,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2009,4104501,2,Capanema (PA) || Capanema (PR)
2009,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2009,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2009,2611408,2,Primavera (PA) || Primavera (PE)
2009,2311603,2,Redenção (CE) || Redenção (PA)
2009,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2009,2928208,2,Santana (AP) || Santana (BA)
2009,4300604,2,Alvorada (RS) || Alvorada (TO)
2009,2100873,2,Araguanã (MA) || Araguanã (TO)
2009,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2009,2203701,2,Esperantina (PI) || Esperantina (TO)
2009,2910750,2,Fátima (BA) || Fátima (TO)
2009,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2009,4311403,2,Lajeado (RS) || Lajeado (TO)
2009,3303104,2,Natividade (RJ) || Natividade (TO)
2009,2922508,2,Nazaré (BA) || Nazaré (TO)
2009,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2009,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2009,3154457,2,Riachinho (MG) || Riachinho (TO)
2009,4117602,2,Palmas (PR) || Palmas (TO)
2009,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2009,3511300,2,Cedral (MA) || Cedral (SP)
2009,4305587,2,Colinas (MA) || Colinas (RS)
2009,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2009,4115903,2,Mirador (MA) || Mirador (PR)
2009,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2009,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2009,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2009,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2009,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2009,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2009,2513901,2,São Bento (MA) || São Bento (PB)
2009,4216305,2,São João Batista (MA) || São João Batista (SC)
2009,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2009,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2009,3205101,2,Viana (ES) || Viana (MA)
2009,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2009,2700706,2,Batalha (AL) || Batalha (PI)
2009,3506805,2,Bocaina (PI) || Bocaina (SP)
2009,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2009,5002803,2,Caracol (MS) || Caracol (PI)
2009,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2009,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2009,4201901,2,Aurora (CE) || Aurora (SC)
2009,4104808,2,Cascavel (CE) || Cascavel (PR)
2009,2604304,2,Cedro (CE) || Cedro (PE)
2009,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2009,4110052,2,Iguatu (CE) || Iguatu (PR)
2009,4310405,2,Independência (CE) || Independência (RS)
2009,5005004,2,Jardim (CE) || Jardim (MS)
2009,2921302,2,Milagres (BA) || Milagres (CE)
2009,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2009,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2009,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2009,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2009,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2009,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2009,2501534,2,Baraúna (PB) || Baraúna (RN)
2009,2602506,2,Brejinho (PE) || Brejinho (RN)
2009,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2009,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2009,5210802,2,Itajá (GO) || Itajá (RN)
2009,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2009,2703908,2,Jundiá (AL) || Jundiá (RN)
2009,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2009,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2009,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2009,2511608,2,Pilões (PB) || Pilões (RN)
2009,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2009,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2009,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2009,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2009,3550407,2,São Pedro (RN) || São Pedro (SP)
2009,4126108,2,São Tomé (PR) || São Tomé (RN)
2009,3551009,2,São Vicente (RN) || São Vicente (SP)
2009,2930501,2,Serrinha (BA) || Serrinha (RN)
2009,4217907,2,Tangará (RN) || Tangará (SC)
2009,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2009,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2009,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2009,4101705,2,Araruna (PB) || Araruna (PR)
2009,4303400,2,Caiçara (PB) || Caiçara (RS)
2009,2908606,2,Conde (BA) || Conde (PB)
2009,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2009,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2009,2610707,2,Paulista (PB) || Paulista (PE)
2009,2706901,2,Pilar (AL) || Pilar (PB)
2009,3152808,2,Prata (MG) || Prata (PB)
2009,2925808,2,Queimadas (BA) || Queimadas (PB)
2009,2611533,2,Quixaba (PB) || Quixaba (PE)
2009,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2009,3547809,2,Santo André (PB) || Santo André (SP)
2009,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2009,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2009,4320800,2,Soledade (PB) || Soledade (RS)
2009,2931202,2,Taperoá (BA) || Taperoá (PB)
2009,4321352,2,Tavares (PB) || Tavares (RS)
2009,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2009,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2009,4107900,2,Floresta (PE) || Floresta (PR)
2009,4110300,2,Inajá (PE) || Inajá (PR)
2009,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2009,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2009,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2009,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2009,4124806,2,São João (PE) || São João (PR)
2009,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2009,5221403,2,Trindade (GO) || Trindade (PE)
2009,4102208,2,Atalaia (AL) || Atalaia (PR)
2009,3111002,2,Campestre (AL) || Campestre (MG)
2009,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2009,2801306,2,Capela (AL) || Capela (SE)
2009,4210506,2,Maravilha (AL) || Maravilha (SC)
2009,3535002,2,Palestina (AL) || Palestina (SP)
2009,5217203,2,Piranhas (AL) || Piranhas (GO)
2009,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2009,4119301,2,Pinhão (PR) || Pinhão (SE)
2009,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2009,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2009,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2009,4202156,2,Belmonte (BA) || Belmonte (SC)
2009,3111804,2,Canápolis (BA) || Canápolis (MG)
2009,5102702,2,Canarana (BA) || Canarana (MT)
2009,3112000,2,Candeias (BA) || Candeias (MG)
2009,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2009,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2009,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
