year,quarter,relative_path,official_url,compressed_bytes,member_name,uncompressed_bytes,expansion_ratio,sha256,zip_valid,checked_at
2021,3,Darcio/data/raw_external/pnadc_quarterly/PNADC_032021_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2021/PNADC_032021_20250815.zip,184398247,PNADC_032021.txt,1513180560,8.20604634055984,978498c77b5fa52a3e4d9363d82ef0deceb0d4fb9740aa25fdaedab6064de23f,TRUE,2026-09-02T02:44:57-0300
2021,4,Darcio/data/raw_external/pnadc_quarterly/PNADC_042021_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2021/PNADC_042021_20250815.zip,196239264,PNADC_042021.txt,1607046600,8.18922048138134,73d047eb54f6b94d98ad531bdb278a98e34b75e4234b3c08c65025d338de1a16,TRUE,2026-09-02T02:44:58-0300
2022,1,Darcio/data/raw_external/pnadc_quarterly/PNADC_012022_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2022/PNADC_012022_20250815.zip,202759708,PNADC_012022.txt,1653671640,8.15581979433508,a53b1fdcf2e57a348a0f24f1edb620692b76e8fb19a7ce3a1565b9be0884306b,TRUE,2026-09-02T02:45:00-0300
2022,2,Darcio/data/raw_external/pnadc_quarterly/PNADC_022022_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2022/PNADC_022022_20250815.zip,206644036,PNADC_022022.txt,1677770640,8.11913410363317,2d536418c947f1b048abd2336f9ed82891a48454c3ed093bdff7f5b0d0936aa8,TRUE,2026-09-02T02:45:01-0300
2022,3,Darcio/data/raw_external/pnadc_quarterly/PNADC_032022_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2022/PNADC_032022_20250815.zip,209932807,PNADC_032022.txt,1697495280,8.08589807499692,3227556c260e0740fcfbf197181d559068d344ea7032e2ad2f0c8902a791f21b,TRUE,2026-09-02T02:45:02-0300
2022,4,Darcio/data/raw_external/pnadc_quarterly/PNADC_042022_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2022/PNADC_042022_20250815.zip,206584552,PNADC_042022.txt,1663756680,8.05363549158313,3dec8fbcbf47973eaf05c7bca6f0a12ab7a8991193a27204fb591613f9ac9d9a,TRUE,2026-09-02T02:45:04-0300
2023,1,Darcio/data/raw_external/pnadc_quarterly/PNADC_012023_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2023/PNADC_012023_20250815.zip,205690860,PNADC_012023.txt,1647205800,8.00816234615384,1bb15a69f7773eada0153723ba9431650f527ba770a5112a480557f7393f90ea,TRUE,2026-09-02T02:45:05-0300
2023,2,Darcio/data/raw_external/pnadc_quarterly/PNADC_022023_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2023/PNADC_022023_20250815.zip,207504473,PNADC_022023.txt,1651521000,7.95896578094488,5b2b49072e4bbecccdce847da1241e96869ea815c405aa227d0618890d05c925,TRUE,2026-09-02T02:45:06-0300
2023,3,Darcio/data/raw_external/pnadc_quarterly/PNADC_032023_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2023/PNADC_032023_20250815.zip,211348306,PNADC_032023.txt,1669958040,7.90144984649179,90373cef0266d1b283fa64bf3d6f8578ab42f7560dd2b9aefa20f0524ed87945,TRUE,2026-09-02T02:45:08-0300
2023,4,Darcio/data/raw_external/pnadc_quarterly/PNADC_042023_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2023/PNADC_042023_20250815.zip,209121878,PNADC_042023.txt,1646756880,7.8746274457233,635f03508b616e57a3e96fba920442487937b142e09ab9a34ae369d519aecad0,TRUE,2026-09-02T02:45:09-0300
2024,1,Darcio/data/raw_external/pnadc_quarterly/PNADC_012024_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2024/PNADC_012024_20250815.zip,213575926,PNADC_012024.txt,1675094520,7.84308677186773,821a917bf1f7817e2593ef9e25f0592016e1103d57c5bffe692661b37993023c,TRUE,2026-09-02T02:45:10-0300
2024,2,Darcio/data/raw_external/pnadc_quarterly/PNADC_022024_20260324.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2024/PNADC_022024_20260324.zip,213564325,PNADC_022024.txt,1670351280,7.82130292594515,325d20a2f575a5104612dc4c977c71572e83ec192667c0f950fcf11c7ab1a6b1,TRUE,2026-09-02T02:45:12-0300
2024,3,Darcio/data/raw_external/pnadc_quarterly/PNADC_032024_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2024/PNADC_032024_20250815.zip,214075117,PNADC_032024.txt,1669627440,7.79925973367563,957199df9c8d1082d926499f07d6035920ed8b63006f1a12d610915263980ea6,TRUE,2026-09-02T02:45:13-0300
2024,4,Darcio/data/raw_external/pnadc_quarterly/PNADC_042024_20250815.zip,https://ftp.ibge.gov.br/Trabalho_e_Rendimento/Pesquisa_Nacional_por_Amostra_de_Domicilios_continua/Trimestral/Microdados/2024/PNADC_042024_20250815.zip,209873314,PNADC_042024.txt,1633282320,7.78222961686306,1e04e77bd7c96d212a24000e32b1f41d713ad476bc84109b72c750246f390a2a,TRUE,2026-09-02T02:45:15-0300
