path,sheet,row_number,row_text
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9949,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 5% | (%) | 0.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9950,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 10% | (%) | 0.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9951,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 20% | (%) | 2.600"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9952,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 30% | (%) | 5.500"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9953,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 40% | (%) | 9.400"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9954,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 50% | (%) | 14.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9955,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 60% | (%) | 20.500"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9956,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 70% | (%) | 28.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9957,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 80% | (%) | 38.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9958,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 90% | (%) | 52.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9959,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 95% | (%) | 64.100"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9960,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 99% | (%) | 84.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9961,"Unidade da Federação | Pernambuco | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 100% | (%) | 100.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9962,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 5% | (%) | 0.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9963,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 10% | (%) | 0.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9964,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 20% | (%) | 2.900"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9965,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 30% | (%) | 6.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9966,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 40% | (%) | 10.600"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9967,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 50% | (%) | 16.100"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9968,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 60% | (%) | 23.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9969,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 70% | (%) | 31.800"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9970,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 80% | (%) | 43.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9971,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 90% | (%) | 59.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9972,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 95% | (%) | 71.900"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9973,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 99% | (%) | 89.400"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9974,"Unidade da Federação | Alagoas | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 100% | (%) | 100.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9975,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 5% | (%) | 0.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9976,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 10% | (%) | 0.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9977,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 20% | (%) | 2.500"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9978,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 30% | (%) | 5.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9979,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 40% | (%) | 9.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9980,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 50% | (%) | 13.900"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9981,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 60% | (%) | 20.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9982,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 70% | (%) | 28.400"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9983,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 80% | (%) | 38.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9984,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 90% | (%) | 54.100"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9985,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 95% | (%) | 67.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9986,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 99% | (%) | 88.400"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9987,"Unidade da Federação | Sergipe | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 100% | (%) | 100.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9988,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 5% | (%) | 0.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9989,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 10% | (%) | 0.800"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9990,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 20% | (%) | 2.800"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9991,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 30% | (%) | 5.900"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9992,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 40% | (%) | 9.900"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9993,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 50% | (%) | 15.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9994,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 60% | (%) | 21.900"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9995,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 70% | (%) | 30.400"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9996,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 80% | (%) | 41.500"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9997,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 90% | (%) | 56.600"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9998,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 95% | (%) | 68.400"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,9999,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 99% | (%) | 86.500"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10000,"Unidade da Federação | Bahia | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 100% | (%) | 100.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10001,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 5% | (%) | 0.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10002,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 10% | (%) | 1.100"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10003,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 20% | (%) | 3.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10004,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 30% | (%) | 7.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10005,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 40% | (%) | 12.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10006,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 50% | (%) | 17.900"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10007,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 60% | (%) | 25.100"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10008,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 70% | (%) | 33.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10009,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 80% | (%) | 44.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10010,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 90% | (%) | 60.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10011,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 95% | (%) | 72.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10012,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 99% | (%) | 89.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10013,"Unidade da Federação | Minas Gerais | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 100% | (%) | 100.000"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10014,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 5% | (%) | 0.200"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10015,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 10% | (%) | 1.100"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10016,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 20% | (%) | 3.600"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10017,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 30% | (%) | 7.100"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10018,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 40% | (%) | 11.600"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10019,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 50% | (%) | 17.300"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10020,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 60% | (%) | 24.400"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10021,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 70% | (%) | 32.800"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10022,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 80% | (%) | 43.800"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10023,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 90% | (%) | 59.700"
notes/data dictionary/PNAD_Continua_2016_Rendimento_de_Todas_as_Fontes.xls,Plano Tabular Rendimento,10024,"Unidade da Federação | Espirito Santo | Valor | Distribuição da massa do rendimento mensal real domiciliar per capita, efetivamente recebido no mês de referência, a preços médios do ano | Classes acumuladas de percentual das pessoas em ordem crescente de rendimento domiciliar per capita | até 95% | (%) | 72.100"
