year,geography_level,geography_value,age,sex,annual_first_visit_population,annual_first_visit_se,quarterly_mean_population,quarterly_population_sd,quarterly_mean_design_se,quarters,difference,relative_difference
2013,UF,12,16,combined,17298.40357977,1289.62564463271,16926.374599305,130.88850625919,1138.45132221516,4,-372.028980465002,-0.0215065499396765
2013,UF,12,16,female,8814.1977829,853.730965596465,8635.12076387,286.213443658287,851.744675899942,4,-179.077019030001,-0.0203168823120148
2013,UF,12,16,male,8484.20579687,878.32101136847,8291.253835435,227.374236459213,773.576670328,4,-192.951961434999,-0.022742489521669
2013,UF,12,17,combined,18466.39613607,1185.25453024431,18489.6191174325,780.985320435534,1136.02674444895,4,23.2229813624981,0.00125758059078659
2013,UF,12,17,female,9013.17182744,889.115753802544,9170.5062241175,400.845368327786,852.471542199146,4,157.334396677501,0.0174560520635485
2013,UF,12,17,male,9453.22430863,828.760423388057,9319.112893315,455.941009629995,831.182939722264,4,-134.111415315001,-0.0141868436563563
2013,UF,12,18,combined,14242.27993282,1182.0075204122,15724.4529897275,508.202622087828,1094.47820829265,4,1482.1730569075,0.104068524414548
2013,UF,12,18,female,6759.59893348,843.918764971166,8011.262072505,523.611296232361,775.122837155076,4,1251.663139025,0.185168255001871
2013,UF,12,18,male,7482.68099934,897.828440775726,7713.1909172225,437.134656480208,797.926389114744,4,230.5099178825,0.0308057924563177
2013,UF,12,19,combined,14819.43497531,1246.23914046525,14945.2970234025,457.306115401638,1091.29577450351,4,125.8620480925,0.00849303959983584
2013,UF,12,19,female,8003.01372405,950.141891870581,8084.5330206725,477.177734283495,808.11662965134,4,81.5192966225004,0.010186074825478
2013,UF,12,19,male,6816.42125126,741.743058711246,6860.76400273,109.113662480838,695.59155239281,4,44.3427514700006,0.00650528332030594
2013,UF,13,14,combined,71919.64612839,4967.23088453715,75235.7319951,2582.62492453874,4359.99985263776,4,3316.08586671,0.0461082061053271
2013,UF,13,14,female,37057.33981308,3365.97882420704,37355.7021679925,3358.96355402303,2988.36570725245,4,298.362354912497,0.00805137002325204
2013,UF,13,14,male,34862.30631531,3183.70330354822,37880.0298271075,1032.55618348865,2938.08449615817,4,3017.7235117975,0.0865612126892548
2013,UF,13,15,combined,78197.85391861,5065.6976632524,78359.15540956,1669.04894646243,4467.62254414445,4,161.301490950005,0.00206273552107825
2013,UF,13,15,female,40119.77245394,3714.14419280583,40028.8893568025,1529.27320784942,3164.58828884016,4,-90.8830971375064,-0.00226529443161339
2013,UF,13,15,male,38078.08146467,3430.57421722535,38330.2660527575,1893.24679116509,3144.27631033166,4,252.184588087497,0.00662282810444328
2013,UF,13,16,combined,73363.87666341,4985.15107515616,75124.2084941625,1058.8609931609,4226.39130124461,4,1760.3318307525,0.0239945312436095
2013,UF,13,16,female,32639.72572502,3034.55472122931,35054.1289028125,1196.7707145253,2836.88958165667,4,2414.40317779251,0.0739713071774296
2013,UF,13,16,male,40724.15093839,3571.23524490809,40070.07959135,416.969568564804,3123.14806350547,4,-654.071347039993,-0.0160610186331328
2013,UF,13,17,combined,75128.52968451,5314.152020444,75980.534030295,4262.05982613973,4411.44651181107,4,852.004345785012,0.0113406231875276
2013,UF,13,17,female,35602.53306799,3523.81998809055,37729.8179228,5287.56838123136,3050.85535932434,4,2127.28485481,0.0597509410565685
2013,UF,13,17,male,39525.99661652,3780.06200285982,38250.716107495,3220.53482251349,3031.93193319532,4,-1275.280509025,-0.0322643479783125
2013,UF,13,18,combined,77387.22581675,5213.64728830993,78020.2136485425,5862.80585676383,4894.56769998219,4,632.987831792503,0.00817948731346688
2013,UF,13,18,female,33838.05300795,3842.15516752406,36981.811727965,2856.59897933895,3511.43429234158,4,3143.75872001499,0.0929060167639193
2013,UF,13,18,male,43549.1728088,3247.41669155151,41038.4019205775,3155.77794728892,3231.39409498074,4,-2510.77088822251,-0.0576536987107859
2013,UF,13,19,combined,69302.38295708,5100.62032893285,71278.0892176275,4411.09347603302,4185.14349165873,4,1975.70626054749,0.0285084895532536
2013,UF,13,19,female,35000.56168254,3647.78380447755,33852.2733210775,3317.23564574679,3008.14119444362,4,-1148.2883614625,-0.0328077123983792
2013,UF,13,19,male,34301.82127454,3236.96420942088,37425.81589655,4314.85938384785,2957.79498023688,4,3123.99462201,0.0910737245409397
2013,UF,14,14,combined,9138.14053271,902.149488123934,9301.39378571,874.29204875078,842.324283985929,4,163.253252999999,0.0178650407504277
2013,UF,14,14,female,3986.84622651,573.326310150385,4553.9833594375,461.846236240942,591.988332516121,4,567.137132927499,0.142252071112349
2013,UF,14,14,male,5151.2943062,632.683365789638,4747.4104262725,583.215746861199,591.677719208528,4,-403.883879927501,-0.0784043496488628
2013,UF,14,15,combined,10214.26924279,1040.74241360998,10402.943188585,596.651527630744,885.488051585577,4,188.673945795001,0.0184716048999962
2013,UF,14,15,female,4851.74312749,751.934366371005,4888.627286955,268.135150962855,630.217592933394,4,36.8841594650003,0.00760224902592523
2013,UF,14,15,male,5362.5261153,652.711846363738,5514.31590163,459.534708895437,600.548570472279,4,151.78978633,0.0283056498124873
2013,UF,14,16,combined,10984.61147418,1066.45766298525,10160.60196502,827.852205642115,858.79147636736,4,-824.00950916,-0.0750148979867776
2013,UF,14,16,female,6543.66524388,887.36371488164,5641.1757545125,584.268155968678,689.990622542014,4,-902.4894893675,-0.137918040690049
2013,UF,14,16,male,4440.9462303,650.30184834045,4519.4262105075,441.897695114152,585.465008036575,4,78.4799802075004,0.0176719050710503
2013,UF,14,17,combined,9015.90131895,781.238933173625,8727.85412963,464.891824790673,755.686580912168,4,-288.047189320001,-0.0319487957032728
2013,UF,14,17,female,3427.50767491,535.282721050292,3701.579210255,231.688236651825,516.543455649538,4,274.071535345,0.0799623403767277
2013,UF,14,17,male,5588.39364404,610.95343483433,5026.274919375,277.56045355003,613.792400724789,4,-562.118724665,-0.100586816260608
2013,UF,14,18,combined,9971.18709039,926.717909807634,10858.795723815,1023.56767335633,903.977279308946,4,887.608633424999,0.089017348223308
2013,UF,14,18,female,5032.15063769,669.07243974308,5814.7164876725,313.735258983512,688.439201832244,4,782.5658499825,0.155513200284826
2013,UF,14,18,male,4939.0364527,635.83990632472,5044.0792361425,723.080506878151,576.960719867905,4,105.0427834425,0.0212678696439012
2013,UF,14,19,combined,8984.94861668,1012.73542317885,9389.8986813,293.26159436469,925.795792881002,4,404.950064620001,0.0450698253152207
2013,UF,14,19,female,4079.08286992,592.670246760931,4316.4802871675,366.074861968335,594.116873078178,4,237.3974172475,0.0581987237862015
2013,UF,14,19,male,4905.86574676,708.767132668471,5073.4183941325,383.394655228797,630.029129000456,4,167.5526473725,0.0341535329382297
2013,UF,15,14,combined,152711.74905187,8873.86969394405,162213.791535968,2805.49774245557,8511.2998908703,4,9502.0424840975,0.0622220788059342
2013,UF,15,14,female,78310.64470313,6299.47135851242,85660.283572275,2797.76812815219,6297.95870126832,4,7349.638869145,0.0938523606465883
2013,UF,15,14,male,74401.10434874,5789.40504344807,76553.5079636925,2377.66565268145,5364.66946992991,4,2152.40361495251,0.0289297266995333
2013,UF,15,15,combined,164085.57630944,8833.33114499141,157881.403090115,6130.82990981524,7871.10045466861,4,-6204.17321932499,-0.0378105946839891
2013,UF,15,15,female,77850.31784525,6222.52886436683,80575.3048485775,3544.24169676826,5684.44165071914,4,2724.98700332751,0.035002901449217
2013,UF,15,15,male,86235.25846419,6337.96020304739,77306.0982415375,3573.41801005545,5443.99123582912,4,-8929.1602226525,-0.103544192731334
2013,UF,15,16,combined,162499.95835396,8525.51020336743,164182.109607178,6214.67941255007,8281.84555247708,4,1682.15125321748,0.0103517026727687
2013,UF,15,16,female,86241.8201004,6258.62769951276,81422.88165933,2964.5299250749,5738.11673076031,4,-4818.93844107,-0.0558770493881036
2013,UF,15,16,male,76258.13825356,6006.50856328226,82759.2279478475,4972.11291390868,5859.72973101475,4,6501.0896942875,0.0852510937609207
2013,UF,15,17,combined,162274.92710518,9463.19328636667,159250.782555718,5363.01289039032,8421.60453815596,4,-3024.14454946248,-0.0186359322626739
2013,UF,15,17,female,74533.67970065,6224.08327169251,83587.16661643,4811.45611261308,6149.96044762203,4,9053.48691578,0.121468401293772
2013,UF,15,17,male,87741.24740453,6512.56828045375,75663.6159392875,3621.96618186979,5533.39632196573,4,-12077.6314652425,-0.137650555725048
2013,UF,15,18,combined,178591.78049775,10139.6764882353,158001.696040148,6382.52927355414,8306.90304295982,4,-20590.0844576025,-0.115291333118558
2013,UF,15,18,female,91102.76388738,7019.5342147079,80530.468246135,2681.45563831508,5962.14316423265,4,-10572.295641245,-0.116048023025013
2013,UF,15,18,male,87489.01661037,7137.29725437107,77471.2277940125,6938.2935268566,5601.40063570528,4,-10017.7888163575,-0.114503388019224
2013,UF,15,19,combined,150046.83679621,9076.79792542614,156531.899803408,6281.93370929582,8440.10986770684,4,6485.06300719749,0.0432202580585244
2013,UF,15,19,female,78907.06617809,6659.13938683063,82939.85578825,5899.06681225249,6036.38384642755,4,4032.78961016001,0.0511080921581619
2013,UF,15,19,male,71139.77061812,5899.0225987467,73592.0440151575,3768.0248710999,5547.99752534073,4,2452.2733970375,0.0344712019132218
2013,UF,16,14,combined,15030.03234336,2061.11492625788,17096.1329227725,1532.1743456217,1688.10311299977,4,2066.1005794125,0.137464812597377
2013,UF,16,14,female,7713.04392611,1346.60228123356,8459.4597420375,1056.51115698461,1112.91282464669,4,746.415815927499,0.096773183593672
2013,UF,16,14,male,7316.98841725,1421.08166295634,8636.673180735,603.230011780287,1299.21543010195,4,1319.684763485,0.1803590067703
2013,UF,16,15,combined,16315.7333535,2279.78139800809,17716.50916757,792.593709436079,1843.89476031091,4,1400.77581407,0.0858542968140325
2013,UF,16,15,female,9579.29817326,1744.65863957276,8968.7956486125,997.653243436763,1283.34689217479,4,-610.5025246475,-0.063731446041807
2013,UF,16,15,male,6736.43518024,1418.0252934134,8747.7135189575,548.236363390836,1258.8237462801,4,2011.2783387175,0.298567162735743
2013,UF,16,16,combined,18490.33242824,2054.85220370881,17367.091866905,1174.83122400597,1739.00866165625,4,-1123.240561335,-0.0607474509013959
2013,UF,16,16,female,10137.24532197,1569.13398294842,8948.8831670325,1656.41333871339,1197.41825040323,4,-1188.3621549375,-0.117227325293393
2013,UF,16,16,male,8353.08710627,1404.20200749377,8418.2086998725,807.579644504282,1179.39403470737,4,65.1215936025001,0.00779611091971236
2013,UF,16,17,combined,14647.89163493,1772.11931558148,16744.637531005,1781.15004872264,1642.43297373974,4,2096.745896075,0.143143187315436
2013,UF,16,17,female,7523.23557466,1235.50068365236,7729.0029602625,1230.51750686234,1125.76102352288,4,205.7673856025,0.0273509161796784
2013,UF,16,17,male,7124.65606027,1001.88462534971,9015.6345707425,616.477324827901,1098.79007440288,4,1890.9785104725,0.265413304793388
2013,UF,16,18,combined,16815.96990521,2187.68572188139,16767.087625735,1573.46938732134,1661.60303971393,4,-48.8822794750013,-0.00290689622724981
2013,UF,16,18,female,8643.65159569,1478.58170947518,7640.639368865,2099.84910351827,1080.38601179916,4,-1003.012226825,-0.116040335004379
2013,UF,16,18,male,8172.31830952,1326.60540351676,9126.44825687,892.414961743672,1165.68484885123,4,954.12994735,0.11675144202821
2013,UF,16,19,combined,14855.22320272,1694.4090527653,16045.8449541325,916.91564733793,1824.30827095429,4,1190.6217514125,0.080148358268659
2013,UF,16,19,female,7438.12536246,1285.47978724323,8700.2455184825,415.261036684271,1391.0148510308,4,1262.1201560225,0.169682560392486
2013,UF,16,19,male,7417.09784026,1301.88219447333,7345.59943565,665.993274570315,1133.66557178934,4,-71.4984046100008,-0.00963967391961685
2013,UF,17,14,combined,22941.51729612,2531.91254638581,27455.594322195,1643.99690959742,2317.49429236839,4,4514.077026075,0.196764536879104
2013,UF,17,14,female,9947.46481403,1758.31924018259,13811.2649487375,1796.97106957635,1735.02026523422,4,3863.8001347075,0.388420588254603
2013,UF,17,14,male,12994.05248209,1848.83597900131,13644.3293734575,768.305508674591,1594.40317481192,4,650.276891367501,0.0500441946239476
2013,UF,17,15,combined,30108.64752229,2714.8078554855,31273.623131575,2637.25515604633,2488.15723947857,4,1164.975609285,0.0386923925567412
2013,UF,17,15,female,14068.44189368,1839.26082098738,13847.90164269,872.919215003133,1591.58526477822,4,-220.54025099,-0.0156762385384748
2013,UF,17,15,male,16040.20562861,1787.23271496667,17425.721488885,1878.01033954571,1866.05718660146,4,1385.515860275,0.0863776869421009
2013,UF,17,16,combined,27290.16131295,2455.31282766136,29112.226703595,3330.72803291733,2491.51456921317,4,1822.065390645,0.0667663840367398
2013,UF,17,16,female,12428.84556846,1706.111080735,14624.9286499475,2029.58589819573,1848.58999885205,4,2196.0830814875,0.176692442543528
2013,UF,17,16,male,14861.31574449,1906.04789436366,14487.2980536475,1800.10861420451,1552.53672528916,4,-374.0176908425,-0.0251671990066675
2013,UF,17,17,combined,30518.52168789,2739.63044838127,28662.7951271875,1097.84773791986,2275.37301181788,4,-1855.7265607025,-0.0608065678829675
2013,UF,17,17,female,14678.37043832,1905.89388509114,14191.9828870425,182.502178170472,1624.31696876661,4,-486.387551277499,-0.033136345299456
2013,UF,17,17,male,15840.15124957,1983.84021310714,14470.812240145,1184.06016720136,1658.24924870991,4,-1369.339009425,-0.0864473443372059
2013,UF,17,18,combined,26089.19551805,2289.54517579573,27114.18486836,1646.72696113185,2311.82067827868,4,1024.98935031,0.0392878864202943
2013,UF,17,18,female,14014.1430533,1959.49787544579,13771.1413837,376.353629772531,1645.89780395334,4,-243.0016696,-0.0173397451899693
2013,UF,17,18,male,12075.05246475,1567.47683881967,13343.04348466,1575.50200447349,1637.75781314336,4,1267.99101991,0.105009152019138
2013,UF,17,19,combined,30531.16912713,2734.54502491361,27594.712999905,2748.28445640775,2365.19549652828,4,-2936.456127225,-0.0961789610806507
2013,UF,17,19,female,16439.13532653,1961.73231729656,14561.89992238,1432.12813619132,1764.6668507585,4,-1877.23540415,-0.114193074444765
2013,UF,17,19,male,14092.0338006,1766.46027455746,13032.813077525,1658.63593391015,1493.12940728016,4,-1059.220723075,-0.0751645034395179
2013,UF,21,14,combined,130090.87425819,5512.78591880697,133936.049443503,3098.11697221691,5248.76330714822,4,3845.1751853125,0.0295576089194468
2013,UF,21,14,female,66861.33042575,4079.96972349578,65824.34944902,2973.13703652059,3701.88669084669,4,-1036.98097673,-0.0155094277982036
2013,UF,21,14,male,63229.54383244,4107.29853567583,68111.6999944825,2164.89663139446,3844.42642745953,4,4882.15616204249,0.0772132118330687
2013,UF,21,15,combined,131861.04528242,5723.38467535879,141013.668088693,1635.04161578223,5512.67385180261,4,9152.6228062725,0.069411119763759
2013,UF,21,15,female,69038.46948517,4086.40640546133,69993.5474150325,1183.59561894433,3890.26053033779,4,955.077929862498,0.0138339962775052
2013,UF,21,15,male,62822.57579725,4058.64886981138,71020.12067366,2032.39437895583,3887.52152835444,4,8197.54487641,0.130487245586145
2013,UF,21,16,combined,140355.25049189,5668.6541194726,138732.35698108,3524.98032120466,5401.49646672847,4,-1622.89351081001,-0.0115627559718814
2013,UF,21,16,female,67472.78112989,3903.6929277518,69122.872446955,3341.61775909413,3675.8587432684,4,1650.09131706499,0.0244556588513588
2013,UF,21,16,male,72882.469362,4155.76044462939,69609.484534125,2232.73773520322,3774.07812521183,4,-3272.984827875,-0.0449077104072642
2013,UF,21,17,combined,135498.75994947,6089.25352466564,138299.699726675,4475.24331107639,5657.65344059605,4,2800.939777205,0.0206713314442842
2013,UF,21,17,female,63533.07089291,4141.37768038147,66193.9329278975,2950.17855864045,4117.98243526252,4,2660.86203498751,0.0418815271730309
2013,UF,21,17,male,71965.68905656,4110.27996951101,72105.7667987775,2100.83960803257,3724.77490931755,4,140.077742217502,0.00194645176130267
2013,UF,21,18,combined,136636.61870368,5738.01849514713,136812.36420001,2039.57137768891,5446.62924834312,4,175.745496329997,0.00128622544964415
2013,UF,21,18,female,64694.44259437,3985.58082968701,66177.892622155,1971.18438668642,3821.10224727563,4,1483.45002778501,0.0229300998400457
2013,UF,21,18,male,71942.17610931,4121.97559377494,70634.471577855,1076.92868239397,3767.39676939096,4,-1307.70453145501,-0.0181771611893983
2013,UF,21,19,combined,121776.34376664,5709.31438109811,119894.738131828,2311.69453976112,5118.50896028529,4,-1881.6056348125,-0.015451323110983
2013,UF,21,19,female,62227.90494181,4051.28208141811,61031.75020306,2261.31395614673,3632.31269797017,4,-1196.15473875,-0.0192221598954446
2013,UF,21,19,male,59548.43882483,3879.75348667773,58862.9879287675,2268.65762454799,3496.07666355305,4,-685.450896062503,-0.0115108121991049
2013,UF,22,14,combined,53813.61563734,3594.00764824272,58430.3055714725,2694.52986853402,4414.38931173368,4,4616.68993413251,0.0857903688398349
2013,UF,22,14,female,25768.30862326,2838.0643586049,28211.7989164725,1767.83978136112,3025.14433281865,4,2443.4902932125,0.0948254046835989
2013,UF,22,14,male,28045.30701408,2964.32973119428,30218.506655,1121.47912945635,2969.06372174181,4,2173.19964092,0.077488887528632
2013,UF,22,15,combined,58455.0240577,4864.80533768942,62520.7226587475,4789.75743704206,4127.09495060267,4,4065.6986010475,0.0695525947784115
2013,UF,22,15,female,31358.22551889,3230.00302242959,33773.3324861425,3937.1313780971,2953.3758661844,4,2415.1069672525,0.0770166974466604
2013,UF,22,15,male,27096.79853881,3168.57582131542,28747.390172605,929.759811171518,2821.09433448433,4,1650.591633795,0.0609146365180707
2013,UF,22,16,combined,75732.84280049,5347.97535105535,69734.7665747125,4211.75473751475,4855.13248566404,4,-5998.07622577751,-0.0792004631541271
2013,UF,22,16,female,42611.38284773,3970.2674161155,36464.8108215675,5674.45185001161,3274.9964094868,4,-6146.5720261625,-0.144247185033328
2013,UF,22,16,male,33121.45995276,3543.44658485612,33269.955753145,2074.93754581012,3207.66854305482,4,148.495800384997,0.00448337122206544
2013,UF,22,17,combined,62684.78516134,4294.231013382,62825.5148138625,3317.13279695998,4307.34698306018,4,140.729652522503,0.00224503684842005
2013,UF,22,17,female,29859.37439228,3344.24769702567,31095.869300565,3293.91639140451,3058.7106108136,4,1236.494908285,0.0414106100161526
2013,UF,22,17,male,32825.41076906,2974.74948293482,31729.6455132975,474.74865021972,2870.40714905515,4,-1095.7652557625,-0.0333816159520942
2013,UF,22,18,combined,60938.6977099,4983.96572199901,60862.2148506475,4773.067071765,4470.34059925624,4,-76.4828592525009,-0.00125507866309515
2013,UF,22,18,female,36509.47358561,3891.11232856847,31204.671247245,2623.0262103922,3113.21518622343,4,-5304.802338365,-0.145299337880781
2013,UF,22,18,male,24429.22412429,2745.20473164634,29657.5436034025,2453.24775044707,2967.5969055961,4,5228.3194791125,0.214019055722444
2013,UF,22,19,combined,46925.45052151,4108.90798550099,54756.2515422625,2325.53263983724,4123.60887621317,4,7830.8010207525,0.166877481914915
2013,UF,22,19,female,23992.2689062,2841.99611794118,27496.16378598,1284.33362403887,2784.66989818864,4,3503.89487978,0.146042664554937
2013,UF,22,19,male,22933.18161531,3007.82777436535,27260.0877562825,1373.89647694151,3029.92956148475,4,4326.9061409725,0.188674481088306
2013,UF,23,14,combined,146443.67786695,7267.37899993208,161678.837827335,4488.24654417649,6990.68394901125,4,15235.159960385,0.104034262060987
2013,UF,23,14,female,76481.85672992,5450.52399320607,78938.62205553,2164.16327198419,4954.60539298547,4,2456.76532561,0.0321221977427348
2013,UF,23,14,male,69961.82113703,5052.71607281842,82740.215771805,3915.2024886599,4998.12985886576,4,12778.394634775,0.182648113315214
2013,UF,23,15,combined,160987.97388171,7959.64953672035,162573.846957848,5023.3678355238,7296.72015215257,4,1585.8730761375,0.00985087915512723
2013,UF,23,15,female,77898.21561683,5645.20422368538,80725.8763829925,4381.12927108468,5177.85184286403,4,2827.6607661625,0.0362994292458682
2013,UF,23,15,male,83089.75826488,5356.35141385154,81847.970574855,1380.06733536507,4988.56255885071,4,-1241.78769002501,-0.0149451354289219
2013,UF,23,16,combined,168834.95148331,7861.04166501734,171952.516416923,1880.79548939937,7538.79491406812,4,3117.56493361251,0.0184651632036077
2013,UF,23,16,female,75827.7023154,5654.64557780011,81932.9990614675,1505.74452709831,5371.97383681743,4,6105.2967460675,0.0805153863250787
2013,UF,23,16,male,93007.24916791,5929.86108143587,90019.517355455,1925.1367223938,5334.41231359796,4,-2987.73181245501,-0.032123644545826
2013,UF,23,17,combined,173966.34039863,8189.64017502393,174713.61239075,3621.07761638086,7742.34817045607,4,747.27199211999,0.00429549756813689
2013,UF,23,17,female,84923.22025756,5716.1783226621,87060.75446894,1379.25683827596,5516.49313529588,4,2137.53421138,0.0251701973252682
2013,UF,23,17,male,89043.12014107,5930.15647775172,87652.85792181,3044.90589626111,5281.97098101853,4,-1390.26221926,-0.015613359202344
2013,UF,23,18,combined,170098.5681428,8021.78893112472,172663.724762673,3151.80342750793,7645.13400894367,4,2565.15661987249,0.0150804127740747
2013,UF,23,18,female,85330.16543337,5660.1915899352,85906.2195195675,2323.40725366175,5308.28675711071,4,576.054086197502,0.00675088444129777
2013,UF,23,18,male,84768.40270943,5421.30943075937,86757.505243105,4371.14174705258,5346.45735340869,4,1989.102533675,0.0234651411386536
2013,UF,23,19,combined,166713.65133536,8191.27799082885,159726.79679736,5582.86708634714,7462.69169296544,4,-6986.85453799999,-0.0419093126569778
2013,UF,23,19,female,80930.61398441,5650.945641881,85470.8224452575,4138.22677145557,5462.61112458963,4,4540.2084608475,0.0561000125579437
